id,equip_id,equip_level,pow,hit,dodge,speed,rate,critical_harm_rate,critical_percent,armor_piercing,armor,shield,damage_amplify,damage_reduction,night_view_percent,bullet_number_up
84,71,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
85,57,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
86,39,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0
87,71,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
88,7,0,5000,5000,0,0,5000,0,0,0,0,0,0,0,0,0
89,39,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0
90,71,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
91,7,0,5000,5000,0,0,5000,0,0,0,0,0,0,0,0,0
92,3,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0
93,31,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
94,57,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
95,3,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0
96,31,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
97,57,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
98,3,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0
99,31,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
100,57,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
101,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,44,0,0,0,10000,0,0,0,0,0,10000,0,0,0,0,0
162,76,0,10000,0,0,0,0,10000,0,0,0,0,0,0,0,0
163,12,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0
164,66,0,0,0,10000,0,0,0,10000,0,0,0,0,0,0,0
165,72,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0
166,58,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0
167,20,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
168,12,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0
169,68,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,10000
170,20,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
171,12,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0
172,68,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,10000
173,20,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
174,12,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0
175,68,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,10000
176,44,0,0,0,10000,0,0,0,0,0,10000,0,0,0,0,0
177,76,0,10000,0,0,0,0,10000,0,0,0,0,0,0,0,0
178,12,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0
179,44,0,0,0,10000,0,0,0,0,0,10000,0,0,0,0,0
180,76,0,10000,0,0,0,0,10000,0,0,0,0,0,0,0,0
181,12,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0
182,20,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
183,12,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0
184,68,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,10000
185,20,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
186,12,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0
187,68,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,10000
188,20,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
189,12,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0
190,68,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,10000
191,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
222,71,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
223,19,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0
224,3,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0
225,19,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0
226,3,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0
227,39,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0
228,71,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
229,39,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0
230,71,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
231,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
232,71,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
233,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
234,31,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
235,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
236,31,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
237,39,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0
238,71,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
239,39,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0
240,71,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
241,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
272,72,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
273,58,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
274,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
275,32,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
276,58,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
277,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
278,32,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
279,58,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
280,40,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0
281,72,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
282,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
283,40,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0
284,72,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
285,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
286,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
287,72,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
288,58,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
289,20,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0
290,4,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0
291,68,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,5000
292,20,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0
293,4,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0
294,68,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,5000
295,40,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0
296,72,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
297,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
298,40,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0
299,72,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
300,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
301,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
302,72,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0
303,58,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0
304,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
305,32,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
306,58,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0
307,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
308,32,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
309,58,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0
310,40,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0
311,72,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0
312,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
313,40,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0
314,72,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0
315,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
316,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
317,72,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0
318,58,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0
319,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
320,32,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
321,58,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0
322,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
323,32,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
324,58,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0
325,44,0,0,0,10000,0,0,0,0,0,10000,0,0,0,0,0
326,76,0,10000,0,0,0,0,10000,0,0,0,0,0,0,0,0
327,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
328,44,0,0,0,10000,0,0,0,0,0,10000,0,0,0,0,0
329,76,0,10000,0,0,0,0,10000,0,0,0,0,0,0,0,0
330,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
1004,4,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0
1008,8,0,5000,5000,0,0,5000,0,0,0,0,0,0,0,0,0
1012,12,0,0,5000,0,0,5000,0,0,0,0,0,0,0,0,0
1016,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0
1020,20,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0
1032,32,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,40,0,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0
1044,44,0,0,0,5000,0,0,0,0,0,5000,0,0,0,0,0
1058,58,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
1066,66,0,0,0,5000,0,0,0,5000,0,0,0,0,0,0,0
1068,68,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,5000
1072,72,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0
1076,76,0,5000,0,0,0,0,5000,0,0,0,0,0,0,0,0
1080,80,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0
1090,90,0,0,0,0,5000,0,5000,0,0,0,0,0,0,0,0
2004,4,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0
2008,8,0,10000,10000,0,0,10000,0,0,0,0,0,0,0,0,0
2012,12,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0
2016,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
2020,20,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
2032,32,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,40,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0
2044,44,0,0,0,10000,0,0,0,0,0,10000,0,0,0,0,0
2058,58,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0
2061,61,0,10000,0,0,0,10000,0,0,0,0,0,0,0,0,10000
2066,66,0,0,0,10000,0,0,0,10000,0,0,0,0,0,0,0
2068,68,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,10000
2072,72,0,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0
2076,76,0,10000,0,0,0,0,10000,0,0,0,0,0,0,0,0
2080,80,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0
2090,90,0,0,0,0,10000,0,10000,0,0,0,0,0,0,0,0
2093,93,0,10000,0,0,0,0,0,0,0,0,0,0,0,10000,0
2097,97,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0
2098,98,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
2099,99,0,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0
3004,4,10,0,0,0,0,0,0,10000,0,0,0,0,0,0,0
3008,8,10,10000,10000,0,0,10000,0,0,0,0,0,0,0,0,0
3012,12,10,0,10000,0,0,10000,0,0,0,0,0,0,0,0,0
3016,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0
3020,20,10,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
3032,32,10,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,40,10,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0
3044,44,10,0,0,10000,0,0,0,0,0,10000,0,0,0,0,0
3058,58,10,0,0,10000,0,0,0,0,0,0,0,0,0,0,0
3059,59,10,0,0,0,0,10000,0,0,10000,0,0,0,0,0,0
3060,60,10,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0
3061,61,10,10000,0,0,0,10000,0,0,0,0,0,0,0,0,10000
3062,62,10,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0
3066,66,10,0,0,10000,0,0,0,10000,0,0,0,0,0,0,0
3067,67,10,0,0,10000,0,0,0,0,0,0,0,0,0,0,10000
3068,68,10,0,0,10000,0,0,0,0,0,0,0,0,0,0,10000
3072,72,10,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0
3076,76,10,10000,0,0,0,0,10000,0,0,0,0,0,0,0,0
3080,80,10,0,10000,0,0,0,0,0,0,0,0,0,0,0,0
3086,86,10,10000,0,10000,0,0,10000,0,0,0,0,0,0,0,0
3090,90,10,0,0,0,10000,0,10000,0,0,0,0,0,0,0,0
3092,92,10,0,0,10000,0,0,10000,0,0,0,0,0,0,0,0
3093,93,10,10000,0,0,0,0,0,0,0,0,0,0,0,10000,0
3097,97,10,0,0,0,0,0,0,0,0,10000,0,0,0,0,0
3098,98,10,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
3099,99,10,10000,0,0,0,0,0,0,0,10000,0,0,0,0,0
3100,100,10,0,10000,0,0,0,10000,0,0,0,0,0,0,0,0
3106,106,10,10000,10000,0,0,0,0,10000,0,0,0,0,0,0,0
3111,111,10,0,10000,0,0,0,0,10000,0,0,0,0,0,0,0
