id,name,user_exp,mp,ammo,mre,part,core,gem,gem_pay,gun_id,sangvis,item_ids,furniture,gift,equip_ids,coins,skin,content,send_limit,icon,bp_pay,fairy_ids,chip,commander_uniform
56,AR15,0,0,0,0,0,0,0,0,0,,,1903,,,,0,我们都有各自的责任……这决定了我们有时没有选择。,0,,0,,,
57,G11,0,0,0,0,0,0,0,0,0,,,1907,,,,0,怪我喽，开枪的又不是你们……,0,,0,,,
58,M4 SOPMOD II,0,0,0,0,0,0,0,0,0,,,1904,,,,0,嘿嘿，这就是命运嘛，我们可是最好的伙伴。,0,,0,,,
59,UMP45,0,0,0,0,0,0,0,0,0,,,1908,,,,0,我们，是所有人的污点。,0,,0,,,
60,56-1式-爆竹红,0,0,0,0,0,0,0,0,0,,,,401-1,,,0,,0,,0,,,
61,M950A,0,0,0,0,0,0,0,0,97,,,,,,,0,,0,,0,,,
62,索米,0,0,0,0,0,0,0,0,115,,,,,,,0,,0,,0,,,
63,Kar98k,0,0,0,0,0,0,0,0,46,,,,,,,0,,0,,0,,,
64,FAL,0,0,0,0,0,0,0,0,106,,,,,,,0,,0,,0,,,
65,MG4,0,0,0,0,0,0,0,0,125,,,,,,,0,,0,,0,,,
66,采购币*10,0,0,0,0,0,0,0,0,0,,41-10,,,,,0,,0,,0,,,
67,SV98-女服务生,0,0,0,0,0,0,0,0,0,,,,502-1,,,0,,0,,0,,,
70,支援好友奖励,0,0,0,0,0,0,0,0,0,,508-10,,,,,0,感谢你的支援！//n获得支援好友奖励：友情点数*10//n（支援好友奖励每天只能获得10次）,0,,0,,,
71,宿舍点赞奖励,0,0,0,0,0,0,0,0,0,,508-10,,,,,0,感谢你的点赞！ //n获得宿舍点赞奖励：友情点数*10//n（宿舍点赞奖励每天只能获得10次）,0,,0,,,
72,使用好友支援奖励,0,0,0,0,0,0,0,0,0,,508-10,,,,,0,获得使用支援梯队奖励：友情点数*10,0,,0,,,
73,周年庆签到,0,0,0,0,0,0,0,0,0,,,,,,3-200,0,,0,,0,,,
74,周年庆福袋,0,0,0,0,0,0,0,0,0,,100002-1,,,,,0,,0,Bumdle_package,0,,,
75,儿童节签到初级训练资料,0,0,0,0,0,0,0,0,0,,,,,,1-400,0,,0,,0,,,
76,儿童节签到中级训练资料,0,0,0,0,0,0,0,0,0,,,,,,2-300,0,,0,,0,,,
77,儿童节签到高级训练资料,0,0,0,0,0,0,0,0,0,,,,,,3-300,0,,0,,0,,,
78,艾尔菲尔特-马格南婚礼装扮,0,0,0,0,0,0,0,0,0,,,,504-1,,,0,,0,,0,,,
79,艾尔菲尔特-人偶歼灭者装扮,0,0,0,0,0,0,0,0,0,,,,505-1,,,0,,0,,0,,,
80,诺爱尔-μ-12装扮,0,0,0,0,0,0,0,0,0,,,,503-1,,,0,,0,,0,,,
81,新版本备战签到中级训练资料,0,0,0,0,0,0,0,0,0,,,,,,2-300,0,,0,,0,,,
82,新版本备战签到高级训练资料,0,0,0,0,0,0,0,0,0,,,,,,3-200,0,,0,,0,,,
83,装备重造特惠,0,0,0,0,0,4,0,0,0,,"2-20,3-10",,,,,0,,0,,0,,,
84,训练资料特惠,0,0,0,0,0,0,0,0,0,,2-4,,,,3-200,0,,0,,0,,,
85,每日特惠礼包（九月）,0,0,0,0,0,0,0,0,0,,44-150,,,,3-200,0,,0,,0,,,
86,FAL手办礼包,0,0,0,0,0,0,0,0,0,,,3102,,,,0,,0,,0,,,
87,人形重造特惠,0,0,0,0,0,3,0,0,0,,"1-1,3-10",,,,,0,,0,Bumdle_purple,0,,,
88,每日特惠礼包,0,0,0,0,0,0,0,0,0,,9-30,,,,2-300,0,,0,Bumdle_red,0,,,
89,月夕超值礼盒,0,0,0,0,0,3,0,0,0,,"3-10,8-1",,,,,0,,0,Bumdle_bline,0,,,
90,G36,0,0,0,0,0,0,0,0,64,,,,,,,0,,0,,0,,,
91,AEK-999,0,0,0,0,0,0,0,0,149,,,,,,,0,,0,,0,,,
92,超级肖蒂,0,0,0,0,0,0,0,0,156,,,,,,,0,,0,,0,,,
93,79式,0,0,0,0,0,0,0,0,127,,,,,,,0,,0,,0,,,
94,M99,0,0,0,0,0,0,0,0,128,,,,,,,0,,0,,0,,,
95,CZ75,0,0,0,0,0,0,0,0,166,,,,,,,0,,0,,0,,,
96,IWS 2000,0,0,0,0,0,0,0,0,148,,,,,,,0,,0,,0,,,
97,每日特惠礼包,0,0,0,0,0,0,0,0,0,,506-100,,,,3-300,0,,0,Bumdle_orange,0,,,
98,每日特惠礼包,0,0,0,0,0,1,0,0,0,,,,,,"1-600,2-300,3-150",0,,0,Bumdle_red,0,,,
99,TapTap特典家具,0,0,0,0,0,0,0,0,0,,,3104,,,,0,TapTap!,0,,0,,,
100,嘉年华测试奖励,100,100,0,0,0,100,0,0,0,,"8-2,110001-10",,,,,0,,0,,0,,,
101,嘉年华测试奖励,100,100,0,0,0,100,0,0,0,,"8-2,41-10",,,,,0,,0,Bumdle_blue,0,,,
102,嘉年华测试奖励,100,100,0,0,0,100,0,0,1,,"8-2,110002-10",,,,,0,,0,,0,,,
103,嘉年华测试奖励,100,100,0,0,0,100,0,0,1,,"8-2,110003-10",,,,,0,,0,,0,,,
104,冬活备战签到四日资料,0,500,500,500,500,0,0,0,0,,,,,,2-500,0,,0,,0,,,
105,冬活备战签到六日资料,0,500,500,500,500,0,0,0,0,,,,,,3-300,0,,0,,0,,,
106,契约超值礼盒,0,0,0,0,0,3,0,0,0,,"1-10,3-10",,,,,0,,0,,0,,,
107,周年庆六日签到资料,0,0,0,0,0,0,0,0,0,,,,,,3-300,0,,0,,0,,,
108,十一签到7日,0,0,0,0,0,0,0,0,0,,3-10,,,,1-800,0,,0,,0,,,
109,十一签到8日,0,0,0,0,0,0,0,0,0,,4-10,,,,2-500,0,,0,,0,,,
110,十一签到9日,0,0,0,0,0,0,0,0,0,,8-2,,,,3-300,0,,0,,0,,,
111,礼物：无法回头的命运*50,0,0,0,0,0,0,0,0,0,,,,100004-50,,,0,在宿舍中赠送，可提高人形的好感度,0,gift_item_destiny,0,,,
112,礼物：光明的诗歌*50,0,0,0,0,0,0,0,0,0,,,,200002-50,,,0,在宿舍中赠送，可提高人形或妖精的经验,0,gift_item_brightsong,0,,,
113,战术妖精：八重樱,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,,0,1001-910109,,
114,战术人形：德莉莎,0,0,0,0,0,0,0,0,1006,,,,,,,0,,0,profilePic_Theresa_origin,0,,,
115,战术人形：希儿,0,0,0,0,0,0,0,0,1008,,,,,,,0,,0,profilePic_Seele_origin,0,,,
116,战术妖精：耀夜姬,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,profilePic_Kaguya_origin,0,1002-0,,
117,战术妖精：柯萝伊,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,profilePic_Chloe_origin,0,1003-0,,
120,超钻石喵王,0,0,0,0,0,0,0,0,0,,100005-1,,,,,0,,0,gift_item_diamondnya,0,,,
121,每日特惠礼包,0,0,0,0,0,1,0,0,0,,44-150,,,,2-300,0,,0,Bumdle_navy,0,,,
122,家具：圣诞特供豆袋沙发,0,0,0,0,0,0,0,0,0,,,2002,,,,0,,0,xmas2017SP_sofa_icon,0,,,
123,宠物：圣诞巴哥犬,0,0,0,0,0,0,0,0,0,,,2003,,,,0,,0,2016xmas_02,0,,,
124,装备：专用战术内存,0,0,0,0,0,0,0,0,0,,,,,94,,0,,0,人形装备_战术核芯片_阿梅利,0,,,
125,装备：16Lab空尖弹,0,0,0,0,0,0,0,0,0,,,,,95,,0,,0,弹匣_状态弹_空尖弹_S,0,,,
126,装备：16lab热光学披风,0,0,0,0,0,0,0,0,0,,,,,96,,0,,0,人形装备_伪装披风_N3_S,0,,,
127,姜饼娃娃,0,0,0,0,0,0,0,0,0,,100006-10,,,,,0,,0,Activity_2017xmas,0,,,
128,装扮：格林娜-冬幕派对,0,0,0,0,0,0,0,0,0,,,,,,,206,,0,profilePic_kalina_2017Christmas,0,,,
129,周年庆五日签到纯净数据样本200,0,0,0,0,0,0,0,0,0,,15-200,,,,,0,,0,,0,,,
130,酒保联动签到中级资料*300,0,0,0,0,0,0,0,0,0,,,,,,2-300,0,,0,,0,,,
131,领取奖励,60,60,60,60,20,0,0,0,0,,41-10,,,,"1-100,2-80,3-50",0,领取奖励,0,,0,,,
132,领取奖励,100,100,100,100,30,0,0,0,0,,41-20,,,,"1-150,2-100,3-80",0,领取奖励,0,,0,,,
133,领取奖励,200,200,200,200,60,0,0,0,0,,41-30,,,,"1-200,2-150,3-100",0,领取奖励,0,,0,,,
134,领取奖励,500,500,500,500,200,0,0,0,0,,41-40,,,,"1-250,2-200,3-150",0,领取奖励,0,,0,,,
135,领取奖励,1000,1000,1000,1000,300,0,0,0,0,,41-50,,,,"1-300,2-250,3-200",0,领取奖励,0,,0,,,
136,领取奖励,2000,2000,2000,2000,600,0,0,0,0,,41-60,,,,"1-400,2-350,3-300",0,领取奖励,0,,0,,,
137,领取奖励,3000,3000,3000,3000,1000,0,0,0,0,,41-70,,,,"1-500,2-450,3-400",0,领取奖励,0,,0,,,
138,每日特惠礼包,0,0,0,0,0,1,0,0,0,,44-100,,,,3-150,0,,0,Bumdle_indigo,0,,,
139,复活节彩蛋,0,0,0,0,0,0,0,0,0,,100008-10,,,,,0,,0,easter_egg,0,,,
140,家具：复活节的白兔,0,0,0,0,0,0,0,0,0,,,2008,,,,0,,0,easter2018_deco1_A_icon,0,,,
141,家具：兔子麦克风,0,0,0,0,0,0,0,0,0,,,2009,,,,0,,0,easter2018_deco2_icon,0,,,
142,家具：兔耳朵音箱,0,0,0,0,0,0,0,0,0,,,2010,,,,0,,0,easter2018_deco3_icon,0,,,
143,家具：彩蛋挂饰：小心引爆,0,0,0,0,0,0,0,0,0,,,2011,,,,0,,0,easter2018_walldeco1_icon,0,,,
144,装备：蓝色加厚披风,0,0,0,0,0,0,0,0,0,,,,,108,,0,,0,人形装备_伪装披风_PTRD,0,,,
145,装备：16Lab6-24X56,0,0,0,0,0,0,0,0,0,,,,,109,,0,,0,配件_光学瞄准镜_S,0,,,
146,装备：16Lab高速弹,0,0,0,0,0,0,0,0,0,,,,,110,,0,,0,弹匣_高速弹_S,0,,,
147,复活节特惠,0,0,0,0,0,0,0,0,0,,"7-1,8-1",,100003-10,,3-500,0,,0,Bumdle_easter,0,,,
148,心智升级特惠,0,0,0,0,0,10,0,0,0,,45-300,,,,,0,,0,Bumdle_may,0,,,
150,致敬的冠冕,0,0,0,0,0,0,0,0,0,,100028-10,,,,,0,,0,djmax_crown,0,,,
151,人形：菲尔,0,0,0,0,0,0,0,0,1010,,,,,,,0,,0,profilePic_fail_origin,0,,,
152,菲尔专属装备：漆黑之猫,0,0,0,0,0,0,0,0,0,,,,,118,,0,,0,配件_特殊_fail,0,,,
153,妖精：普蕾娅&卡米莉娅,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,profilePic_fairy1_djmax,0,1006-0,,
154,妖精：希依,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,profilePic_fairy3_djmax,0,1004-0,,
155,家具：旧日的音游街机,0,0,0,0,0,0,0,0,0,,,3105,,,,0,,0,djmax_deco_01_icon,0,,,
156,家具：梦中的水晶球,0,0,0,0,0,0,0,0,0,,,3106,,,,0,,0,djmax2017_deco_02_icon,0,,,
157,每日特惠礼包,0,0,0,0,0,1,0,0,0,,,,,,"1-600,2-300,3-150",0,,0,Bumdle_orange,0,,,
158,装扮：格琳娜-黑猫小姐,0,0,0,0,0,0,0,0,0,,,,,,,207,,0,Bumdle_black,0,,,
159,2周年福袋,0,0,0,0,0,0,520,0,0,,"45-1000,44-1000,100011-1,7-1,41-100",,,,,0,,0,Bumdle_package,0,,,
160,汤姆森,0,0,0,0,0,0,0,0,16,,,,,,,0,,0,profilePic_rank5_Thompson,0,,,
161,维克托,0,0,0,0,0,0,0,0,20,,,,,,,0,,0,profilePic_rank5_Vector,0,,,
162,Kar98k,0,0,0,0,0,0,0,0,46,,,,,,,0,,0,profilePic_rank5_Kar98k,0,,,
163,WA2000,0,0,0,0,0,0,0,0,48,,,,,,,0,,0,profilePic_rank5_WA2000,0,,,
164,李-恩菲尔德,0,0,0,0,0,0,0,0,50,,,,,,,0,,0,profilePic_rank5_MLEMK1,0,,,
165,NTW-20,0,0,0,0,0,0,0,0,53,,,,,,,0,,0,profilePic_rank5_NTW20,0,,,
166,G41,0,0,0,0,0,0,0,0,62,,,,,,,0,,0,profilePic_rank5_G41,0,,,
167,HK416,0,0,0,0,0,0,0,0,65,,,,,,,0,,0,profilePic_rank5_HK416,0,,,
168,灰熊MkⅤ,0,0,0,0,0,0,0,0,96,,,,,,,0,,0,profilePic_rank5_Grizzly,0,,,
169,M950A,0,0,0,0,0,0,0,0,97,,,,,,,0,,0,profilePic_rank5_M950A,0,,,
170,G36C,0,0,0,0,0,0,0,0,104,,,,,,,0,,0,profilePic_rank5_G36C,0,,,
171,FAL,0,0,0,0,0,0,0,0,106,,,,,,,0,,0,profilePic_rank5_FNFAL,0,,,
172,MG5,0,0,0,0,0,0,0,0,109,,,,,,,0,,0,profilePic_rank5_MG5,0,,,
173,内格夫,0,0,0,0,0,0,0,0,112,,,,,,,0,,0,profilePic_rank5_NEGEV,0,,,
174,维尔德MkⅡ,0,0,0,0,0,0,0,0,114,,,,,,,0,,0,profilePic_rank5_Welrod,0,,,
175,索米,0,0,0,0,0,0,0,0,115,,,,,,,0,,0,profilePic_rank5_KP31,0,,,
176,G11,0,0,0,0,0,0,0,0,122,,,,,,,0,,0,profilePic_rank5_G11,0,,,
177,MG4,0,0,0,0,0,0,0,0,125,,,,,,,0,,0,profilePic_rank5_MG4,0,,,
178,NZ75,0,0,0,0,0,0,0,0,126,,,,,,,0,,0,,0,,,
179,79式,0,0,0,0,0,0,0,0,127,,,,,,,0,,0,profilePic_rank5_79type,0,,,
180,M99,0,0,0,0,0,0,0,0,128,,,,,,,0,,0,profilePic_rank5_M99,0,,,
181,95式,0,0,0,0,0,0,0,0,129,,,,,,,0,,0,profilePic_rank5_95type,0,,,
182,97式,0,0,0,0,0,0,0,0,130,,,,,,,0,,0,profilePic_rank5_97type,0,,,
183,SR-3MP,0,0,0,0,0,0,0,0,135,,,,,,,0,,0,profilePic_rank5_SR3MP,0,,,
184,IWS 2000,0,0,0,0,0,0,0,0,148,,,,,,,0,,0,profilePic_rank5_IWS2000,0,,,
185,KSG,0,0,0,0,0,0,0,0,157,,,,,,,0,,0,profilePic_rank5_KSG,0,,,
186,塞伽12型,0,0,0,0,0,0,0,0,160,,,,,,,0,,0,profilePic_rank5_Saiga12,0,,,
187,RFB,0,0,0,0,0,0,0,0,172,,,,,,,0,,0,profilePic_rank5_RFB,0,,,
188,PKP,0,0,0,0,0,0,0,0,173,,,,,,,0,,0,profilePic_rank5_PKP,0,,,
189,T91,0,0,0,0,0,0,0,0,181,,,,,,,0,,0,profilePic_rank5_T91,0,,,
190,竞争者,0,0,0,0,0,0,0,0,183,,,,,,,0,,0,profilePic_rank5_Contender,0,,,
191,S.A.T.8,0,0,0,0,0,0,0,0,188,,,,,,,0,,0,profilePic_rank5_SAT8,0,,,
192,K2,0,0,0,0,0,0,0,0,194,,,,,,,0,,0,profilePic_rank5_K2,0,,,
193,Zas M21,0,0,0,0,0,0,0,0,196,,,,,,,0,,0,profilePic_rank5_ZastavaM21,0,,,
194,卡尔卡诺M1891,0,0,0,0,0,0,0,0,197,,,,,,,0,,0,profilePic_rank5_Carcano1891,0,,,
195,卡尔卡诺M91/38,0,0,0,0,0,0,0,0,198,,,,,,,0,,0,profilePic_rank5_Carcano9138,0,,,
196,AN-94,0,0,0,0,0,0,0,0,205,,,,,,,0,,0,profilePic_rank5_AN94,0,,,
197,AK-12,0,0,0,0,0,0,0,0,206,,,,,,,0,,0,profilePic_rank5_AK12,0,,,
198,每日特惠礼包,0,0,0,0,0,1,0,0,0,,45-135,,,,3-150,0,,0,Bumdle_navy,0,,,
199,夏日特惠礼包,0,0,0,0,0,0,0,0,0,,"7-1,8-1",,100003-10,,3-500,0,,0,Bumdle_package,0,,,
200,心智升级特惠,0,0,0,0,0,10,0,0,0,,45-300,,,,,0,,0,Bumdle_may,0,,,
201,<失温症>坠入兔洞冠军奖励,0,30000,30000,30000,30000,0,2017,0,0,,,,501-1,"83,83",,0,,0,,0,,,
202,<失温症>坠入兔洞亚军奖励,0,28000,28000,28000,28000,0,1800,0,0,,,,501-1,"83,83",,0,,0,,0,,,
203,<失温症>坠入兔洞季军奖励,0,26000,26000,26000,26000,0,1600,0,0,,,,501-1,"83,83",,0,,0,,0,,,
204,<失温症>坠入兔洞第4名奖励,0,24000,24000,24000,24000,0,1400,0,0,,,,501-1,"83,83",,0,,0,,0,,,
205,<失温症>坠入兔洞第5名奖励,0,22000,22000,22000,22000,0,1200,0,0,,,,501-1,"83,83",,0,,0,,0,,,
206,<失温症>坠入兔洞第6名奖励,0,20000,20000,20000,20000,0,1000,0,0,,,,501-1,"83,83",,0,,0,,0,,,
207,<失温症>坠入兔洞第7名奖励,0,18000,18000,18000,18000,0,900,0,0,,,,501-1,"83,83",,0,,0,,0,,,
208,<失温症>坠入兔洞第8名奖励,0,16000,16000,16000,16000,0,800,0,0,,,,501-1,"83,83",,0,,0,,0,,,
209,<失温症>坠入兔洞第9名奖励,0,14000,14000,14000,14000,0,700,0,0,,,,501-1,"83,83",,0,,0,,0,,,
210,<失温症>坠入兔洞第10名奖励,0,12000,12000,12000,12000,0,600,0,0,,,,501-1,"83,83",,0,,0,,0,,,
211,<失温症>坠入兔洞第11~100名奖励,0,10000,10000,10000,10000,0,500,0,0,,,,501-1,"83,83",,0,,0,,0,,,
212,<失温症>坠入兔洞前5%奖励,0,9000,9000,9000,9000,0,400,0,0,,,,501-1,"83,83",,0,,0,,0,,,
213,<失温症>坠入兔洞前10%奖励,0,8000,8000,8000,8000,0,300,0,0,,,,501-1,"83,84",,0,,0,,0,,,
214,<失温症>坠入兔洞前15%奖励,0,7000,7000,7000,7000,0,200,0,0,,,,501-1,"84,84",,0,,0,,0,,,
215,<失温症>坠入兔洞前20%奖励,0,6000,6000,6000,6000,0,150,0,0,,,,501-1,"84,85",,0,,0,,0,,,
216,<失温症>坠入兔洞前30%奖励,0,5000,5000,5000,5000,0,100,0,0,,,,501-1,"85,85",,0,,0,,0,,,
217,<失温症>坠入兔洞前40%奖励,0,4000,4000,4000,4000,0,80,0,0,,,,501-1,85,,0,,0,,0,,,
218,<失温症>坠入兔洞前50%奖励,0,3000,3000,3000,3000,0,50,0,0,,,,501-1,,,0,,0,,0,,,
219,<失温症>坠入兔洞后50%奖励,0,2000,2000,2000,2000,0,50,0,0,,,,,,,0,,0,,0,,,
221,<失温症>坠入兔洞PLUS冠军奖励,0,30000,30000,30000,30000,0,2018,0,0,,,,501-1,"83,83",,0,,0,,0,,,
222,<失温症>坠入兔洞PLUS亚军奖励,0,28000,28000,28000,28000,0,1800,0,0,,,,501-1,"83,83",,0,,0,,0,,,
223,<失温症>坠入兔洞PLUS季军奖励,0,26000,26000,26000,26000,0,1600,0,0,,,,501-1,"83,83",,0,,0,,0,,,
224,<失温症>坠入兔洞PLUS第4名奖励,0,24000,24000,24000,24000,0,1400,0,0,,,,501-1,"83,83",,0,,0,,0,,,
225,<失温症>坠入兔洞PLUS第5名奖励,0,22000,22000,22000,22000,0,1200,0,0,,,,501-1,"83,83",,0,,0,,0,,,
226,<失温症>坠入兔洞PLUS第6名奖励,0,20000,20000,20000,20000,0,1000,0,0,,,,501-1,"83,83",,0,,0,,0,,,
227,<失温症>坠入兔洞PLUS第7名奖励,0,18000,18000,18000,18000,0,900,0,0,,,,501-1,"83,83",,0,,0,,0,,,
228,<失温症>坠入兔洞PLUS第8名奖励,0,16000,16000,16000,16000,0,800,0,0,,,,501-1,"83,83",,0,,0,,0,,,
229,<失温症>坠入兔洞PLUS第9名奖励,0,14000,14000,14000,14000,0,700,0,0,,,,501-1,"83,83",,0,,0,,0,,,
230,<失温症>坠入兔洞PLUS第10名奖励,0,12000,12000,12000,12000,0,600,0,0,,,,501-1,"83,83",,0,,0,,0,,,
231,<失温症>坠入兔洞PLUS第11~100名奖励,0,10000,10000,10000,10000,0,500,0,0,,,,501-1,"83,83",,0,,0,,0,,,
232,<失温症>坠入兔洞PLUS1%~5%奖励,0,9000,9000,9000,9000,0,400,0,0,,,,501-1,"83,83",,0,,0,,0,,,
233,<失温症>坠入兔洞PLUS6%~10%奖励,0,8000,8000,8000,8000,0,300,0,0,,,,501-1,"83,84",,0,,0,,0,,,
234,<失温症>坠入兔洞PLUS11%~15%奖励,0,7000,7000,7000,7000,0,200,0,0,,,,501-1,"84,84",,0,,0,,0,,,
235,<失温症>坠入兔洞PLUS16%~20%奖励,0,6000,6000,6000,6000,0,150,0,0,,,,501-1,"84,85",,0,,0,,0,,,
236,<失温症>坠入兔洞PLUS21%~30%奖励,0,5000,5000,5000,5000,0,100,0,0,,,,501-1,"85,85",,0,,0,,0,,,
237,<失温症>坠入兔洞PLUS31%~40%奖励,0,4000,4000,4000,4000,0,80,0,0,,,,501-1,85,,0,,0,,0,,,
238,<失温症>坠入兔洞PLUS41%~50%奖励,0,3000,3000,3000,3000,0,50,0,0,,,,501-1,,,0,,0,,0,,,
239,<失温症>坠入兔洞PLUS51%~100%奖励,0,2000,2000,2000,2000,0,50,0,0,,,,,,,0,,0,,0,,,
