id,mission_id,description,scripts,campaign,bgm,title,is_util,start,round,point,first,mid,end,fail,step_start_story,step_end_story
20,16,总部传来了许多琐碎的任务，大概这就意味着我们回到了日常吧……,"2-2-1,2-2-2",2,BGM_Frontline,紧急支援,1,2-2-1,,,2-2-2,,2-2-2,,,
21,17,我们又一次击退了铁血的游击队，可总部不下令出击的话，一切都是疲于奔命……,"2-3-1,2-3-2",2,BGM_Frontline,调查敌情,1,2-3-1,,,2-3-2,,2-3-2,,,
22,18,这时，16LAB的帕斯卡突然发来请求，要我们冒着炮火去采集数据，没人能管住她吗……,"2-4-1,2-4-2",2,BGM_Frontline,采集数据,1,2-4-1,,,2-4-2,,2-4-2,,,
23,19,帕斯卡还想继续使唤我们，还好总部发来了行动继续的命令，我们终于能回归战场啦。,"2-5-1,2-5-2",2,BGM_Frontline,额外委托,1,2-5-1,,,2-5-2,,2-5-2,,,
24,20,我们击败了【刽子手】，并与AR小组的精英人形M4A1会合，她……就是铁血寻找的目标？,"2-6-1,2-6-2",2,BGM_Frontline,终止作战,1,2-6-1,,,2-6-2,,2-6-2,,,
25,21,指挥官接受了帕斯卡的委托，去收集一些铁血单位的部件作为实验样本。,"2-1-1E,2-1-2E",2,BGM_Frontline,战地样本Ⅰ,1,2-1-1E,,,2-1-2E,,2-1-2E,,,
26,22,帕斯卡似乎不太想联络M4A1，明明之前还用难以察觉的方式协助我们寻找M4A1来着……,"2-2-1E,2-2-2E",2,BGM_Frontline,战地样本Ⅱ,1,2-2-1E,,,2-2-2E,,2-2-2E,,,
27,23,M4A1主动找上了帕斯卡，并消解了帕斯卡小姐对于之前的委托的愧疚，能解开心结真是太好啦。,"2-3-1E,2-3-2E",2,BGM_Frontline,战地样本Ⅲ,1,2-3-1E,,,2-3-2E,,2-3-2E,,,
28,24,帕斯卡的委托完成，但初步分析铁血与格里芬人形的技术似乎有很大差别，铁血究竟是从何而来呢？,"2-4-1E,2-4-2E",2,BGM_Frontline,战地样本Ⅳ,1,2-4-1E,,,2-4-2E,,2-4-2E,,,
29,90005,我们掩护了汤姆森的小队抵达据点，她们将协助军方去镇压暴动的机甲。,"2-1-1N,2-1-2N",2,BGM_Frontline,专业帮手Ⅰ,1,2-1-1N,,,2-1-2N,,2-1-2N,,,
30,90006,汤姆森能将每个不听话的人形都乖乖安插进行动里，她真的知道分寸在哪里。,"2-2-1N,2-2-2N",2,BGM_Frontline,专业帮手Ⅱ,1,2-2-1N,,,2-2-2N,,2-2-2N,,,
31,90007,军方的提前行动打乱了我们的计划，但我们永远都会多准备一手，而这次的底牌嘛……,"2-3-1N,2-3-2N",2,BGM_Frontline,专业帮手Ⅲ,1,2-3-1N,,,2-3-2N,,2-3-2N,,,
32,90008,我们抢先拿走了指挥室里的一手资料，军方对此也无话可说……行动十分圆满，包括这个小小的报复。,"2-4-1N,2-4-2N",2,BGM_Frontline,专业帮手Ⅳ,1,2-4-1N,,,2-4-2N,,2-4-2N,,,
33,25,指挥官入职以来的成绩获得了总部的认可，并被命令继续推进，收复S09区的全部失地。,"3-1-1,3-1-2",3,BGM_Frontline,打通入口,1,3-1-1,,,3-1-2,,3-1-2,,,
34,26,在我们行动的同时，M4A1也在联络AR小组的其他成员，她们在之前的某次行动中失散了。,"3-2-1,3-2-2",3,BGM_Frontline,截获情报,1,3-2-1,,,3-2-2,,3-2-2,,,
35,27,指挥官顺利接应到了AR小组的SOP-II，但同时也得知负责殿后的AR-15失去了下落。,"3-3-1,3-3-2",3,BGM_Frontline,秘密支援,1,3-3-1,,,3-3-2,,3-3-2,,,
36,28,指挥部随后遭到了一场突袭，幸亏SOP-II的情报，我们才及时回防。,"3-4-1,3-4-2",3,BGM_Frontline,防御作战,1,3-4-1,,,3-4-2,,3-4-2,,,
37,29,总部命令我们搜索当地铁血头目的基地，那玩意是很显眼啦，但是我们完全打不进去……,"3-5-1,3-5-2",3,BGM_Frontline,快速反击,1,3-5-1,,,3-5-2,,3-5-2,,,
38,30,【猎手】的基地突然陷入混乱，AR-15遍体鳞伤地走了出来，里面到底发生了什么呢……,"3-6-1,3-6-2",3,BGM_Frontline,禁止狩猎,1,3-6-1,,,3-6-2,,3-6-2,,,
39,31,这是我为指挥官申请的任务，虽然难度远超过我的想象，不过指挥官还是决定挑战一次，加油！,"3-1-1E,3-1-2E",3,BGM_Frontline,回收数据Ⅰ,1,3-1-1E,,,3-1-2E,,3-1-2E,,,
40,32,我们回收了一些军用数据储存器，但是无法查看里面的内容……真的很想知道里面有些什么啊……,"3-2-1E,3-2-2E",3,BGM_Frontline,回收数据Ⅱ,1,3-2-1E,,,3-2-2E,,3-2-2E,,,
41,33,铁血梯队来抢夺那些储存器啦，看来它们很重视这些东西，一定有什么重要情报在里面！,"3-3-1E,3-3-2E",3,BGM_Frontline,回收数据Ⅲ,1,3-3-1E,,,3-3-2E,,3-3-2E,,,
42,34,任务完成后，指挥官收听了储存器的部分内容，表情似乎不是很好……难道铁血还藏着很多的王牌？,"3-4-1E,3-4-2E",3,BGM_Frontline,回收数据Ⅳ,1,3-4-1E,,,3-4-2E,,3-4-2E,,,
43,90009,马卡洛夫请求指挥官协助她潜入铁血腹地，去营救受困的纳甘M1895。,"3-1-1N,3-1-2N",3,BGM_Frontline,匿名营救Ⅰ,1,3-1-1N,,,3-1-2N,,3-1-2N,,,
44,90010,虽然马卡洛夫对新来的帮手并不满意，不过目前为止，行动还算顺利的样子。,"3-2-1N,3-2-2N",3,BGM_Frontline,匿名营救Ⅱ,1,3-2-1N,,,3-2-2N,,3-2-2N,,,
45,90011,我们营救出了纳甘M1895，但马卡洛夫的小队却陷入危机，希望她的脱险方案会靠谱一点……,"3-3-1N,3-3-2N",3,BGM_Frontline,匿名营救Ⅲ,1,3-3-1N,,,3-3-2N,,3-3-2N,,,
46,90012,行动完成，我们回收了纳甘M1895手中的重要道具，希望这对之后的行动有所帮助，否则的话……,"3-4-1N,3-4-2N",3,BGM_Frontline,匿名营救Ⅳ,1,3-4-1N,,,3-4-2N,,3-4-2N,,,
47,35,我们为一支精英小队提供了援护，用于完全收复S09区，可惜直到最后我们也不知道她们是谁……,"4-1-1,4-1-2",4,BGM_Frontline,协助佣兵,1,4-1-1,,,4-1-2,,4-1-2,,,
48,36,这次收复行动，我们提前获知了当地的头目情报，还联系到了AR小组最后的成员M16A1，一切顺利。,"4-2-1,4-2-2",4,BGM_Frontline,切断增援,1,4-2-1,,,4-2-2,,4-2-2,,,
49,37,【干扰者】主动发来了挑衅，但我们先行一步攻入了对方的辖区。,"4-3-1,4-3-2",4,BGM_Frontline,突破阵线,1,4-3-1,,,4-3-2,,4-3-2,,,
50,38,深入腹地时，我们突然接到命令，寻找之前那支精英小队，她们似乎失去了下落……,"4-4-1,4-4-2",4,BGM_Frontline,搜索同伴,1,4-4-1,,,4-4-2,,4-4-2,,,
51,39,那个神出鬼没的小队好像脱险了，还留下了铁血基地防守薄弱点的坐标，我们这才得以推进。,"4-5-1,4-5-2",4,BGM_Frontline,定位坐标,1,4-5-1,,,4-5-2,,4-5-2,,,
52,40,我们完全收复了S09区，M16A1也归队了，但她带来的情报很令人不安，【伞】计划究竟是什么呢？,"4-6-1,4-6-2",4,BGM_Frontline,平息干扰,1,4-6-1,,,4-6-2,,4-6-2,,,
53,41,在M4A1的建议下，我们回收了一些来历神秘的录音资料，似乎来自某个人形的心智云图……,"4-1-1E,4-1-2E",4,BGM_Frontline,记忆回溯Ⅰ,1,4-1-1E,,,4-1-2E,,4-1-2E,,,
54,42,SOP-II加入了行动，顺便证实了有关她的传闻……单纯不一定完全意味着可爱呀，虽然这样也不错呢。,"4-2-1E,4-2-2E",4,BGM_Frontline,记忆回溯Ⅱ,1,4-2-1E,,,4-2-2E,,4-2-2E,,,
55,43,AR-15来帮忙，然后她又教育了一通M4A1，真是个不坦率的家伙啊……但是真的很可靠呢。,"4-3-1E,4-3-2E",4,BGM_Frontline,记忆回溯Ⅲ,1,4-3-1E,,,4-3-2E,,4-3-2E,,,
56,44,AR小组全员收听了完整的录音，并在我的帮助下将其破解，而最终得到的文件是……,"4-4-1E,4-4-2E",4,BGM_Frontline,记忆回溯Ⅳ,1,4-4-1E,,,4-4-2E,,4-4-2E,,,
57,45,为了应对【伞】计划，指挥官受邀参加秘密会议，却在5分钟前失去了联络，究竟发生了什么……,"5-1-1,5-1-2",5,BGM_Frontline,参加演习,1,5-1-1,,,5-1-2,,5-1-2,,,
58,46,据点的情报泄露了，还遭到铁血包围，还好指挥官平安无事，还接受克鲁格老板的委托参与了反击。,"5-2-1,5-2-2",5,BGM_Frontline,抵挡突袭,1,5-2-1,,,5-2-2,,5-2-2,,,
59,47,赫丽安小姐找到了当地的铁血情报接收站，可惜不知怎么又走漏了风声，让【破坏者】逃掉了。,"5-3-1,5-3-2",5,BGM_Frontline,反戈一击,1,5-3-1,,,5-3-2,,5-3-2,,,
60,48,AR-15被带走了，总部认为她是泄露情报的源头……太荒谬了，AR-15……一定是误判……,"5-4-1,5-4-2",5,BGM_Frontline,保证撤离,1,5-4-1,,,5-4-2,,5-4-2,,,
61,49,她擅自逃走了，AR-15，一句话都没有留下……,"5-5-1,5-5-2",5,BGM_Frontline,内部现象,1,5-5-1,,,5-5-2,,5-5-2,,,
62,50,AR-15彻底逃脱，铁血被击退……我们是胜利还是失败了呢？相比之下，这根本算不上谜团……,"5-6-1,5-6-2",5,BGM_Frontline,追击密令,1,5-6-1,,,5-6-2,,5-6-2,,,
63,51,之前，AR小组在追击破坏者时遭到了神秘而可怕的空中打击，只能草草撤退……,"5-1-1E,5-1-2E",5,BGM_Frontline,谜题破解Ⅰ,1,5-1-1E,,,5-1-2E,,5-1-2E,,,
64,52,我们在搜索AR-15的行动中遇到了克鲁格先生，他在这里在调查着什么……还是反省着什么呢？,"5-2-1E,5-2-2E",5,BGM_Frontline,谜题破解Ⅱ,1,5-2-1E,,,5-2-2E,,5-2-2E,,,
65,53,AR小组的大家状态都很糟，但是她们深知自己的责任，我想之后应该和指挥官一起安慰她们一下……,"5-3-1E,5-3-2E",5,BGM_Frontline,谜题破解Ⅲ,1,5-3-1E,,,5-3-2E,,5-3-2E,,,
66,54,我们接到了总部的通知，新的行动开始在即……之后还会发生什么呢，希望我们来得及做准备……,"5-4-1E,5-4-2E",5,BGM_Frontline,谜题破解Ⅳ,1,5-4-1E,,,5-4-2E,,5-4-2E,,,
67,55,几天后，格里芬的内格夫小队奉命在S08区搜索AR-15，却在当地失踪，通讯模块也遭到了屏蔽。,"6-1-1,6-1-2",6,BGM_Frontline,内格夫小队,1,6-1-1,,,6-1-2,,6-1-2,,,
68,56,AR小组前往调查，成功接应了内格夫派出的求救队员，随后，我们开展了营救计划。,"6-2-1,6-2-2",6,BGM_Frontline,双重救援,1,6-2-1,,,6-2-2,,6-2-2,,,
69,57,我们击退了【炼金术士】，内格夫小队脱险，但M4A1和SOP-II的信号却又遭到屏蔽而失去下落……,"6-3-1,6-3-2",6,BGM_Frontline,重逢,1,6-3-1,,,6-3-2,,6-3-2,,,
70,58,M16A1找到了昏迷的SOP-II，但大批的铁血部队突然进驻S08区，大家必须尽快撤离这里！,"6-4-1,6-4-2",6,BGM_Frontline,监禁者,1,6-4-1,,,6-4-2,,6-4-2,,,
71,59,指挥官暂时击退了铁血的先锋，这时内格夫说出了一个可怕的猜想，AR-15就是屏蔽设备的源头……,"6-5-1,6-5-2",6,BGM_Frontline,意志,1,6-5-1,,,6-5-2,,6-5-2,,,
72,60,经过漫长惨烈的战斗，全部人形都撤离了S08区……除了……AR-15……,"6-6-1,6-6-2",6,BGM_Frontline,迟来的告别,1,6-6-1,,,6-6-2,,6-6-2,,,
73,61,撤退行动中，AR-15遭到炼金术士的围堵，同时格里芬的部队也危在旦夕……,"6-1-1E,6-1-2E",6,BGM_Frontline,最后愿望Ⅰ,1,6-1-1E,,,6-1-2E,,6-1-2E,,,
74,62,SOP-II冒险冲进战场，及时帮AR-15解围，也保证了格里芬部队的顺利撤退。,"6-2-1E,6-2-2E",6,BGM_Frontline,最后愿望Ⅱ,1,6-2-1E,,,6-2-2E,,6-2-2E,,,
75,63,M16A1带回了AR-15的留言，由于是【伞】的宿主，她已经无法回来，而她能做的事……,"6-3-1E,6-3-2E",6,BGM_Frontline,最后愿望Ⅲ,1,6-3-1E,,,6-3-2E,,6-3-2E,,,
76,64,AR-15……我和指挥官，不知道你在最后做了什么……但我们知道……你拯救了所有人……,"6-4-1E,6-4-2E",6,BGM_Frontline,最后愿望Ⅳ,1,6-4-1E,,,6-4-2E,,6-4-2E,,,
77,90013,RO报告:我回到了格里芬，并带领临时小队寻找36号文件，经过多日的搜索，如今总算有了些进展。,"4-1-1N,4-1-2N",4,BGM_Frontline,一周的队友Ⅰ,1,4-1-1N,,,4-1-2N,,4-1-2N,,,
78,90014,RO报告:知晓36号文件的只剩下这名人类了，必须尽快找到他！加油，RO，你能做到的！,"4-2-1N,4-2-2N",4,BGM_Frontline,一周的队友Ⅱ,1,4-2-1N,,,4-2-2N,,4-2-2N,,,
79,90015,RO报告:铁血用炮台攻击了城市，我的队员都下落不明。我不想再失去朋友了，必须做点什么……,"4-3-1N,4-3-2N",4,BGM_Frontline,一周的队友Ⅲ,1,4-3-1N,,,4-3-2N,,4-3-2N,,,
80,90016,RO报告:任务完成，希望今晚大家能玩个痛快……而明天，我就要前往AR小组，接替那个人的位置。,"4-4-1N,4-4-2N",4,BGM_Frontline,一周的队友Ⅳ,1,4-4-1N,,,4-4-2N,,4-4-2N,,,
81,65,AR15事件的五天后，指挥官被调往格里芬辖区S05区开始了新工作……,"7-1-1,7-1-2",7,BGM_Frontline,新工作,1,7-1-1,,,7-1-2,,7-1-2,,,
82,66,S05区边境发现铁血活动迹象，为了保护看守所中的AR小组，指挥官决定将其消灭。,"7-2-1,7-2-2",7,BGM_Frontline,破坏活动,1,7-2-1,,,7-2-2,,7-2-2,,,
83,67,又是一天的巡逻任务……不知道向赫丽安提出的请求能否通过呢……,"7-3-1,7-3-2",7,BGM_Frontline,日常巡逻,1,7-3-1,,,7-3-2,,7-3-2,,,
84,68,看守所内部的格里芬信号被切断，同时大量铁血突然出现在05区境内……,"7-4-1,7-4-2",7,BGM_Frontline,突袭,1,7-4-1,,,7-4-2,,7-4-2,,,
85,69,剿灭铁血的作战还在继续，所有人都忙得不可开交，这时，我们收到一个加密的通讯请求……,"7-5-1,7-5-2",7,BGM_Frontline,猫鼠游戏,1,7-5-1,,,7-5-2,,7-5-2,,,
86,70,我们无法知晓看守所内部的情况，只能为最后的决战作准备，希望帕斯卡派来的协助者能发挥作用……,"7-6-1,7-6-2",7,BGM_Frontline,重逢,1,7-6-1,,,7-6-2,,7-6-2,,,
87,71,距离S08区事件近40天后，RO带领着M16和SOP2回收侦察铁血的同伴。,"7-1-1E,7-1-2E",7,BGM_Frontline,回收行动Ⅰ,1,7-1-1E,,,7-1-2E,,7-1-2E,,,
88,72,M16与“调色板”小队取得联系，并在铁血的炮击中去寻找SOP2。,"7-2-1E,7-2-2E",7,BGM_Frontline,回收行动Ⅱ,1,7-2-1E,,,7-2-2E,,7-2-2E,,,
89,73,SOP2被梦想家激怒而心智陷入了失控，必须尽快将疯狂的SOP2解救回来！,"7-3-1E,7-3-2E",7,BGM_Frontline,回收行动Ⅲ,1,7-3-1E,,,7-3-2E,,7-3-2E,,,
90,74,RO破坏了木星炮台，而指挥官则需要突破梦想家的封锁，解救深陷危机的AR小组和“调色板”成员。,"7-4-1E,7-4-2E",7,BGM_Frontline,回收行动Ⅳ,1,7-4-1E,,,7-4-2E,,7-4-2E,,,
91,90017,M99与她的副官接受命令，前往一处铁血控制的战地仓库抢救回剩余的补给品。,"5-1-1N,5-1-2N",5,BGM_Frontline,非常菜贩Ⅰ,1,5-1-1N,,,5-1-2N,,5-1-2N,,,
92,90018,与56-1会合并获得需要运送的货物后，小队忍着饥饿，前去接应负责侦察的NZ75。,"5-2-1N,5-2-2N",5,BGM_Frontline,非常菜贩Ⅱ,1,5-2-1N,,,5-2-2N,,5-2-2N,,,
93,90019,小队成员将货物运往人类居住地时，由于食物短缺而爆发的激烈矛盾，随后引出了一个惊天真相……,"5-3-1N,5-3-2N",5,BGM_Frontline,非常菜贩Ⅲ,1,5-3-1N,,,5-3-2N,,5-3-2N,,,
94,90020,强大的铁血头目带来了可怕的灾难，但同时，也导致战友们的心再次重聚到一起，决战的时刻来临了！,"5-4-1N,5-4-2N",5,BGM_Frontline,非常菜贩Ⅳ,1,5-4-1N,,,5-4-2N,,5-4-2N,,,
95,"10001,10018",AR-15出走格里芬后，404小队开始了一项秘密任务，在夜间潜入铁血基地阻止一座干扰器的运行。,"-1-1-1,-1-1-2",-1,BGM_Frontline,七阶谜题,1,-1-1-1,,,-1-1-2,,-1-1-2,,,
96,"10002,10019",HK416和G11逃脱了铁血头目衔尾蛇布置的陷阱，与UMP45和9会合后，开始寻找知晓干扰器下落的人员。,"-1-2-1,-1-2-2First,-1-2-2End",-1,BGM_Frontline,角先破解,1,-1-2-1,,,-1-2-2First,,-1-2-2First,,,
97,"10003,10020",由于衔尾蛇切断了猎手的意识，404小队的线索完全中断了，这时，UMP45带来了一个小小的援助者……,"-1-3-1,-1-3-2First,-1-3-2End",-1,BGM_Frontline,层先调换,1,-1-3-1,,,-1-3-2First,,-1-3-2End,,,
98,"10004,10021",与刽子手的死斗以一声爆炸结束，疑心重重的衔尾蛇发起了全面围剿，404小队该如何躲过这一劫呢……,"-1-4-1,-1-4-2First,-1-4-2End",-1,BGM_Frontline,次面崩溃,1,-1-4-1,,,-1-4-2First,,-1-4-2End,,,
99,10005,M4A1的心智解体后数十天，AR小组在探望归来时被来源神秘的木星炮袭击，幸存者们在冰天雪地中寻找出路。,"-2-1-1,-2-1-4-Point2007,-2-1-4-Point2179,-2-1-2First",-2,BGM_Frontline,狼獾成灾Ⅰ,1,-2-1-1,,"2007:-2-1-4-Point2007,2179:-2-1-4-Point2179",-2-1-2First,,-2-1-2First,,,
100,10006,确认了当前饥寒交迫又深入敌穴的处境后，AR小组继续寻找通讯站，试图与赫丽安建立联系……,"-2-2-1,-2-2-4-Point2204,-2-2-2First",-2,BGM_Frontline,狼獾成灾Ⅱ,1,-2-2-1,,2204:-2-2-4-Point2204,-2-2-2First,,-2-2-2First,,,
101,10007,AR小组在恶劣天气下艰难地寻找补给站，同时接到了一项新任务，寻找一名重要的人形幸存者……,"-2-3-1,-2-3-4-Point2215,-2-3-4-Point2058,-2-3-2First",-2,BGM_Frontline,狼獾成灾Ⅲ,1,-2-3-1,,"2215:-2-3-4-Point2215,2058:-2-3-4-Point2058",-2-3-2First,,-2-3-2First,,,
102,10008,铁血头目计量官发现了AR小组并开始全区域通缉，夜幕将至，AR小组开始进行最后的突破……,"-2-4-1,-2-4-2First,-2-4-2End",-2,BGM_Frontline,狼獾成灾Ⅳ,1,-2-4-1,,,-2-4-2First,,-2-4-2End,,,
103,10009,当天夜间，UMP45接到赫丽安的任务，目标是前往铁血的木星炮测试基地，营救失踪至今的AR小组。,"-3-1-1,-3-1-2First",-3,BGM_Frontline,灯火管制Ⅰ,1,-3-1-1,,,-3-1-2First,,-3-1-2First,,,
104,10010,另一方向，HK416和G11也开始了行动，目标是护送45和9通过危险路径并完成会合。,"-3-2-1,-3-2-2First",-3,BGM_Frontline,灯火管制Ⅱ,1,-3-2-1,,,-3-2-2First,,-3-2-2First,,,
105,10011,夜幕中，404小队会合，45准备调查一座AR小组使用过的安全屋以确认情况。,"-3-3-1,-3-3-2First",-3,BGM_Frontline,灯火管制Ⅲ,1,-3-3-1,,,-3-3-2First,,-3-3-2First,,,
106,10012,另一名铁血头目建筑师发现了404小队的下落，但这正中45的计划，突破&营救行动正式开启。,"-3-4-1,-3-4-4-Point2499,-3-4-2First,-3-4-2End",-3,BGM_Frontline,灯火管制Ⅳ,1,-3-4-1,,2499:-3-4-4-Point2499,-3-4-2First,,-3-4-2End,,,
107,10013,AR小组与404小队顺利会合，但危机还远没有解除，指挥者RO决定先寻找安全地点与格里芬重新取得联络。,"-4-1-1,-4-1-2First",-4,BGM_Frontline,归乡行动Ⅰ,1,-4-1-1,,,-4-1-2First,,-4-1-2First,,,
108,10014,前往能够脱身的机场还有很长的距离，45建议先破坏铁血的监控以保证撤离安全。,"-4-2-1,-4-2-2First",-4,BGM_Frontline,归乡行动Ⅱ,1,-4-2-1,,,-4-2-2First,,-4-2-2First,,,
109,10015,铁血方加紧了围剿行动，AR小组则必须抓紧时间，收集足够的补给才能撤离。,"-4-3-1,-4-3-2First",-4,BGM_Frontline,归乡行动Ⅲ,1,-4-3-1,,,-4-3-2First,,-4-3-2First,,,
110,10016,情况危急下，RO采纳了45的计策开始撤离，但是……事情真的会像所有人内心盘算得那样进行吗？,"-4-4-1,-4-4-2First,-4-4-2End",-4,BGM_Frontline,归乡行动Ⅳ,1,-4-4-1,,,-4-4-2First,,-4-4-2End,,,
112,10022,M4A1报告:…………我……在哪里？,"-7-1-1,-7-1-3Round1,-7-1-2First,-7-1-2End",-7,BGM_Frontline,十字基底,1,-7-1-1,1:-7-1-3Round1,,-7-1-2First,,-7-1-2End,,,
113,10023,M4A1报告:我讨厌责任，但是责任又找上了我，P08，我会带领大家逃离这里的。,"-7-2-1,-7-2-3Round1,-7-2-2First,-7-2-2End",-7,BGM_Frontline,错位预判,1,-7-2-1,1:-7-2-3Round1,,-7-2-2First,,-7-2-2End,,,
114,10024,M4A1报告:建筑师为什么会出现在这里……不能多想了，我必须要获得胜利…………,"-7-3-1,-7-3-3Round1,-7-3-2First,-7-3-2End",-7,BGM_Frontline,定向算法,1,-7-3-1,1:-7-3-3Round1,,-7-3-2First,,-7-3-2End,,,
115,10025,M4A1报告:衔尾蛇……到底是怎么回事……我究竟是……在哪儿……我们能不能……活下来……,"-7-4-1,-7-4-3Round1,-7-4-2First,-7-4-2End",-7,BGM_Frontline,逆转序列,1,-7-4-1,1:-7-4-3Round1,,-7-4-2First,,-7-4-2End,,,
116,75,RO635报告:克鲁格先生参加了一场军方招待会后，决定向帕斯卡小姐施压，加速收集莱柯档案的效率。,"8-1-1,8-1-2",8,BGM_Frontline,报告会,1,8-1-1,,,8-1-2,,8-1-2,,,
117,76,RO635报告:行动正式开始前，在M16A1建议我进行窃听行动，获取当地的头目情报……,"8-2-1,8-2-2",8,BGM_Frontline,最后的晚餐,1,8-2-1,,,8-2-2,,8-2-2,,,
118,77,RO635报告:我找到了7号档案的存放地点，是时候联系帕斯卡小姐了。,"8-3-1,8-3-2",8,BGM_Frontline,加速,1,8-3-1,,,8-3-2,,8-3-2,,,
119,78,RO635报告:我们开始下载7号档案，不知道还有什么麻烦等着我们……,"8-4-1,8-4-2",8,BGM_Frontline,不速之客,1,8-4-1,,,8-4-2,,8-4-2,,,
120,79,RO635报告:梦想家正在对我们进行铺天盖地的轰炸，但我们能做的只有等待下载结束。,"8-5-1,8-5-2",8,BGM_Frontline,空中阴影,1,8-5-1,,,8-5-2,,8-5-2,,,
121,80,RO635报告:是时候撤退了！但是……路线方案却发生了意外……,"8-6-1,8-6-2",8,BGM_Frontline,使命,1,8-6-1,,,8-6-2,,8-6-2,,,
122,81,帕斯卡报告:RO和SOP2顺利回收，指挥官开始寻找M16A1。,"8-1-1E,8-1-2E",8,BGM_Frontline,巡礼者Ⅰ,1,8-1-1E,,,8-1-2E,,8-1-2E,,,
123,82,帕斯卡报告:指挥官的搜索，仍在继续，而我也要继续工作了。,"8-2-1E,8-2-2E",8,BGM_Frontline,巡礼者Ⅱ,1,8-2-1E,,,8-2-2E,,8-2-2E,,,
