id,group_id,lv,unlock_num,if_skill_up,resolution_number,resolution_hp,resolution_pow,resolution_rate,resolution_hit,resolution_dodge,resolution_armor,resolution_armor_piercing,resolution_crit,resolution_crit_dmg,resolution_speed,resolution_effect,effect_grid_effect,ap_add,cost_reduce,skill1,skill2,skill3,skill_advance
10900,109,0,0,0,1,331,56,24,20,44,0,0,0,0,0,0,"0:3,9;4,9|6:1,6;5,6",0,0,0,0,0,0
10901,109,1,1,0,1,331,56,24,20,44,0,0,0,0,0,200,"0:3,15;4,15|6:1,10;5,10",0,0,0,0,0,0
10902,109,2,1,0,1,331,96,24,20,60,0,0,0,0,0,200,"0:3,15;4,15|6:1,10;5,10",0,0,0,0,0,0
10903,109,3,1,0,1,331,96,36,35,60,0,0,0,0,0,200,"0:3,15;4,15|6:1,10;5,10",0,0,0,0,0,0
10904,109,4,1,1,1,331,96,36,35,60,0,0,0,0,0,200,"0:3,15;4,15|6:1,10;5,10",0,0,900970,0,0,0
11000,110,0,0,0,1,366,45,31,20,39,0,0,0,0,0,0,"0:1,10|4:3,6;5,6|5:4,6;8,6",0,0,0,0,0,0
11001,110,1,1,0,1,366,45,31,20,39,0,0,0,0,0,200,"0:1,15|4:3,10;5,10|5:4,10;8,10",0,0,0,0,0,0
11002,110,2,1,0,1,366,45,43,20,57,0,0,0,0,0,200,"0:1,15|4:3,10;5,10|5:4,10;8,10",0,0,0,0,0,0
11003,110,3,1,0,1,366,77,43,40,57,0,0,0,0,0,200,"0:1,15|4:3,10;5,10|5:4,10;8,10",0,0,0,0,0,0
11004,110,4,1,1,1,366,77,43,40,57,0,0,0,0,0,200,"0:1,15|4:3,10;5,10|5:4,10;8,10",0,0,911031,0,0,0
11100,111,0,0,0,1,287,46,23,35,13,5,0,0,0,0,0,"0:1,6;2,6;5,6;8,6",0,0,0,0,0,0
11101,111,1,1,0,1,287,46,23,35,13,5,0,0,0,0,200,"0:1,10;2,10;5,10;8,10",0,0,0,0,0,0
11102,111,2,1,0,1,453,46,39,35,13,5,0,0,0,0,200,"0:1,10;2,10;5,10;8,10",0,0,0,0,0,0
11103,111,3,1,0,1,453,72,39,35,48,5,0,0,0,0,200,"0:1,10;2,10;5,10;8,10",0,0,0,0,0,0
11104,111,4,1,1,1,453,72,39,35,48,5,0,0,0,0,200,"0:1,10;2,10;5,10;8,10",0,0,901201,0,0,0
11200,112,0,0,0,1,401,63,25,21,42,0,0,0,0,0,0,"0:1,10;3,10;4,10",0,0,0,0,0,0
11201,112,1,1,0,1,401,63,25,21,42,0,0,0,0,0,200,"0:1,15;3,15;4,15",0,0,0,0,0,0
11202,112,2,1,0,1,401,100,25,21,60,0,0,0,0,0,200,"0:1,15;3,15;4,15",0,0,0,0,0,0
11203,112,3,1,0,1,401,100,35,38,60,0,0,0,0,0,200,"0:1,15;3,15;4,15",0,0,0,0,0,0
11204,112,4,1,1,1,401,100,35,38,60,0,0,0,0,0,200,"0:1,15;3,15;4,15",0,0,902163,0,0,0
11300,113,0,0,0,1,313,80,16,29,18,0,0,0,0,0,0,"0:2,12|4:1,6;3,6",0,0,0,0,0,0
11301,113,1,1,0,1,313,80,16,29,18,0,0,0,0,0,200,"0:2,20|4:1,10;3,10",0,0,0,0,0,0
11302,113,2,1,0,1,313,102,16,41,18,0,0,0,0,0,200,"0:2,20|4:1,10;3,10",0,0,0,0,0,0
11303,113,3,1,0,1,313,102,26,41,32,0,0,0,0,0,200,"0:2,20|4:1,10;3,10",0,0,0,0,0,0
11304,113,4,1,1,1,313,102,26,41,32,0,0,0,0,0,200,"0:2,20|4:1,10;3,10",0,0,902362,0,0,0
11400,114,0,0,0,1,235,85,19,19,31,0,0,0,0,0,0,"4:1,8;3,8|5:4,8;5,8",0,0,0,0,0,0
11401,114,1,1,0,1,235,85,19,19,31,0,0,0,0,0,200,"4:1,12;3,12|5:4,12;5,12",0,0,0,0,0,0
11402,114,2,1,0,1,366,85,19,19,54,0,0,0,0,0,200,"4:1,12;3,12|5:4,12;5,12",0,0,0,0,0,0
11403,114,3,1,0,1,366,103,19,35,54,0,0,0,0,0,200,"4:1,12;3,12|5:4,12;5,12",0,0,0,0,0,0
11404,114,4,1,1,1,366,103,19,35,54,0,0,0,0,0,200,"4:1,12;3,12|5:4,12;5,12",0,0,902442,0,0,0
11500,115,0,0,0,1,419,57,31,18,21,0,0,0,0,0,0,"3:1,10;3,10;4,10",0,0,0,0,0,0
11501,115,1,1,0,1,419,57,31,18,21,0,0,0,0,0,200,"3:1,15;3,15;4,15",0,0,0,0,0,0
11502,115,2,1,0,1,419,77,31,18,36,0,0,0,0,0,200,"3:1,15;3,15;4,15",0,0,0,0,0,0
11503,115,3,1,0,1,419,107,31,43,36,0,0,0,0,0,200,"3:1,15;3,15;4,15",0,0,0,0,0,0
11504,115,4,1,1,1,419,107,31,43,36,0,0,0,0,0,200,"3:1,15;3,15;4,15",0,0,750002,0,0,0
11600,116,0,0,0,1,250,48,24,27,50,0,0,0,0,0,0,"0:4,6;8,6|3:1,10",0,0,0,0,0,0
11601,116,1,1,0,1,250,48,24,27,50,0,0,0,0,0,200,"0:4,10;8,10|3:1,15",0,0,0,0,0,0
11602,116,2,1,0,1,250,75,24,27,63,0,0,0,0,0,200,"0:4,10;8,10|3:1,15",0,0,0,0,0,0
11603,116,3,1,0,1,436,75,39,27,63,0,0,0,0,0,200,"0:4,10;8,10|3:1,15",0,0,0,0,0,0
11604,116,4,1,1,1,436,75,39,27,63,0,0,0,0,0,200,"0:4,10;8,10|3:1,15",0,0,750080,0,0,0
11700,117,0,0,0,1,200,40,29,10,66,0,0,0,0,0,0,"1:1,6;8,6|4:3,9;4,9",0,0,0,0,0,0
11701,117,1,1,0,1,200,40,29,10,66,0,0,0,0,0,200,"1:1,10;8,10|4:3,15;4,15",0,0,0,0,0,0
11702,117,2,1,0,1,200,70,29,25,66,0,0,0,0,0,200,"1:1,10;8,10|4:3,15;4,15",0,0,0,0,0,0
11703,117,3,1,0,1,419,100,29,25,66,0,0,0,0,0,200,"1:1,10;8,10|4:3,15;4,15",0,0,0,0,0,0
11704,117,4,1,1,1,419,100,29,25,66,0,0,0,0,0,200,"1:1,10;8,10|4:3,15;4,15",0,0,750277,0,0,0
11800,118,0,0,0,1,110,39,35,38,55,0,0,0,0,0,0,"5:2,6;4,10|6:1,6;3,10",0,0,0,0,0,0
11801,118,1,1,0,1,110,39,35,38,55,0,0,0,0,0,200,"5:2,10;4,15|6:1,10;3,15",0,0,0,0,0,0
11802,118,2,1,0,1,110,77,35,48,55,0,0,0,0,0,200,"5:2,10;4,15|6:1,10;3,15",0,0,0,0,0,0
11803,118,3,1,0,1,278,77,35,48,75,0,0,0,0,0,200,"5:2,10;4,15|6:1,10;3,15",0,0,0,0,0,0
11804,118,4,1,1,1,278,77,35,48,75,0,0,0,0,0,200,"5:2,10;4,15|6:1,10;3,15",0,0,750364,0,0,0
11900,119,0,0,0,1,250,90,10,35,7,7,0,0,0,0,0,"3:1,10;4,10;5,10",0,0,0,0,0,0
11901,119,1,1,0,1,250,90,10,35,7,7,0,0,0,0,200,"3:1,15;4,15;5,15",0,0,0,0,0,0
11902,119,2,1,0,1,376,90,29,35,7,7,0,0,0,0,200,"3:1,15;4,15;5,15",0,0,0,0,0,0
11903,119,3,1,0,1,576,90,29,35,30,7,0,0,0,0,200,"3:1,15;4,15;5,15",0,0,0,0,0,0
11904,119,4,1,1,1,576,90,29,35,30,7,0,0,0,0,200,"3:1,15;4,15;5,15",0,0,750398,0,0,0
12000,120,0,0,0,1,160,68,19,27,36,0,0,0,0,0,0,"1:5,6;8,6|4:1,10;4,10",0,0,0,0,0,0
12001,120,1,1,0,1,160,68,19,27,36,0,0,0,0,0,200,"1:5,10;8,10|4:1,15;4,15",0,0,0,0,0,0
12002,120,2,1,0,1,308,68,19,27,57,0,0,0,0,0,200,"1:5,10;8,10|4:1,15;4,15",0,0,0,0,0,0
12003,120,3,1,0,1,488,68,19,42,57,0,0,0,0,0,200,"1:5,10;8,10|4:1,15;4,15",0,0,0,0,0,0
12004,120,4,1,1,1,488,68,19,42,57,0,0,0,0,0,200,"1:5,10;8,10|4:1,15;4,15",0,0,750410,0,0,0
20100,201,0,0,0,1,44,8,32,31,46,0,0,0,0,0,0,,0,0,0,0,0,0
20101,201,1,1,0,2,44,8,32,31,46,0,0,0,0,0,0,,0,0,0,0,0,0
20102,201,2,1,0,3,44,8,32,31,46,0,0,0,0,0,0,,0,0,0,0,0,0
20103,201,3,1,0,4,44,8,32,31,46,0,0,0,0,0,0,,0,0,0,0,0,0
20104,201,4,1,0,5,44,8,32,31,46,0,0,0,0,0,0,,0,0,0,0,0,0
20200,202,0,0,0,1,77,15,27,33,39,0,0,0,0,0,0,,0,0,0,0,0,0
20201,202,1,1,0,2,77,15,27,33,39,0,0,0,0,0,0,,0,0,0,0,0,0
20202,202,2,1,0,3,77,15,27,33,39,0,0,0,0,0,0,,0,0,0,0,0,0
20203,202,3,1,0,4,77,15,27,33,39,0,0,0,0,0,0,,0,0,0,0,0,0
20204,202,4,1,0,5,77,15,27,33,39,0,0,0,0,0,0,,0,0,0,0,0,0
20300,203,0,0,0,1,83,13,30,34,22,11,0,0,0,0,0,,0,0,0,0,0,0
20301,203,1,1,0,2,83,13,30,34,22,11,0,0,0,0,0,,0,0,0,0,0,0
20302,203,2,1,0,3,83,13,30,34,22,11,0,0,0,0,0,,0,0,0,0,0,0
20303,203,3,1,0,4,83,13,30,34,22,11,0,0,0,0,0,,0,0,0,0,0,0
20304,203,4,1,0,5,83,13,30,34,22,11,0,0,0,0,0,,0,0,0,0,0,0
20400,204,0,0,0,1,64,31,27,38,17,8,0,0,0,0,0,,0,0,0,0,0,0
20401,204,1,1,0,2,64,31,27,38,17,8,0,0,0,0,0,,0,0,0,0,0,0
20402,204,2,1,0,3,64,31,27,38,17,8,0,0,0,0,0,,0,0,0,0,0,0
20403,204,3,1,0,4,64,31,27,38,17,8,0,0,0,0,0,,0,0,0,0,0,0
20404,204,4,1,0,5,64,31,27,38,17,8,0,0,0,0,0,,0,0,0,0,0,0
20500,205,0,0,0,1,23,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
20501,205,1,1,0,2,23,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
20502,205,2,1,0,3,23,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
20503,205,3,1,0,4,23,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
20504,205,4,1,0,5,23,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
20600,206,0,0,0,1,332,63,24,13,11,7,0,0,0,0,0,,0,0,0,0,0,0
20601,206,1,1,0,1,432,123,24,48,11,7,0,0,0,0,0,,0,0,0,0,0,0
20602,206,2,1,0,1,532,123,24,48,36,13,0,0,0,0,0,,0,0,0,0,0,0
20603,206,3,1,0,1,632,243,24,48,36,13,0,0,0,0,0,,0,0,0,0,0,0
20604,206,4,1,0,1,732,243,44,48,36,19,0,0,0,0,0,,0,0,0,0,0,0
20800,208,0,0,0,1,87,17,31,38,47,0,0,0,0,0,0,,0,0,0,0,0,0
20801,208,1,1,0,2,87,17,31,38,47,0,0,0,0,0,0,,0,0,0,0,0,0
20802,208,2,1,0,3,87,17,31,38,47,0,0,0,0,0,0,,0,0,0,0,0,0
20803,208,3,1,0,4,87,17,31,38,47,0,0,0,0,0,0,,0,0,0,0,0,0
20804,208,4,1,0,5,87,17,31,38,47,0,0,0,0,0,0,,0,0,0,0,0,0
20900,209,0,0,0,1,67,11,41,25,74,0,0,0,0,0,0,,0,0,0,0,0,0
20901,209,1,1,0,2,67,11,41,25,74,0,0,0,0,0,0,,0,0,0,0,0,0
20902,209,2,1,0,3,67,11,41,25,74,0,0,0,0,0,0,,0,0,0,0,0,0
20903,209,3,1,0,4,67,11,41,25,74,0,0,0,0,0,0,,0,0,0,0,0,0
20904,209,4,1,0,5,67,11,41,25,74,0,0,0,0,0,0,,0,0,0,0,0,0
21000,210,0,0,0,1,59,16,42,38,53,0,0,0,0,0,0,,0,0,0,0,0,0
21001,210,1,1,0,2,59,16,42,38,53,0,0,0,0,0,0,,0,0,0,0,0,0
21002,210,2,1,0,3,59,16,42,38,53,0,0,0,0,0,0,,0,0,0,0,0,0
21003,210,3,1,0,4,59,16,42,38,53,0,0,0,0,0,0,,0,0,0,0,0,0
21004,210,4,1,0,5,59,16,42,38,53,0,0,0,0,0,0,,0,0,0,0,0,0
21100,211,0,0,0,1,64,16,52,40,57,0,0,0,0,0,0,,0,0,0,0,0,0
21101,211,1,1,0,2,64,16,52,40,57,0,0,0,0,0,0,,0,0,0,0,0,0
21102,211,2,1,0,3,64,16,52,40,57,0,0,0,0,0,0,,0,0,0,0,0,0
21103,211,3,1,0,4,64,16,52,40,57,0,0,0,0,0,0,,0,0,0,0,0,0
21104,211,4,1,0,5,64,16,52,40,57,0,0,0,0,0,0,,0,0,0,0,0,0
21200,212,0,0,0,1,80,18,27,36,45,0,0,0,0,0,0,,0,0,0,0,0,0
21201,212,1,1,0,2,80,18,27,36,45,0,0,0,0,0,0,,0,0,0,0,0,0
21202,212,2,1,0,3,80,18,27,36,45,0,0,0,0,0,0,,0,0,0,0,0,0
21203,212,3,1,0,4,80,18,27,36,45,0,0,0,0,0,0,,0,0,0,0,0,0
21204,212,4,1,0,5,80,18,27,36,45,0,0,0,0,0,0,,0,0,0,0,0,0
21300,213,0,0,0,1,58,14,44,25,23,0,0,0,0,0,0,,0,0,0,0,0,0
21301,213,1,1,0,2,58,14,44,25,23,0,0,0,0,0,0,,0,0,0,0,0,0
21302,213,2,1,0,3,58,14,44,25,23,0,0,0,0,0,0,,0,0,0,0,0,0
21303,213,3,1,0,4,58,14,44,25,23,0,0,0,0,0,0,,0,0,0,0,0,0
21304,213,4,1,0,5,58,14,44,25,23,0,0,0,0,0,0,,0,0,0,0,0,0
21400,214,0,0,0,1,107,11,22,34,28,15,0,0,0,0,0,,0,0,0,0,0,0
21401,214,1,1,0,2,107,11,22,34,28,15,0,0,0,0,0,,0,0,0,0,0,0
21402,214,2,1,0,3,107,11,22,34,28,15,0,0,0,0,0,,0,0,0,0,0,0
21403,214,3,1,0,4,107,11,22,34,28,15,0,0,0,0,0,,0,0,0,0,0,0
21404,214,4,1,0,5,107,11,22,34,28,15,0,0,0,0,0,,0,0,0,0,0,0
21500,215,0,0,0,1,47,21,29,36,28,0,0,0,0,0,0,,0,0,0,0,0,0
21501,215,1,1,0,2,47,21,29,36,28,0,0,0,0,0,0,,0,0,0,0,0,0
21502,215,2,1,0,3,47,21,29,36,28,0,0,0,0,0,0,,0,0,0,0,0,0
21503,215,3,1,0,4,47,21,29,36,28,0,0,0,0,0,0,,0,0,0,0,0,0
21504,215,4,1,0,5,47,21,29,36,28,0,0,0,0,0,0,,0,0,0,0,0,0
21600,216,0,0,0,1,123,19,31,49,23,0,0,0,0,0,0,,0,0,0,0,0,0
21601,216,1,1,0,2,123,19,31,49,23,0,0,0,0,0,0,,0,0,0,0,0,0
21602,216,2,1,0,3,123,19,31,49,23,0,0,0,0,0,0,,0,0,0,0,0,0
21603,216,3,1,0,4,123,19,31,49,23,0,0,0,0,0,0,,0,0,0,0,0,0
21604,216,4,1,0,5,123,19,31,49,23,0,0,0,0,0,0,,0,0,0,0,0,0
21700,217,0,0,0,1,68,13,45,36,53,0,0,0,0,0,0,,0,0,0,0,0,0
21701,217,1,1,0,2,68,13,45,36,53,0,0,0,0,0,0,,0,0,0,0,0,0
21702,217,2,1,0,3,68,13,45,36,53,0,0,0,0,0,0,,0,0,0,0,0,0
21703,217,3,1,0,4,68,13,45,36,53,0,0,0,0,0,0,,0,0,0,0,0,0
21704,217,4,1,0,5,68,13,45,36,53,0,0,0,0,0,0,,0,0,0,0,0,0
21800,218,0,0,0,1,43,195,24,9,0,5,0,0,0,0,0,,0,0,0,0,0,0
21801,218,1,1,0,1,143,195,34,9,0,8,0,0,0,0,0,,0,0,0,0,0,0
21802,218,2,1,0,1,243,369,34,54,0,8,0,0,0,0,0,,0,0,0,0,0,0
21803,218,3,1,0,1,343,369,34,134,0,13,0,0,0,0,0,,0,0,0,0,0,0
21804,218,4,1,0,1,443,619,49,134,0,13,0,0,0,0,0,,0,0,0,0,0,0
30100,301,0,0,0,1,58,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
30101,301,1,1,0,2,58,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
30102,301,2,1,0,3,58,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
30103,301,3,1,0,4,58,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
30104,301,4,1,0,5,58,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
30200,302,0,0,0,1,53,14,41,35,47,0,0,0,0,0,0,,0,0,0,0,0,0
30201,302,1,1,0,2,53,14,41,35,47,0,0,0,0,0,0,,0,0,0,0,0,0
30202,302,2,1,0,3,53,14,41,35,47,0,0,0,0,0,0,,0,0,0,0,0,0
30203,302,3,1,0,4,53,14,41,35,47,0,0,0,0,0,0,,0,0,0,0,0,0
30204,302,4,1,0,5,53,14,41,35,47,0,0,0,0,0,0,,0,0,0,0,0,0
30300,303,0,0,0,1,78,12,31,38,40,0,0,0,0,0,0,,0,0,0,0,0,0
30301,303,1,1,0,2,78,12,31,38,40,0,0,0,0,0,0,,0,0,0,0,0,0
30302,303,2,1,0,3,78,12,31,38,40,0,0,0,0,0,0,,0,0,0,0,0,0
30303,303,3,1,0,4,78,12,31,38,40,0,0,0,0,0,0,,0,0,0,0,0,0
30304,303,4,1,0,5,78,12,31,38,40,0,0,0,0,0,0,,0,0,0,0,0,0
30400,304,0,0,0,1,38,17,28,35,31,0,0,0,0,0,0,,0,0,0,0,0,0
30401,304,1,1,0,2,38,17,28,35,31,0,0,0,0,0,0,,0,0,0,0,0,0
30402,304,2,1,0,3,38,17,28,35,31,0,0,0,0,0,0,,0,0,0,0,0,0
30403,304,3,1,0,4,38,17,28,35,31,0,0,0,0,0,0,,0,0,0,0,0,0
30404,304,4,1,0,5,38,17,28,35,31,0,0,0,0,0,0,,0,0,0,0,0,0
30500,305,0,0,0,1,46,12,46,18,25,0,0,0,0,0,0,,0,0,0,0,0,0
30501,305,1,1,0,2,46,12,46,18,25,0,0,0,0,0,0,,0,0,0,0,0,0
30502,305,2,1,0,3,46,12,46,18,25,0,0,0,0,0,0,,0,0,0,0,0,0
30503,305,3,1,0,4,46,12,46,18,25,0,0,0,0,0,0,,0,0,0,0,0,0
30504,305,4,1,0,5,46,12,46,18,25,0,0,0,0,0,0,,0,0,0,0,0,0
30600,306,0,0,0,1,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
30601,306,1,1,0,2,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
30602,306,2,1,0,3,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
30603,306,3,1,0,4,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
30604,306,4,1,0,5,23,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
30700,307,0,0,0,1,44,11,41,31,74,0,0,0,0,0,0,,0,0,0,0,0,0
30701,307,1,1,0,2,44,11,41,31,74,0,0,0,0,0,0,,0,0,0,0,0,0
30702,307,2,1,0,3,44,11,41,31,74,0,0,0,0,0,0,,0,0,0,0,0,0
30703,307,3,1,0,4,44,11,41,31,74,0,0,0,0,0,0,,0,0,0,0,0,0
30704,307,4,1,0,5,44,11,41,31,74,0,0,0,0,0,0,,0,0,0,0,0,0
30800,308,0,0,0,1,53,11,48,35,52,0,0,0,0,0,0,,0,0,0,0,0,0
30801,308,1,1,0,2,53,11,48,35,52,0,0,0,0,0,0,,0,0,0,0,0,0
30802,308,2,1,0,3,53,11,48,35,52,0,0,0,0,0,0,,0,0,0,0,0,0
30803,308,3,1,0,4,53,11,48,35,52,0,0,0,0,0,0,,0,0,0,0,0,0
30804,308,4,1,0,5,53,11,48,35,52,0,0,0,0,0,0,,0,0,0,0,0,0
30900,309,0,0,0,1,34,14,24,41,51,0,0,0,0,0,0,,0,0,0,0,0,0
30901,309,1,1,0,2,34,14,24,41,51,0,0,0,0,0,0,,0,0,0,0,0,0
30902,309,2,1,0,3,34,14,24,41,51,0,0,0,0,0,0,,0,0,0,0,0,0
30903,309,3,1,0,4,34,14,24,41,51,0,0,0,0,0,0,,0,0,0,0,0,0
30904,309,4,1,0,5,34,14,24,41,51,0,0,0,0,0,0,,0,0,0,0,0,0
31000,310,0,0,0,1,483,197,22,35,0,5,0,0,0,0,0,,0,0,0,0,0,0
31001,310,1,1,0,1,533,197,32,35,0,8,0,0,0,0,0,,0,0,0,0,0,0
31002,310,2,1,0,1,583,367,32,77,0,8,0,0,0,0,0,,0,0,0,0,0,0
31003,310,3,1,0,1,633,367,32,155,0,13,0,0,0,0,0,,0,0,0,0,0,0
31004,310,4,1,0,1,683,592,47,155,0,13,0,0,0,0,0,,0,0,0,0,0,0
80100,801,0,0,0,1,331,42,36,19,58,0,0,0,0,0,0,"4:2,6;4,9",0,0,0,0,0,0
80101,801,1,1,0,1,331,42,36,19,58,0,0,0,0,0,200,"4:2,15;4,20",0,0,0,0,0,0
80102,801,2,1,0,1,331,72,36,29,58,0,0,0,0,0,200,"4:2,15;4,20",3,0,0,0,0,0
