mission_id,boss_hp_bars,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,equip_ids,furniture,gift,coins,prize_id
10058,1,0,0,0,0,0,0,0,0,,,,,,6558
10059,1,0,0,0,0,0,0,0,0,,,,,,6559
10060,1,0,0,0,0,0,0,0,0,,,,,,6560
10061,1,0,0,0,0,0,0,0,0,,,,,,6561
10062,1,0,0,0,0,0,0,0,0,,,,,,6562
10063,1,0,0,0,0,0,0,0,0,,,,,,6563
10064,1,0,0,0,0,0,0,0,0,,,,,,6564
10065,1,0,0,0,0,0,0,0,0,,,,,,6565
10066,1,0,0,0,0,0,0,0,0,,,,,,6566
10067,1,0,0,0,0,0,0,0,0,,,,,,6567
10068,1,0,0,0,0,0,0,0,0,,,,,,6568
10069,1,0,0,0,0,0,0,0,0,,,,,,6569
10070,1,0,0,0,0,0,0,0,0,,,,,,6570
10071,1,0,0,0,0,0,0,0,0,,,,,,6571
10072,1,0,0,0,0,0,0,0,0,,,,,,6572
10073,1,0,0,0,0,0,0,0,0,,,,,,6573
10074,1,0,0,0,0,0,0,0,0,,,,,,6574
10075,1,0,0,0,0,0,0,0,0,,,,,,6575
10076,1,0,0,0,0,0,0,0,0,,,,,,6576
10077,1,0,0,0,0,0,0,0,0,,,,,,6577
10078,1,0,0,0,0,0,0,0,0,,,,,,6578
10079,1,0,0,0,0,0,0,0,0,,,,,,6579
10080,1,0,0,0,0,0,0,0,0,,,,,,6580
10081,1,0,0,0,0,0,0,0,0,,,,,,6581
10082,1,0,0,0,0,0,0,0,0,,,,,,6582
10083,1,0,0,0,0,0,0,0,0,,,,,,6583
10084,1,0,0,0,0,0,0,0,0,,,,,,6584
10085,1,0,0,0,0,0,0,0,0,,,,,,6585
10086,1,0,0,0,0,0,0,0,0,,,,,,6586
10087,1,0,0,0,0,0,0,0,0,,,,,,6587
10088,1,0,0,0,0,0,0,0,0,,,,,,6588
10089,1,0,0,0,0,0,0,0,0,,,,,,6589
10090,1,0,0,0,0,0,0,0,0,,,,,,6590
10091,1,0,0,0,0,0,0,0,0,,,,,,0
10092,1,0,0,0,0,0,0,0,0,,,,,,6092
10093,1,0,0,0,0,0,0,0,0,,,,,,6093
10094,1,0,0,0,0,0,0,0,0,,,,,,6094
10095,1,0,0,0,0,0,0,0,0,,,,,,6095
10096,1,0,0,0,0,0,0,0,0,,,,,,6096
10097,1,0,0,0,0,0,0,0,0,,,,,,6097
10098,3,0,0,0,0,0,0,0,0,,,,,,6098
10099,1,0,0,0,0,0,0,0,0,,,,,,6099
10100,1,0,0,0,0,0,0,0,0,,,,,,6100
10101,1,0,0,0,0,0,0,0,0,,,,,,6101
10102,1,0,0,0,0,0,0,0,0,,,,,,6102
10103,1,0,0,0,0,0,0,0,0,,,,,,6103
10104,6,0,0,0,0,0,0,0,0,,,,,,6104
10105,1,0,0,0,0,0,0,0,0,,,,,,0
10106,1,0,0,0,0,0,0,0,0,,,,,,6606
10107,1,0,0,0,0,0,0,0,0,,,,,,6607
10108,1,0,0,0,0,0,0,0,0,,,,,,6608
10109,1,0,0,0,0,0,0,0,0,,,,,,6609
10110,1,0,0,0,0,0,0,0,0,,,,,,6610
10111,1,0,0,0,0,0,0,0,0,,,,,,6611
10112,1,0,0,0,0,0,0,0,0,,,,,,6612
10113,1,0,0,0,0,0,0,0,0,,,,,,6613
10114,1,0,0,0,0,0,0,0,0,,,,,,6614
10115,1,0,0,0,0,0,0,0,0,,,,,,6615
10116,1,0,0,0,0,0,0,0,0,,,,,,6616
10117,1,0,0,0,0,0,0,0,0,,,,,,6617
10118,1,0,0,0,0,0,0,0,0,,,,,,6618
10120,1,0,0,0,0,0,0,0,0,,,,,,6620
10121,1,0,0,0,0,0,0,0,0,,,,,,6621
10122,1,0,0,0,0,0,0,0,0,,,,,,6622
10123,1,0,0,0,0,0,0,0,0,,,,,,6623
10124,1,0,0,0,0,0,0,0,0,,,,,,6624
10125,1,0,0,0,0,0,0,0,0,,,,,,6625
10126,1,0,0,0,0,0,0,0,0,,,,,,6626
10127,1,0,0,0,0,0,0,0,0,,,,,,6627
10128,1,0,0,0,0,0,0,0,0,,,,,,6628
10129,1,0,0,0,0,0,0,0,0,,,,,,6629
10130,1,0,0,0,0,0,0,0,0,,,,,,6630
10131,1,0,0,0,0,0,0,0,0,,,,,,6631
10132,1,0,0,0,0,0,0,0,0,,,,,,6632
10133,1,0,0,0,0,0,0,0,0,,,,,,6633
10134,1,0,0,0,0,0,0,0,0,,,,,,6634
10135,1,0,0,0,0,0,0,0,0,,,,,,6635
10136,1,0,0,0,0,0,0,0,0,,,,,,6636
10137,1,0,0,0,0,0,0,0,0,,,,,,6637
10138,1,0,0,0,0,0,0,0,0,,,,,,6638
10139,1,0,0,0,0,0,0,0,0,,,,,,6639
10140,1,0,0,0,0,0,0,0,0,,,,,,6640
10141,1,0,0,0,0,0,0,0,0,,,,,,6641
10142,1,0,0,0,0,0,0,0,0,,,,,,6642
10143,1,0,0,0,0,0,0,0,0,,,,,,6643
10144,3,0,0,0,0,0,0,0,0,,,,,,6644
10145,1,0,0,0,0,0,0,0,0,,,,,,6645
10146,1,0,0,0,0,0,0,0,0,,,,,,6646
10147,1,0,0,0,0,0,0,0,0,,,,,,6647
10148,1,0,0,0,0,0,0,0,0,,,,,,6648
10149,1,0,0,0,0,0,0,0,0,,,,,,6649
10150,1,0,0,0,0,0,0,0,0,,,,,,6650
10151,1,0,0,0,0,0,0,0,0,,,,,,6651
10154,1,0,0,0,0,0,0,0,0,,,,,,6654
10155,1,0,0,0,0,0,0,0,0,,,,,,0
10156,1,0,0,0,0,0,0,0,0,,,,,,6656
10157,1,0,0,0,0,0,0,0,0,,,,,,6657
10158,1,0,0,0,0,0,0,0,0,,,,,,0
10159,4,0,0,0,0,0,0,0,0,,,,,,6159
10160,1,0,0,0,0,0,0,0,0,,,,,,6160
10161,1,0,0,0,0,0,0,0,0,,,,,,6161
10162,6,0,0,0,0,0,0,0,0,,,,,,6162
10194,1,0,0,0,0,0,0,0,0,,,,,,6694
10195,1,0,0,0,0,0,0,0,0,,,,,,6695
10196,1,0,0,0,0,0,0,0,0,,,,,,6696
10197,1,0,0,0,0,0,0,0,0,,,,,,6697
10198,1,0,0,0,0,0,0,0,0,,,,,,6698
10199,1,0,0,0,0,0,0,0,0,,,,,,6699
10200,1,0,0,0,0,0,0,0,0,,,,,,6700
10201,1,0,0,0,0,0,0,0,0,,,,,,6701
10202,1,0,0,0,0,0,0,0,0,,,,,,6702
10203,1,0,0,0,0,0,0,0,0,,,,,,6703
10204,1,0,0,0,0,0,0,0,0,,,,,,6704
10205,1,0,0,0,0,0,0,0,0,,,,,,6705
10206,1,0,0,0,0,0,0,0,0,,,,,,6706
10207,1,0,0,0,0,0,0,0,0,,,,,,6707
10208,1,0,0,0,0,0,0,0,0,,,,,,6708
10209,1,0,0,0,0,0,0,0,0,,,,,,6709
10210,1,0,0,0,0,0,0,0,0,,,,,,6710
10211,1,0,0,0,0,0,0,0,0,,,,,,6711
10212,1,0,0,0,0,0,0,0,0,,,,,,6712
10213,1,0,0,0,0,0,0,0,0,,,,,,6713
10214,1,0,0,0,0,0,0,0,0,,,,,,6714
10215,1,0,0,0,0,0,0,0,0,,,,,,6715
10216,1,0,0,0,0,0,0,0,0,,,,,,6716
10217,1,0,0,0,0,0,0,0,0,,,,,,6717
10218,1,0,0,0,0,0,0,0,0,,,,,,6718
10219,1,0,0,0,0,0,0,0,0,,,,,,6719
10220,1,0,0,0,0,0,0,0,0,,,,,,6720
10221,1,0,0,0,0,0,0,0,0,,,,,,6721
10222,1,0,0,0,0,0,0,0,0,,,,,,6722
10223,1,0,0,0,0,0,0,0,0,,,,,,6723
10224,1,0,0,0,0,0,0,0,0,,,,,,6724
10225,1,0,0,0,0,0,0,0,0,,,,,,6725
10226,1,0,0,0,0,0,0,0,0,,,,,,6726
10227,1,0,0,0,0,0,0,0,0,,,,,,6727
10228,1,0,0,0,0,0,0,0,0,,,,,,6728
10229,1,0,0,0,0,0,0,0,0,,,,,,6729
10230,1,0,0,0,0,0,0,0,0,,,,,,6730
10231,1,0,0,0,0,0,0,0,0,,,,,,6731
10232,1,0,0,0,0,0,0,0,0,,,,,,6732
10233,1,0,0,0,0,0,0,0,0,,,,,,6733
10234,1,0,0,0,0,0,0,0,0,,,,,,6734
10235,1,0,0,0,0,0,0,0,0,,,,,,6735
10236,1,0,0,0,0,0,0,0,0,,,,,,6736
10237,1,0,0,0,0,0,0,0,0,,,,,,6737
10238,1,0,0,0,0,0,0,0,0,,,,,,6738
10239,1,0,0,0,0,0,0,0,0,,,,,,6739
10240,1,0,0,0,0,0,0,0,0,,,,,,6740
10241,1,0,0,0,0,0,0,0,0,,,,,,6741
10242,1,0,0,0,0,0,0,0,0,,,,,,6742
10243,1,0,0,0,0,0,0,0,0,,,,,,6743
10244,1,0,0,0,0,0,0,0,0,,,,,,6744
10245,1,0,0,0,0,0,0,0,0,,,,,,6745
10246,1,0,0,0,0,0,0,0,0,,,,,,6746
10247,1,0,0,0,0,0,0,0,0,,,,,,6747
10248,1,0,0,0,0,0,0,0,0,,,,,,6748
10249,1,0,0,0,0,0,0,0,0,,,,,,6749
10250,1,0,0,0,0,0,0,0,0,,,,,,6750
10251,1,0,0,0,0,0,0,0,0,,,,,,6751
10252,1,0,0,0,0,0,0,0,0,,,,,,6752
10253,1,0,0,0,0,0,0,0,0,,,,,,0
10254,1,0,0,0,0,0,0,0,0,,,,,,6754
10255,1,0,0,0,0,0,0,0,0,,,,,,6755
10256,1,0,0,0,0,0,0,0,0,,,,,,6756
10257,1,0,0,0,0,0,0,0,0,,,,,,6757
10258,1,0,0,0,0,0,0,0,0,,,,,,6758
10259,1,0,0,0,0,0,0,0,0,,,,,,6759
10260,1,0,0,0,0,0,0,0,0,,,,,,6760
10261,1,0,0,0,0,0,0,0,0,,,,,,6761
10262,1,0,0,0,0,0,0,0,0,,,,,,6762
10263,1,0,0,0,0,0,0,0,0,,,,,,6763
10264,1,0,0,0,0,0,0,0,0,,,,,,6764
10265,1,0,0,0,0,0,0,0,0,,,,,,6765
10266,1,0,0,0,0,0,0,0,0,,,,,,6766
10267,1,0,0,0,0,0,0,0,0,,,,,,6767
10268,1,0,0,0,0,0,0,0,0,,,,,,6768
10269,1,0,0,0,0,0,0,0,0,,,,,,6769
10270,1,0,0,0,0,0,0,0,0,,,,,,6770
10271,1,0,0,0,0,0,0,0,0,,,,,,6771
10272,1,0,0,0,0,0,0,0,0,,,,,,6772
10273,1,0,0,0,0,0,0,0,0,,,,,,0
10274,1,0,0,0,0,0,0,0,0,,,,,,6774
10275,1,0,0,0,0,0,0,0,0,,,,,,6775
10276,1,0,0,0,0,0,0,0,0,,,,,,6776
10277,1,0,0,0,0,0,0,0,0,,,,,,16980
10278,1,0,0,0,0,0,0,0,0,,,,,,16981
10279,1,0,0,0,0,0,0,0,0,,,,,,16982
10280,1,0,0,0,0,0,0,0,0,,,,,,16983
10281,1,0,0,0,0,0,0,0,0,,,,,,16984
10282,1,0,0,0,0,0,0,0,0,,,,,,16985
10283,1,0,0,0,0,0,0,0,0,,,,,,16986
10284,2,0,0,0,0,0,0,0,0,,,,,,16987
10285,1,0,0,0,0,0,0,0,0,,,,,,6285
10286,1,0,0,0,0,0,0,0,0,,,,,,6286
10287,1,0,0,0,0,0,0,0,0,,,,,,6287
10288,1,0,0,0,0,0,0,0,0,,,,,,6288
10289,1,0,0,0,0,0,0,0,0,,,,,,6289
10290,1,0,0,0,0,0,0,0,0,,,,,,6290
10291,1,0,0,0,0,0,0,0,0,,,,,,6291
10292,2,0,0,0,0,0,0,0,0,,,,,,6292
10293,1,0,0,0,0,0,0,0,0,,,,,,6293
10294,1,0,0,0,0,0,0,0,0,,,,,,6794
10295,1,0,0,0,0,0,0,0,0,,,,,,6795
10296,1,0,0,0,0,0,0,0,0,,,,,,6796
10297,1,0,0,0,0,0,0,0,0,,,,,,6797
10298,1,0,0,0,0,0,0,0,0,,,,,,6798
10299,1,0,0,0,0,0,0,0,0,,,,,,6799
10300,1,0,0,0,0,0,0,0,0,,,,,,6800
10301,1,0,0,0,0,0,0,0,0,,,,,,6801
10302,1,0,0,0,0,0,0,0,0,,,,,,6802
10303,1,0,0,0,0,0,0,0,0,,,,,,6803
10304,1,0,0,0,0,0,0,0,0,,,,,,6804
10305,1,0,0,0,0,0,0,0,0,,,,,,6805
10306,1,0,0,0,0,0,0,0,0,,,,,,6806
10307,1,0,0,0,0,0,0,0,0,,,,,,6807
10308,1,0,0,0,0,0,0,0,0,,,,,,6808
10309,1,0,0,0,0,0,0,0,0,,,,,,6809
10310,1,0,0,0,0,0,0,0,0,,,,,,6810
10311,1,0,0,0,0,0,0,0,0,,,,,,6811
10312,1,0,0,0,0,0,0,0,0,,,,,,6812
10313,1,0,0,0,0,0,0,0,0,,,,,,6813
10314,1,0,0,0,0,0,0,0,0,,,,,,6814
10315,1,0,0,0,0,0,0,0,0,,,,,,6815
10316,1,0,0,0,0,0,0,0,0,,,,,,6816
10317,1,0,0,0,0,0,0,0,0,,,,,,6817
10318,1,0,0,0,0,0,0,0,0,,,,,,6818
10319,1,0,0,0,0,0,0,0,0,,,,,,6819
10320,1,0,0,0,0,0,0,0,0,,,,,,6820
10321,1,0,0,0,0,0,0,0,0,,,,,,6821
10322,1,0,0,0,0,0,0,0,0,,,,,,6822
10323,1,0,0,0,0,0,0,0,0,,,,,,6823
10324,1,0,0,0,0,0,0,0,0,,,,,,6824
10325,1,0,0,0,0,0,0,0,0,,,,,,6825
10326,1,0,0,0,0,0,0,0,0,,,,,,6826
10327,1,0,0,0,0,0,0,0,0,,,,,,6827
10328,1,0,0,0,0,0,0,0,0,,,,,,6828
10329,1,0,0,0,0,0,0,0,0,,,,,,6829
10330,1,0,0,0,0,0,0,0,0,,,,,,6830
10331,1,0,0,0,0,0,0,0,0,,,,,,6831
10332,1,0,0,0,0,0,0,0,0,,,,,,6832
10333,1,0,0,0,0,0,0,0,0,,,,,,6833
10334,1,0,0,0,0,0,0,0,0,,,,,,6834
10335,1,0,0,0,0,0,0,0,0,,,,,,6835
10336,1,0,0,0,0,0,0,0,0,,,,,,6836
10337,1,0,0,0,0,0,0,0,0,,,,,,6837
10338,1,0,0,0,0,0,0,0,0,,,,,,6838
10339,1,0,0,0,0,0,0,0,0,,,,,,6839
10340,1,0,0,0,0,0,0,0,0,,,,,,6840
10341,1,0,0,0,0,0,0,0,0,,,,,,6841
10342,1,0,0,0,0,0,0,0,0,,,,,,0
10343,1,0,0,0,0,0,0,0,0,,,,,,6843
10344,1,0,0,0,0,0,0,0,0,,,,,,6844
10345,1,0,0,0,0,0,0,0,0,,,,,,6845
10346,1,0,0,0,0,0,0,0,0,,,,,,6846
10347,1,0,0,0,0,0,0,0,0,,,,,,6847
10348,1,0,0,0,0,0,0,0,0,,,,,,6848
10349,1,0,0,0,0,0,0,0,0,,,,,,6849
10350,1,0,0,0,0,0,0,0,0,,,,,,6850
10351,1,0,0,0,0,0,0,0,0,,,,,,6851
10352,1,0,0,0,0,0,0,0,0,,,,,,6852
10353,1,0,0,0,0,0,0,0,0,,,,,,6853
10354,1,0,0,0,0,0,0,0,0,,,,,,6854
10355,1,0,0,0,0,0,0,0,0,,,,,,6855
10356,1,0,0,0,0,0,0,0,0,,,,,,6856
10357,1,0,0,0,0,0,0,0,0,,,,,,6857
10358,1,0,0,0,0,0,0,0,0,,,,,,6858
10359,1,0,0,0,0,0,0,0,0,,,,,,6859
10360,1,0,0,0,0,0,0,0,0,,,,,,6860
10361,1,0,0,0,0,0,0,0,0,,,,,,6861
10362,1,0,0,0,0,0,0,0,0,,,,,,6862
10363,1,0,0,0,0,0,0,0,0,,,,,,6863
10364,1,0,0,0,0,0,0,0,0,,,,,,6864
10365,1,0,0,0,0,0,0,0,0,,,,,,0
10366,1,0,0,0,0,0,0,0,0,,,,,,6866
10367,1,0,0,0,0,0,0,0,0,,,,,,6867
10368,1,0,0,0,0,0,0,0,0,,,,,,6868
10369,1,0,0,0,0,0,0,0,0,,,,,,6869
10370,1,0,0,0,0,0,0,0,0,,,,,,6870
10371,1,0,0,0,0,0,0,0,0,,,,,,6871
10372,1,0,0,0,0,0,0,0,0,,,,,,6872
10373,1,0,0,0,0,0,0,0,0,,,,,,6873
10374,1,0,0,0,0,0,0,0,0,,,,,,6874
10375,1,0,0,0,0,0,0,0,0,,,,,,6875
10376,1,0,0,0,0,0,0,0,0,,,,,,6876
10377,1,0,0,0,0,0,0,0,0,,,,,,6877
10378,1,0,0,0,0,0,0,0,0,,,,,,6878
10379,1,0,0,0,0,0,0,0,0,,,,,,6879
10380,1,0,0,0,0,0,0,0,0,,,,,,6880
10381,1,0,0,0,0,0,0,0,0,,,,,,6381
10382,1,0,0,0,0,0,0,0,0,,,,,,6382
10383,1,0,0,0,0,0,0,0,0,,,,,,6383
10384,1,0,0,0,0,0,0,0,0,,,,,,6384
10385,1,0,0,0,0,0,0,0,0,,,,,,6385
10386,1,0,0,0,0,0,0,0,0,,,,,,6386
10387,1,0,0,0,0,0,0,0,0,,,,,,6387
10388,1,0,0,0,0,0,0,0,0,,,,,,6388
10389,1,0,0,0,0,0,0,0,0,,,,,,6889
10390,1,0,0,0,0,0,0,0,0,,,,,,6890
10391,1,0,0,0,0,0,0,0,0,,,,,,6891
10392,1,0,0,0,0,0,0,0,0,,,,,,6892
10393,1,0,0,0,0,0,0,0,0,,,,,,6893
10394,1,0,0,0,0,0,0,0,0,,,,,,6894
10395,1,0,0,0,0,0,0,0,0,,,,,,6895
10396,1,0,0,0,0,0,0,0,0,,,,,,6896
10397,1,0,0,0,0,0,0,0,0,,,,,,6897
10398,1,0,0,0,0,0,0,0,0,,,,,,6898
10399,1,0,0,0,0,0,0,0,0,,,,,,6899
10400,1,0,0,0,0,0,0,0,0,,,,,,6900
10401,1,0,0,0,0,0,0,0,0,,,,,,6901
10402,1,0,0,0,0,0,0,0,0,,,,,,6902
10403,1,0,0,0,0,0,0,0,0,,,,,,6903
10404,1,0,0,0,0,0,0,0,0,,,,,,6904
10405,1,0,0,0,0,0,0,0,0,,,,,,6905
10406,1,0,0,0,0,0,0,0,0,,,,,,6906
10407,1,0,0,0,0,0,0,0,0,,,,,,6907
10408,1,0,0,0,0,0,0,0,0,,,,,,6908
10409,1,0,0,0,0,0,0,0,0,,,,,,6909
10410,1,0,0,0,0,0,0,0,0,,,,,,6910
10411,1,0,0,0,0,0,0,0,0,,,,,,6911
10412,1,0,0,0,0,0,0,0,0,,,,,,6912
10413,1,0,0,0,0,0,0,0,0,,,,,,6913
10414,1,0,0,0,0,0,0,0,0,,,,,,6914
10415,1,0,0,0,0,0,0,0,0,,,,,,6915
10416,1,0,0,0,0,0,0,0,0,,,,,,6916
10417,1,0,0,0,0,0,0,0,0,,,,,,6917
10418,1,0,0,0,0,0,0,0,0,,,,,,0
10419,1,0,0,0,0,0,0,0,0,,,,,,6919
10420,1,0,0,0,0,0,0,0,0,,,,,,6920
10421,1,0,0,0,0,0,0,0,0,,,,,,6921
10422,1,0,0,0,0,0,0,0,0,,,,,,6922
10423,1,0,0,0,0,0,0,0,0,,,,,,6923
10424,1,0,0,0,0,0,0,0,0,,,,,,6924
10425,1,0,0,0,0,0,0,0,0,,,,,,6925
10426,1,0,0,0,0,0,0,0,0,,,,,,6926
10427,1,0,0,0,0,0,0,0,0,,,,,,6927
10428,1,0,0,0,0,0,0,0,0,,,,,,6928
10429,1,0,0,0,0,0,0,0,0,,,,,,6929
10430,1,0,0,0,0,0,0,0,0,,,,,,6930
10431,1,0,0,0,0,0,0,0,0,,,,,,6931
10432,1,0,0,0,0,0,0,0,0,,,,,,6932
10433,1,0,0,0,0,0,0,0,0,,,,,,6933
10434,1,0,0,0,0,0,0,0,0,,,,,,6934
10435,1,0,0,0,0,0,0,0,0,,,,,,6935
10436,1,0,0,0,0,0,0,0,0,,,,,,6936
10437,1,0,0,0,0,0,0,0,0,,,,,,6937
10438,1,0,0,0,0,0,0,0,0,,,,,,6938
10439,1,0,0,0,0,0,0,0,0,,,,,,6939
10440,1,0,0,0,0,0,0,0,0,,,,,,6940
10441,1,0,0,0,0,0,0,0,0,,,,,,6941
10442,1,0,0,0,0,0,0,0,0,,,,,,6942
10443,1,0,0,0,0,0,0,0,0,,,,,,6943
10444,1,0,0,0,0,0,0,0,0,,,,,,6944
10445,1,0,0,0,0,0,0,0,0,,,,,,6945
10446,1,0,0,0,0,0,0,0,0,,,,,,6946
10447,1,0,0,0,0,0,0,0,0,,,,,,6947
10448,1,0,0,0,0,0,0,0,0,,,,,,6948
10449,1,0,0,0,0,0,0,0,0,,,,,,6949
10450,1,0,0,0,0,0,0,0,0,,,,,,6950
10451,1,0,0,0,0,0,0,0,0,,,,,,6951
10452,1,0,0,0,0,0,0,0,0,,,,,,6952
10453,1,0,0,0,0,0,0,0,0,,,,,,6953
10454,1,0,0,0,0,0,0,0,0,,,,,,6954
10455,1,0,0,0,0,0,0,0,0,,,,,,6955
10456,1,0,0,0,0,0,0,0,0,,,,,,6956
10457,1,0,0,0,0,0,0,0,0,,,,,,6957
10458,1,0,0,0,0,0,0,0,0,,,,,,6958
10459,1,0,0,0,0,0,0,0,0,,,,,,6959
10460,1,0,0,0,0,0,0,0,0,,,,,,6960
10461,1,0,0,0,0,0,0,0,0,,,,,,6961
10462,1,0,0,0,0,0,0,0,0,,,,,,6962
10463,1,0,0,0,0,0,0,0,0,,,,,,6963
10464,1,0,0,0,0,0,0,0,0,,,,,,6964
10465,1,0,0,0,0,0,0,0,0,,,,,,6965
10466,1,0,0,0,0,0,0,0,0,,,,,,6966
10467,1,0,0,0,0,0,0,0,0,,,,,,6967
10468,1,0,0,0,0,0,0,0,0,,,,,,6968
10469,1,0,0,0,0,0,0,0,0,,,,,,6969
10470,1,0,0,0,0,0,0,0,0,,,,,,6970
10471,1,0,0,0,0,0,0,0,0,,,,,,6971
10472,1,0,0,0,0,0,0,0,0,,,,,,6972
10473,1,0,0,0,0,0,0,0,0,,,,,,6973
10474,1,0,0,0,0,0,0,0,0,,,,,,6974
10475,1,0,0,0,0,0,0,0,0,,,,,,6475
10476,1,0,0,0,0,0,0,0,0,,,,,,6476
10477,1,0,0,0,0,0,0,0,0,,,,,,6477
10478,1,0,0,0,0,0,0,0,0,,,,,,6478
10479,1,0,0,0,0,0,0,0,0,,,,,,6479
10480,1,0,0,0,0,0,0,0,0,,,,,,6480
10481,1,0,0,0,0,0,0,0,0,,,,,,6481
10482,1,0,0,0,0,0,0,0,0,,,,,,6482
10483,1,0,0,0,0,0,0,0,0,,,,,,6483
10484,1,0,0,0,0,0,0,0,0,,,,,,16484
10485,1,0,0,0,0,0,0,0,0,,,,,,16485
10486,1,0,0,0,0,0,0,0,0,,,,,,16486
10487,1,0,0,0,0,0,0,0,0,,,,,,16487
10488,1,0,0,0,0,0,0,0,0,,,,,,16488
10489,1,0,0,0,0,0,0,0,0,,,,,,16489
10490,1,0,0,0,0,0,0,0,0,,,,,,16490
10491,1,0,0,0,0,0,0,0,0,,,,,,16491
10492,1,0,0,0,0,0,0,0,0,,,,,,16492
10493,1,0,0,0,0,0,0,0,0,,,,,,16493
10494,1,0,0,0,0,0,0,0,0,,,,,,16494
10495,1,0,0,0,0,0,0,0,0,,,,,,16495
10496,1,0,0,0,0,0,0,0,0,,,,,,16496
10497,1,0,0,0,0,0,0,0,0,,,,,,16497
10498,1,0,0,0,0,0,0,0,0,,,,,,16498
10499,1,0,0,0,0,0,0,0,0,,,,,,16499
10500,1,0,0,0,0,0,0,0,0,,,,,,16500
10501,1,0,0,0,0,0,0,0,0,,,,,,16501
10502,1,0,0,0,0,0,0,0,0,,,,,,16502
10503,1,0,0,0,0,0,0,0,0,,,,,,16503
10504,1,0,0,0,0,0,0,0,0,,,,,,16504
10505,1,0,0,0,0,0,0,0,0,,,,,,16505
10506,1,0,0,0,0,0,0,0,0,,,,,,16506
10507,1,0,0,0,0,0,0,0,0,,,,,,16507
10508,1,0,0,0,0,0,0,0,0,,,,,,0
10509,1,0,0,0,0,0,0,0,0,,,,,,16509
10510,1,0,0,0,0,0,0,0,0,,,,,,36510
10511,1,0,0,0,0,0,0,0,0,,,,,,36511
10512,1,0,0,0,0,0,0,0,0,,,,,,36512
