id,mission_id,type,special_eft,route,coordinator_x,coordinator_y,enemy_team_id,ally_team_id,belong,random_get,map_type,curve_control,active_cycle,durability,map_route,map_code,hostage_info,building_id,forbid_specialspot,map_num,package,auto_teleport,spot_effect
27,3,2,0,"26,28",-418,-1032,0,0,3,0,6,"0,0|0,0",,0,"26,28",snowland,,0,,0,0,,
28,3,2,0,"27,29",-662,-819,0,0,3,0,6,"0,0|0,0",,0,"27,29",snowland,,0,,0,0,,
29,3,3,0,"28,30,35",-259,-653,0,0,3,0,6,"0,0|0,0|0,0",,0,"28,30,35",snowland,,0,,0,0,,
30,3,2,0,"31,29",-343,-249,234,0,2,0,6,"0,0|0,0",,0,"29,31",snowland,,0,,0,0,,
31,3,2,0,"30,32",-806,20,235,0,2,0,6,"0,0|0,0",,0,"30,32",snowland,,0,,0,0,,
32,3,3,0,"31,33,36",-503,249,0,0,3,0,6,"0,0|0,0|0,0",,0,"31,33,36",snowland,,0,,0,0,,
33,3,2,0,"32,34,37",-661,603,0,0,3,0,8,"0,0|0,0|0,0",,0,"32,34,37",snowforest,,0,,0,0,,
34,3,3,0,33,-659,1015,236,0,2,0,8,"0,0",,0,33,snowforest,,0,,0,0,,
35,3,2,0,"29,41",48,-461,0,0,3,0,6,"0,0|0,0",,0,"29,41",snowland,,0,,0,0,,
36,3,2,0,"32,46",-51,172,237,0,3,0,6,"0,0|0,0",,0,"32,46",snowland,,0,,0,0,,
37,3,2,0,"33,47",-317,709,0,0,3,0,7,"0,0|0,0",,0,"33,47",snowvillage,,0,,0,0,,
38,3,2,0,"26,39",235,-1180,0,0,3,0,8,"0,0|0,0",,0,"26,39",snowforest,,0,,0,0,,
39,3,2,0,"38,40",581,-1078,0,0,3,0,6,"0,0|0,0",,0,"38,40",snowland,,0,,0,0,,
40,3,3,0,"39,41",542,-761,0,0,3,0,6,"0,0|0,0",,0,"39,41",snowland,,0,,0,0,,
41,3,2,0,"40,46,42,35",476,-308,238,0,2,0,6,"0,0|0,0|0,0|0,0",,0,"35,40,42,46",snowland,,0,,0,0,,
42,3,2,0,"41,43",820,-146,239,0,2,0,6,"0,0|0,0",,0,"41,43",snowland,,0,,0,0,,
43,3,2,0,"42,44,45",716,269,0,0,3,0,6,"0,0|0,0|0,0",,0,"42,44,45",snowland,,0,,0,0,,
44,3,2,0,"43,47",325,275,0,0,2,0,6,"0,0|0,0",,0,"43,47",snowland,,0,,0,0,,
45,3,3,0,43,493,602,240,0,3,0,6,"0,0",,0,43,snowland,,0,,0,0,,
46,3,3,0,"36,41",236,-67,0,0,3,0,8,"0,0|0,0",,0,"36,41",snowforest,,0,,0,0,,
47,3,2,0,"37,44,48",47,557,241,0,2,0,6,"0,0|0,0|0,0",,0,"37,44,48",snowland,,0,,0,0,,
48,3,1,0,47,48,948,242,0,2,0,7,"0,0",,0,47,snowvillage,,0,,0,0,,
49,4,1,0,"50,52,53,54",71,102,0,0,1,0,6,"0,0|0,0|0,0|0,0",,0,"50,52,53,54",snowland,,0,,0,0,,
50,4,3,0,"55,49",92,394,0,0,1,0,6,"0,0|0,0",,0,"49,55",snowland,,0,,0,0,,
51,4,3,0,"57,52",442,92,0,0,1,0,6,"0,0|0,0",,0,"52,57",snowland,,0,,0,0,,
52,4,2,0,"49,51,77",320,-267,0,0,3,0,6,"0,0|0,0|0,0",,0,"49,51,77",snowland,,0,,0,0,,
53,4,2,0,"49,77",-218,-239,0,0,3,0,6,"0,0|0,0",,0,"49,77",snowland,,0,,0,0,,
54,4,3,0,"61,49",-251,93,0,0,1,0,6,"0,0|0,0",,0,"49,61",snowland,,0,,0,0,,
55,4,2,0,"50,56,70,65,60",97,726,243,0,2,0,7,"0,0|0,0|0,0|0,0|0,0",,0,"50,56,60,65,70",snowvillage,,0,,0,0,,
56,4,2,0,"55,57",434,477,0,0,3,0,6,"0,0|0,0",,0,"55,57",snowland,,0,,0,0,,
57,4,2,0,"56,51,72,58",719,295,244,0,2,0,6,"0,0|0,0|0,0|0,0",,0,"51,56,58,72",snowland,,0,,0,0,,
58,4,2,0,"57,59",939,0,245,0,2,0,6,"0,0|0,0",,0,"57,59",snowland,,0,,0,0,,
59,4,2,0,58,1059,-371,246,0,2,0,6,"0,0",,0,58,snowland,,0,,0,0,,
60,4,2,0,"55,61",-221,563,247,0,2,0,8,"0,0|0,0",,0,"55,61",snowforest,,0,,0,0,,
61,4,2,0,"60,54,62,69",-523,412,248,0,2,0,6,"0,0|0,0|0,0|0,0",,0,"54,60,62,69",snowland,,0,,0,0,,
62,4,2,0,"61,63",-577,41,249,0,2,0,6,"0,0|0,0",,0,"61,63",snowland,,0,,0,0,,
63,4,2,0,"62,64",-887,-134,250,0,2,0,6,"0,0|0,0",,0,"62,64",snowland,,0,,0,0,,
64,4,2,0,63,-1144,-345,251,0,2,0,6,"0,0",,0,63,snowland,,0,,0,0,,
65,4,3,0,"55,70,69",-235,1038,0,0,2,0,7,"0,0|0,0|0,0",,0,"55,69,70",snowvillage,,0,,0,0,,
66,0,2,0,"67,65",-524,1088,33,0,2,0,8,"0,0|0,0",,0,"65,67",snowforest,,0,,0,0,,
67,0,2,0,"66,68",-887,1191,34,0,2,0,8,"0,0|0,0",,0,"66,68",snowforest,,0,,0,0,,
68,4,2,0,69,-972,879,252,0,2,0,8,"0,0",,0,69,snowforest,,0,,0,0,,
69,4,3,0,"68,61,65",-716,691,253,0,2,0,8,"0,0|0,0|0,0",,0,"61,65,68",snowforest,,0,,0,0,,
70,4,3,0,"55,65,71",187,1165,254,0,2,0,7,"0,0|0,0|0,0",,0,"55,65,71",snowvillage,,0,,0,0,,
71,4,2,0,"70,72",474,863,255,0,2,0,6,"0,0|0,0",,0,"70,72",snowland,,0,,0,0,,
72,4,2,0,"71,57,73",859,621,256,0,2,0,6,"0,0|0,0|0,0",,0,"57,71,73",snowland,,0,,0,0,,
73,4,2,0,72,1111,939,257,0,2,0,6,"0,0",,0,72,snowland,,0,,0,0,,
74,0,2,0,"73,75,76",1025,1256,40,0,2,0,8,"0,0|0,0|0,0",,0,"73,75,76",snowforest,,0,,0,0,,
75,0,2,0,"70,74",491,1257,41,0,2,0,8,"0,0|0,0",,0,"70,74",snowforest,,0,,0,0,,
76,0,3,0,71,719,1008,0,0,3,0,6,"0,0",,0,71,snowland,,0,,0,0,,
77,4,2,0,"52,53,78",11,-474,258,0,2,0,6,"0,0|0,0|0,0",,0,"52,53,78",snowland,,0,,0,0,,
78,4,2,0,"77,79",-301,-671,0,0,3,0,6,"0,0|0,0",,0,"77,79",snowland,,0,,0,0,,
79,4,2,0,"78,80,82",-717,-1032,0,0,3,0,6,"0,0|0,0|0,0",,0,"78,80,82",snowland,,0,,0,0,,
80,4,3,0,79,-1023,-1139,0,0,3,0,6,"0,0",,0,79,snowland,,0,,0,0,,
82,4,2,0,"79,83",-398,-987,0,0,3,0,8,"0,0|0,0",,0,"79,83",snowforest,,0,,0,0,,
83,4,3,0,"82,84",-85,-1139,260,0,2,0,8,"0,0|0,0",,0,"82,84",snowforest,,0,,0,0,,
84,4,2,0,"83,85",261,-971,259,0,2,0,8,"0,0|0,0",,0,"83,85",snowforest,,0,,0,0,,
85,4,2,0,"84,86",529,-685,0,0,3,0,6,"0,0|0,0",,0,"84,86",snowland,,0,,0,0,,
86,4,3,0,"85,87",576,-1023,0,0,3,0,6,"0,0|0,0",,0,"85,87",snowland,,0,,0,0,,
87,4,1,0,86,774,-1292,0,0,2,0,6,"0,0",,0,86,snowland,,0,,0,0,,
88,5,1,0,89,-591,-1060,0,0,1,0,2,"0,0",,0,89,road,,0,,0,0,,
89,5,2,0,"88,90",-134,-814,0,0,3,1,2,"0,0|0,0",,0,"88,90",road,,0,,0,0,,
90,5,2,0,"89,91",290,-557,1,0,3,0,10,"0,0|0,0",,0,"89,91",airport,,0,,0,0,,
91,5,1,0,90,801,-562,0,0,2,0,11,"0,0",,0,90,grasslands,,0,,0,0,,
92,6,1,0,93,-1146,-782,0,0,1,0,11,"0,0",,0,93,grasslands,,0,,0,0,,
93,6,2,0,"92,94,97",-678,-461,0,0,3,0,2,"0,0|0,0|0,0",,0,"92,94,97",road,,0,,0,0,,
94,6,3,0,"93,95",-202,-165,3,0,3,0,1,"0,0|0,0",,0,"93,95",village,,0,,0,0,,
95,6,2,0,"94,96",337,118,4,0,3,0,2,"0,0|0,0",,0,"94,96",road,,0,,0,0,,
96,6,1,0,"95,98",857,10,5,0,2,0,11,"0,0|0,0",,0,"95,98",grasslands,,0,,0,0,,
97,6,2,0,"93,98",-230,-868,0,0,3,0,2,"0,0|0,0",,0,"93,98",road,,0,,0,0,,
98,6,2,0,"97,96",294,-598,6,0,3,1,10,"0,0|0,0",,0,"96,97",airport,,0,,0,0,,
99,7,1,0,"100,102",-570,-15,0,0,1,0,9,"0,0|0,0",,0,"100,102",forest2,,0,,0,0,,
100,7,2,0,"99,101,103",35,49,0,0,3,0,9,"0,0|0,0|0,0",,0,"99,101,103",forest2,,0,,0,0,,
101,7,2,0,"100,106",653,185,7,0,2,1,2,"0,0|0,0",,0,"100,106",road,,0,,0,0,,
102,7,2,0,"99,103,104",-647,523,0,0,3,0,9,"0,0|0,0|0,0",,0,"99,103,104",forest2,,0,,0,0,,
103,7,2,0,"102,100,105",-129,553,0,0,3,0,4,"0,0|0,0|0,0",,0,"100,102,105",forest,,0,,0,0,,
104,7,3,0,"102,105",-424,872,8,0,2,0,14,"0,0|0,0",,0,"102,105",valley,,0,,0,0,,
105,7,2,0,"104,103,107",62,932,9,0,2,0,1,"0,0|0,0|0,0",,0,"103,104,107",village,,0,,0,0,,
106,7,2,0,"101,107",522,471,0,0,3,0,2,"0,0|0,0",,0,"101,107",road,,0,,0,0,,
107,7,1,0,"105,106",572,847,10,0,2,0,12,"0,0|0,0",,0,"105,106",village2,,0,,0,0,,
108,8,1,0,"109,110",-803,916,0,0,1,0,1,"0,0|0,0",,0,"109,110",village,,0,,0,0,,
109,8,2,0,"108,112",-200,920,0,0,3,0,1,"0,0|0,0",,0,"108,112",village,,0,,0,0,,
110,8,2,0,"108,111,113",-513,418,0,0,3,0,2,"0,0|0,0|0,0",,0,"108,111,113",road,,0,,0,0,,
111,8,3,0,"110,114",-676,-91,0,0,3,0,2,"0,0|0,0",,0,"110,114",road,,0,,0,0,,
112,8,2,0,"109,113,115",163,588,0,0,3,0,9,"0,0|0,0|0,0",,0,"109,113,115",forest2,,0,,0,0,,
113,8,2,0,"110,112,114",17,222,11,0,2,0,4,"0,0|0,0|0,0",,0,"110,112,114",forest,,0,,0,0,,
114,8,2,0,"111,113,116",-71,-293,0,0,3,1,10,"0,0|0,0|0,0",,0,"111,113,116",airport,,0,,0,0,,
115,8,2,0,"112,117",629,519,0,0,3,1,9,"0,0|0,0",,0,"112,117",forest2,,0,,0,0,,
116,8,3,0,"114,118",548,-63,12,0,2,0,9,"0,0|0,0",,0,"114,118",forest2,,0,,0,0,,
117,8,2,0,"115,118",966,716,13,0,2,0,14,"0,0|0,0",,0,"115,118",valley,,0,,0,0,,
118,8,1,0,"116,117",1146,222,14,0,2,0,9,"0,0|0,0",,0,"116,117",forest2,,0,,0,0,,
119,9,1,0,"121,122",-862,112,0,0,1,0,11,"0,0|0,0",,0,"121,122",grasslands,,0,,0,0,,
120,9,2,0,"121,123",-273,461,0,0,3,1,9,"0,0|0,0",,0,"121,123",forest2,,0,,0,0,,
121,9,2,0,"119,120,124",-348,81,0,0,3,0,2,"0,0|0,0|0,0",,0,"119,120,124",road,,0,,0,0,,
122,9,2,0,"119,125",-711,-267,0,0,3,0,2,"0,0|0,0",,0,"119,125",road,,0,,0,0,,
123,9,2,0,"120,127",136,357,0,0,3,0,4,"0,0|0,0",,0,"120,127",forest,,0,,0,0,,
124,9,3,0,"121,128",169,-86,0,0,3,0,9,"0,0|0,0",,0,"121,128",forest2,,0,,0,0,,
125,9,2,0,"122,126",-371,-494,0,0,3,0,10,"0,0|0,0",,0,"122,126",airport,,0,,0,0,,
126,9,3,0,"125,129",44,-689,15,0,2,0,2,"0,0|0,0",,0,"125,129",road,,0,,0,0,,
127,9,2,0,"123,130",537,501,16,0,3,1,4,"0,0|0,0",,0,"123,130",forest,,0,,0,0,,
128,9,2,0,"124,130,131",643,-124,17,0,2,0,9,"0,0|0,0|0,0",,0,"124,130,131",forest2,,0,,0,0,,
129,9,2,0,"126,132",598,-619,18,0,2,1,2,"0,0|0,0",,0,"126,132",road,,0,,0,0,,
130,9,3,0,"127,128",943,255,0,0,3,0,9,"0,0|0,0",,0,"127,128",forest2,,0,,0,0,,
131,9,2,0,"128,132",984,-267,19,0,2,0,12,"0,0|0,0",,0,"128,132",village2,,0,,0,0,,
132,9,1,0,"129,131",1138,-565,20,0,2,0,12,"0,0|0,0",,0,"129,131",village2,,0,,0,0,,
133,10,1,0,134,-1002,631,0,0,1,0,2,"0,0",,0,134,road,,0,,0,0,,
134,10,2,0,"133,135",-424,634,0,0,3,0,10,"0,0|0,0",,0,"133,135",airport,,0,,0,0,,
135,10,2,0,"134,139",-728,170,21,0,2,0,2,"0,0|0,0",,0,"134,139",road,,0,,0,0,,
136,10,3,0,"139,144",-532,-643,0,0,3,0,13,"0,0|0,0",,0,"139,144",abandonedvillage,,0,,0,0,,
137,10,2,0,"138,140",-164,989,0,0,3,1,2,"0,0|0,0",,0,"138,140",road,,0,,0,0,,
138,10,2,0,"137,141,142",-135,171,22,0,2,0,13,"0,0|0,0|0,0",,0,"137,141,142",abandonedvillage,,0,,0,0,,
139,10,2,0,"135,136,142",-308,-314,0,0,3,1,9,"0,0|0,0|0,0",,0,"135,136,142",forest2,,0,,0,0,,
140,10,3,0,"137,145",310,1085,23,0,3,0,10,"0,0|0,0",,0,"137,145",airport,,0,,0,0,,
141,10,3,0,"138,145",311,634,24,0,2,0,10,"0,0|0,0",,0,"138,145",airport,,0,,0,0,,
142,10,3,0,"138,139",421,145,0,0,3,0,11,"0,0|0,0",,0,"138,139",grasslands,,0,,0,0,,
143,0,2,0,147,-25,-706,0,0,2,0,4,"0,0",,0,147,forest,,0,,0,0,,
144,10,2,0,"136,148",-16,-909,25,0,2,0,1,"0,0|0,0",,0,"136,148",village,,0,,0,0,,
145,10,2,0,"140,141,146",794,409,26,0,2,0,11,"0,0|0,0|0,0",,0,"140,141,146",grasslands,,0,,0,0,,
146,10,2,0,"145,147,149",734,-114,0,0,3,0,12,"0,0|0,0|0,0",,0,"145,147,149",village2,,0,,0,0,,
147,10,1,0,146,436,-442,27,0,2,0,4,"0,0",,0,146,forest,,0,,0,0,,
148,10,2,0,"144,149",881,-834,0,0,3,1,14,"0,0|0,0",,0,"144,149",valley,,0,,0,0,,
149,10,3,0,"148,146",1199,-168,28,0,2,0,9,"0,0|0,0",,0,"146,148",forest2,,0,,0,0,,
150,0,1,0,91,8888,8888,0,0,2,0,10,"0,0",,0,91,airport,,0,,0,0,,
151,11,1,0,"152,154",-559,7,0,0,1,0,9,"0,0|0,0",,0,"152,154",forest2,,0,,0,0,,
152,11,2,0,"151,155,153",30,79,0,0,3,0,9,"0,0|0,0|0,0",,0,"151,153,155",forest2,,0,,0,0,,
153,11,2,0,"152,158",628,159,29,0,2,1,2,"0,0|0,0",,0,"152,158",road,,0,,0,0,,
154,11,2,0,"151,156,155",-643,525,0,0,3,0,9,"0,0|0,0|0,0",,0,"151,155,156",forest2,,0,,0,0,,
155,11,2,0,"154,152,157",-157,562,0,0,3,0,4,"0,0|0,0|0,0",,0,"152,154,157",forest,,0,,0,0,,
156,11,3,0,"154,157",-442,927,30,0,2,0,14,"0,0|0,0",,0,"154,157",valley,,0,,0,0,,
157,11,2,0,"156,155,159",73,955,31,0,2,0,1,"0,0|0,0|0,0",,0,"155,156,159",village,,0,,0,0,,
158,11,2,0,"153,159",533,494,0,0,3,0,2,"0,0|0,0",,0,"153,159",road,,0,,0,0,,
159,11,1,0,"157,158",583,870,32,0,2,0,12,"0,0|0,0",,0,"157,158",village2,,0,,0,0,,
160,12,1,0,"161,162",-807,895,0,0,1,0,1,"0,0|0,0",,0,"161,162",village,,0,,0,0,,
161,12,2,0,"160,164",-276,926,0,0,3,0,1,"0,0|0,0",,0,"160,164",village,,0,,0,0,,
162,12,2,0,"160,165,163",-520,405,0,0,3,0,2,"0,0|0,0|0,0",,0,"160,163,165",road,,0,,0,0,,
163,12,3,0,"162,166",-680,-112,0,0,3,0,2,"0,0|0,0",,0,"162,166",road,,0,,0,0,,
164,12,2,0,"161,165,167",159,567,0,0,3,0,9,"0,0|0,0|0,0",,0,"161,165,167",forest2,,0,,0,0,,
165,12,2,0,"162,166,164",5,157,33,0,2,0,4,"0,0|0,0|0,0",,0,"162,164,166",forest,,0,,0,0,,
166,12,2,0,"163,165,168",-75,-314,0,0,3,1,10,"0,0|0,0|0,0",,0,"163,165,168",airport,,0,,0,0,,
167,12,2,0,"164,169",628,543,0,0,3,1,9,"0,0|0,0",,0,"164,169",forest2,,0,,0,0,,
168,12,3,0,"166,170",544,-84,34,0,2,0,9,"0,0|0,0",,0,"166,170",forest2,,0,,0,0,,
169,12,2,0,"167,170",1037,708,35,0,2,0,14,"0,0|0,0",,0,"167,170",valley,,0,,0,0,,
170,12,1,0,"168,169",1142,201,36,0,2,0,9,"0,0|0,0",,0,"168,169",forest2,,0,,0,0,,
171,13,1,0,"173,174",-873,135,0,0,1,0,11,"0,0|0,0",,0,"173,174",grasslands,,0,,0,0,,
172,13,2,0,"173,175",-284,484,0,0,3,1,9,"0,0|0,0",,0,"173,175",forest2,,0,,0,0,,
173,13,2,0,"171,172,176",-359,104,0,0,3,0,2,"0,0|0,0|0,0",,0,"171,172,176",road,,0,,0,0,,
174,13,2,0,"171,177",-722,-244,0,0,3,0,2,"0,0|0,0",,0,"171,177",road,,0,,0,0,,
175,13,2,0,"172,179",125,380,0,0,3,0,4,"0,0|0,0",,0,"172,179",forest,,0,,0,0,,
176,13,3,0,"173,180",158,-63,0,0,3,0,9,"0,0|0,0",,0,"173,180",forest2,,0,,0,0,,
177,13,2,0,"174,178",-392,-429,0,0,3,0,10,"0,0|0,0",,0,"174,178",airport,,0,,0,0,,
178,13,3,0,"177,181",33,-666,37,0,2,0,2,"0,0|0,0",,0,"177,181",road,,0,,0,0,,
179,13,2,0,"175,182",526,524,38,0,3,1,4,"0,0|0,0",,0,"175,182",forest,,0,,0,0,,
180,13,2,0,"176,182,183",632,-101,39,0,2,0,9,"0,0|0,0|0,0",,0,"176,182,183",forest2,,0,,0,0,,
181,13,2,0,"178,184",587,-596,40,0,2,1,2,"0,0|0,0",,0,"178,184",road,,0,,0,0,,
182,13,3,0,"179,180",932,278,0,0,3,0,9,"0,0|0,0",,0,"179,180",forest2,,0,,0,0,,
183,13,2,0,"180,184",973,-244,41,0,2,0,12,"0,0|0,0",,0,"180,184",village2,,0,,0,0,,
184,13,1,0,"183,181",1127,-542,42,0,2,0,12,"0,0|0,0",,0,"181,183",village2,,0,,0,0,,
185,14,1,0,186,-968,705,0,0,1,0,2,"0,0",,0,186,road,,0,,0,0,,
186,14,2,0,"185,187",-401,639,0,0,3,0,10,"0,0|0,0",,0,"185,187",airport,,0,,0,0,,
187,14,2,0,"186,191",-705,175,43,0,2,0,2,"0,0|0,0",,0,"186,191",road,,0,,0,0,,
188,14,3,0,"191,196",-556,-698,0,0,3,0,13,"0,0|0,0",,0,"191,196",abandonedvillage,,0,,0,0,,
189,14,2,0,"190,192",-141,994,0,0,3,1,2,"0,0|0,0",,0,"190,192",road,,0,,0,0,,
190,14,2,0,"189,193,194",-112,176,44,0,2,0,13,"0,0|0,0|0,0",,0,"189,193,194",abandonedvillage,,0,,0,0,,
191,14,2,0,"187,188,194",-285,-309,0,0,3,1,9,"0,0|0,0|0,0",,0,"187,188,194",forest2,,0,,0,0,,
192,14,3,0,"189,197",333,1090,45,0,3,0,10,"0,0|0,0",,0,"189,197",airport,,0,,0,0,,
193,14,3,0,"190,197",334,639,46,0,2,0,10,"0,0|0,0",,0,"190,197",airport,,0,,0,0,,
194,14,3,0,"190,191",444,150,0,0,3,0,11,"0,0|0,0",,0,"190,191",grasslands,,0,,0,0,,
195,0,2,0,199,-25,-706,0,0,2,0,4,"0,0",,0,199,forest,,0,,0,0,,
196,14,2,0,"188,200",-43,-973,47,0,2,0,1,"0,0|0,0",,0,"188,200",village,,0,,0,0,,
197,14,2,0,"192,193,198",817,414,48,0,2,0,11,"0,0|0,0|0,0",,0,"192,193,198",grasslands,,0,,0,0,,
198,14,2,0,"197,199,201",757,-109,0,0,3,0,12,"0,0|0,0|0,0",,0,"197,199,201",village2,,0,,0,0,,
199,14,1,0,198,459,-437,49,0,2,0,4,"0,0",,0,198,forest,,0,,0,0,,
200,14,2,0,"196,201",904,-829,0,0,3,1,14,"0,0|0,0",,0,"196,201",valley,,0,,0,0,,
201,14,3,0,"198,200",1222,-163,50,0,2,0,9,"0,0|0,0",,0,"198,200",forest2,,0,,0,0,,
202,15,1,0,"203,205,207",-1419,-1133,0,0,1,0,9,"0,0|0,0|0,0",,0,"203,205,207",forest2,,0,,0,0,,
203,15,2,0,"202,204",-636,-1173,0,0,3,0,11,"0,0|0,0",,0,"202,204",grasslands,,0,,0,0,,
204,15,3,0,"203,206",62,-1149,51,0,2,0,11,"0,0|0,0",,0,"203,206",grasslands,,0,,0,0,,
205,15,2,0,"202,206",-764,-545,0,0,3,0,2,"0,0|0,0",,0,"202,206",road,,0,,0,0,,
206,15,3,0,"205,204,209",-184,-642,51,0,2,1,2,"0,0|0,0|0,0",,0,"204,205,209",road,,0,,0,0,,
207,15,2,0,"202,346",-1463,-469,0,0,3,0,2,"0,0|0,0",,0,"202,346",road,,0,,0,0,,
208,15,3,0,"346,209",-1020,331,52,0,2,0,2,"0,0|0,0",,0,"209,346",road,,0,,0,0,,
209,15,3,0,"208,206,347",-363,-34,54,0,2,0,12,"0,0|0,0|0,0",,0,"206,208,347",village2,,0,,0,0,,
210,16,1,0,213,-1453,-1171,0,0,1,0,2,"0,0",,0,213,road,,0,,0,0,,
211,16,2,0,"212,214",-774,-551,0,0,3,1,2,"0,0|0,0",,0,"212,214",road,,0,,0,0,,
212,16,2,0,"211,215,213",-871,-978,55,0,3,0,11,"0,0|0,0|0,0",,0,"211,213,215",grasslands,,0,,0,0,,
213,16,2,0,"210,212",-896,-1507,0,0,3,0,2,"0,0|0,0",,0,"210,212",road,,0,,0,0,,
214,16,3,0,"217,215,211",-206,-630,56,0,2,0,2,"0,0|0,0|0,0",,0,"211,215,217",road,,0,,0,0,,
215,16,3,0,"214,216,212",-183,-1043,57,0,2,0,11,"0,0|0,0|0,0",,0,"212,214,216",grasslands,,0,,0,0,,
216,16,3,0,"215,218",-319,-1527,0,0,3,0,2,"0,0|0,0",,0,"215,218",road,,0,,0,0,,
217,16,2,0,"214,219",416,-602,0,0,3,0,2,"0,0|0,0",,0,"214,219",road,,0,,0,0,,
218,16,2,0,"216,219",311,-1482,0,0,3,1,9,"0,0|0,0",,0,"216,219",forest2,,0,,0,0,,
219,16,1,0,"217,218",826,-893,58,0,2,0,11,"0,0|0,0",,0,"217,218",grasslands,,0,,0,0,,
220,17,1,0,"221,222",-1503,622,0,0,1,0,11,"0,0|0,0",,0,"221,222",grasslands,,0,,0,0,,
221,17,2,0,"220,223",-1381,1159,0,0,3,0,14,"0,0|0,0",,0,"220,223",valley,,0,,0,0,,
222,17,2,0,"220,226",-1289,167,0,0,3,1,2,"0,0|0,0",,0,"220,226",road,,0,,0,0,,
223,17,3,0,"221,225,227",-1122,1553,59,0,2,0,14,"0,0|0,0|0,0",,0,"221,225,227",valley,,0,,0,0,,
224,17,1,0,"225,228",-958,699,60,0,2,0,11,"0,0|0,0",,0,"225,228",grasslands,,0,,0,0,,
225,17,2,0,"224,228,223",-745,1227,61,0,2,0,14,"0,0|0,0|0,0",,0,"223,224,228",valley,,0,,0,0,,
226,17,2,0,"222,228",-645,292,62,0,2,0,2,"0,0|0,0",,0,"222,228",road,,0,,0,0,,
227,17,3,0,"223,229,230",-101,1569,0,0,1,0,11,"0,0|0,0|0,0",,0,"223,229,230",grasslands,,0,,0,0,,
228,17,3,0,"225,224,226,229",-261,947,63,0,2,0,9,"0,0|0,0|0,0|0,0",,0,"224,225,226,229",forest2,,0,,0,0,,
229,17,2,0,"227,228",165,1006,64,0,2,0,2,"0,0|0,0",,0,"227,228",road,,0,,0,0,,
