id,duplicate_type,coin_type,campaign,sub,if_emergency,endless_mode,special_type,name,difficulty,exp_parameter,type,enemy_ai_type,win_turn,win_spot_id,special_spot_id,expect_enemy_die_num,expect_gun_die_num,expect_turn,boss_team_id,turn_duration,costbp,getcoin,getcoin_parameter,coin_ap,turn_limit,limit_gun_pool,limit_team,map_res_name,map_information,is_hide,is_snow,adaptive_gun,fog_length,fog_color,limit_equip_pool,draw_event_s_id,support_available,enemy_quickmove,expect_defend_line_turn,expect_hostage_num,title_logo,random_line_spot,order,reinforce_ally_team,reinforce_ally_turn,reinforce_ally_spot,ally_boss_team_id,ally_code,supply_parameter,drop_mission_key,close_missions,mission_group_id,mission_group_draw_event,open_mission_keys,mission_describe,force_type,round_config,color_change_type,color_change_number,color_change_result,spot_reset,draw_code,reset_drop_key_once,close_mission_control,limit_squad,open_mission_items,drop_mission_item,mapped_mission_id,branch_next_mission_id,win_type,medal_type_silver,drop_item_count,difficulty_recommend,difficulty_recommend_addendum,limit_sangvis,mission_tip,win_step,event_score,score_prize,drop_key_info,lose_type,fight_environment_group,environment_transform_config
11,0,0,1,1,1,0,0,进阶训练Ⅰ,700,20,2,3,0,159,153,4,0,3,32,360000000,0,0,0,0,0,,0,Chapter1_Y,"3000,2625|2563,2091|60,509",0,0,,,,,0,2,0,0,,,0,0,11,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,700;10,无妖精需求,4,,,,,,,,
12,0,0,1,2,1,0,0,进阶训练Ⅱ,800,21,2,3,0,170,166,4,0,4,36,360000000,0,0,0,0,0,,0,Chapter1_Y,"3000,2625|-2978,2562|216,302",0,0,,,,,0,2,0,0,,,0,0,12,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,800;12,无妖精需求,4,,,,,,,,
13,0,0,1,3,1,0,0,进阶训练Ⅲ,1000,22,2,3,0,184,179,6,0,4,42,360000000,0,0,0,0,0,,0,Chapter1_Y,"3000,2625|-3207,2455|138,-116",0,0,,,,,0,2,0,0,,,0,0,13,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,1000;14,无妖精需求,4,,,,,,,,
14,0,0,1,4,1,0,0,进阶训练Ⅳ,1400,23,2,3,0,199,192,8,0,5,49,360000000,0,0,0,0,0,15,0,Chapter1_Y,"3000,2625|-3485,-3106|0,0",0,0,,,,,557,2,0,0,,,0,0,14,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,1400;16,无妖精需求,4,,,,,,,,
15,0,0,2,1,0,0,0,追踪日志,1000,20,2,3,0,347,209,4,0,3,50,360000000,0,0,0,0,0,,0,Chapter2_Y,"4096,3584|3000,2615|-793,-474",0,0,,,,,0,2,0,0,,,0,0,15,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,1000;15,无妖精需求,4,,,,,,,,
16,0,0,2,2,0,0,0,紧急支援,1200,21,2,2,0,219,214,4,0,3,58,360000000,0,0,0,0,0,,0,Chapter2_Y,"4096,3584|3696,2200|-442,-947",0,0,,,,,0,2,0,0,,,0,0,16,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,1200;18,无妖精需求,4,,,,,,,,
17,0,0,2,3,0,0,0,调查敌情,1400,22,2,2,0,224,223,8,0,6,60,360000000,0,0,0,0,0,,0,Chapter2_Y,"4096,3584|4157,2455|23,803",0,0,,,,,0,2,0,0,,,0,0,17,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,1400;20,无妖精需求,4,,,,,,,,
18,0,0,2,4,0,0,0,采集数据,1600,23,2,3,0,243,244,6,0,4,70,360000000,0,0,0,0,0,,0,Chapter2_Y,"4096,3584|4059,-2128|0,973",0,0,,,,,0,2,0,0,,,0,0,18,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,1600;20,无妖精需求,4,,,,,,,,
19,0,0,2,5,0,0,0,额外委托,1800,24,2,3,0,259,256,4,0,3,78,360000000,0,0,0,0,0,,0,Chapter2_Y,"4096,3584|-3996,-4043|291,0",0,0,,,,,0,2,0,0,,,0,0,19,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,1800;20,无妖精需求,4,,,,,,,,
20,0,0,2,6,0,0,0,终止作战,2000,25,2,3,0,271,275,8,0,5,82,360000000,0,0,0,0,0,19,0,Chapter2_Y,"4096,3584|4096,3595|243,-182",0,0,,,,,558,2,0,0,,,0,0,20,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,"223,1,hardcoremelon;0",0,0,-1,,,0,,,,,2000;25,无妖精需求,4,对于站在敌方指挥部上不会移动的敌人，可以通过合围敌方指挥部来达成任务目标。,,,,,,,
21,0,0,2,1,1,0,0,战地样本Ⅰ,2000,25,2,3,0,281,280,8,0,5,87,360000000,0,0,0,0,0,,0,Chapter2_Y,"4096,3584|4157,2455|23,803",0,0,,,,,0,2,0,0,,,0,0,21,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,2000;25,无妖精需求,4,,,,,,,,
22,0,0,2,2,1,0,0,战地样本Ⅱ,2200,26,2,3,0,300,301,6,0,4,99,360000000,0,0,0,0,0,,0,Chapter2_Y,"4096,3584|4059,-2128|0,973",0,0,,,,,0,2,0,0,,,0,0,22,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,2200;25,无妖精需求,4,,,,,,,,
23,0,0,2,3,1,0,0,战地样本Ⅲ,2400,27,2,3,0,316,307,4,0,3,109,360000000,0,0,0,0,0,,0,Chapter2_Y,"4096,3584|-3996,-4043|291,0",0,0,,,,,0,2,0,0,,,0,0,23,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,2400;30,无妖精需求,4,,,,,,,,
24,0,0,2,4,1,0,0,战地样本Ⅳ,2800,28,2,3,0,328,332,8,0,5,115,360000000,0,0,0,0,0,19,0,Chapter2_Y,"4096,3584|4096,3595|243,-182",0,0,,,,,558,2,0,0,,,0,0,24,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,2800;35,无妖精需求,4,,,,,,,,
25,0,0,3,1,0,0,0,打通入口,2200,25,2,2,0,356,356,6,0,4,118,360000000,0,0,0,0,0,,0,Chapter3_Y,"3724,3265|4209,2266|0,739",0,0,,,,,0,2,0,0,,,0,0,25,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,2200;25,无妖精需求,4,,,,,,,,
26,0,0,3,2,0,0,0,截获情报,2600,26,2,3,0,367,367,7,0,4,122,360000000,0,0,0,0,0,,0,Chapter3_Y,"3724,3265|3190,2465|511,-652",0,0,,,,,0,2,0,0,,,0,0,26,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,2600;28,无妖精需求,4,,,,,,,,
27,0,0,3,3,0,0,0,秘密支援,3200,27,2,3,0,371,371,8,0,4,124,360000000,0,0,0,0,0,,0,Chapter3_Y,"3724,3265|3823,2593|-95,489",0,0,,,,,0,2,0,0,,,0,0,27,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,3200;34,无妖精需求,4,,,,,,,,
28,0,0,3,4,0,0,0,防御作战,3500,28,2,2,0,395,395,6,0,3,131,360000000,0,0,0,0,0,,0,Chapter3_Y,"3724,3265|3854,2365|173,-767",0,0,,,,,0,2,0,0,,,0,0,28,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,3500;36,无妖精需求,4,,,,,,,,
29,0,0,3,5,0,0,0,快速反击,3800,29,2,3,0,413,413,9,0,4,136,360000000,0,0,0,0,0,,0,Chapter3_Y,"3724,3265|4043,3245|-89,0",0,0,,,,,0,2,0,0,,,0,0,29,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,3800;38,无妖精需求,4,,,,,,,,
30,0,0,3,6,0,0,0,禁止狩猎,4200,30,2,3,0,425,425,16,0,6,139,360000000,0,0,0,0,0,108,0,Chapter3_Y,"3724,3265|4214,3617|-5,-70",0,0,,,,,559,2,0,0,,,0,0,30,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,"224,1,hardcoremelon;0",0,0,-1,,,0,,,,,4200;40,无妖精需求,4,,,,,,,,
31,0,0,3,1,1,0,0,回收数据Ⅰ,4200,30,2,3,0,438,438,6,0,3,142,360000000,0,0,0,0,0,,0,Chapter3_Y,"3724,3265|3823,2593|-95,489",0,0,,,,,0,2,0,0,,,0,0,31,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,4200;40,无妖精需求,4,,,,,,,,
32,0,0,3,2,1,0,0,回收数据Ⅱ,4500,31,2,3,0,462,462,6,0,3,149,360000000,0,0,0,0,0,,0,Chapter3_Y,"3724,3265|3854,2365|173,-767",0,0,,,,,0,2,0,0,,,0,0,32,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,4500;44,无妖精需求,4,,,,,,,,
33,0,0,3,3,1,0,0,回收数据Ⅲ,4800,32,2,3,0,480,480,9,0,4,154,360000000,0,0,0,0,0,,0,Chapter3_Y,"3724,3265|4043,3245|-89,0",0,0,,,,,0,2,0,0,,,0,0,33,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,4800;46,无妖精需求,4,,,,,,,,
34,0,0,3,4,1,0,0,回收数据Ⅳ,5200,33,2,3,0,492,492,16,0,6,157,360000000,0,0,0,0,0,108,0,Chapter3_Y,"3724,3265|4214,3617|-5,-70",0,0,,,,,559,2,0,0,,,0,0,34,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,5200;50,无妖精需求,4,,,,,,,,
35,0,0,4,1,0,0,0,协助佣兵,4400,30,2,3,0,509,509,6,0,2,161,360000000,0,0,0,0,0,,0,Chapter4_Y,"3770,3299|1904,2849|-1225,-476",0,0,,,,,0,2,0,0,,,0,0,35,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,4400;40,无妖精需求,4,,,,,,,,
36,0,0,4,2,0,0,0,切断增援,4600,31,2,3,0,519,519,5,0,3,165,360000000,0,0,0,0,0,,0,Chapter4_Y,"3770,3299|2689,-2087|-755,-862",0,0,,,,,0,2,0,0,,,0,0,36,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,4600;45,无妖精需求,4,,,,,,,,
37,0,0,4,3,0,0,0,突破阵线,4800,32,2,3,0,544,544,9,0,5,171,360000000,0,0,0,0,0,,0,Chapter4_Y,"3770,3299|4249,2157|0,813",0,0,,,,,0,2,0,0,,,0,0,37,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,4800;48,无妖精需求,4,,,,,,,,
38,0,0,4,4,0,0,0,搜索同伴,5200,33,2,3,0,558,558,10,0,5,176,360000000,0,0,0,0,0,,0,Chapter4_Y,"3770,3299|2917,3076|669,350",0,0,,,,,0,2,0,0,,,0,0,38,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,5200;50,无妖精需求,4,,,,,,,,
39,0,0,4,5,0,0,0,定位坐标,5500,34,2,3,0,581,581,8,0,4,183,360000000,0,0,0,0,0,,0,Chapter4_Y,"3770,3299|3409,3321|-423,-240",0,0,,,,,0,2,0,0,,,0,0,39,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,5500;53,无妖精需求,4,,,,,,,,
40,0,0,4,6,0,0,0,平息干扰,6000,35,2,3,0,604,604,12,0,8,192,360000000,0,0,0,0,0,38,0,Chapter4_Y,"3770,3299|4257,3799|0,0",0,0,,,,,560,2,0,0,,,0,0,40,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,"225,1,hardcoremelon;0",0,0,-1,,,0,,,,,6000;55,无妖精需求,4,,,,,,,,
41,0,0,4,1,1,0,0,记忆回溯Ⅰ,5800,35,2,3,0,625,625,9,0,4,197,360000000,0,0,0,0,0,,0,Chapter4_Y,"3770,3299|4249,2157|0,813",0,0,,,,,0,2,0,0,,,0,0,41,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,5800;55,无妖精需求,4,,,,,,,,
42,0,0,4,2,1,0,0,记忆回溯Ⅱ,6100,36,2,3,0,639,639,10,0,5,202,360000000,0,0,0,0,0,,0,Chapter4_Y,"3770,3299|2917,3076|669,350",0,0,,,,,0,2,0,0,,,0,0,42,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,6100;58,无妖精需求,4,,,,,,,,
43,0,0,4,3,1,0,0,记忆回溯Ⅲ,6400,37,2,3,0,662,662,8,0,4,209,360000000,0,0,0,0,0,,0,Chapter4_Y,"3770,3299|3409,3321|-423,-240",0,0,,,,,0,2,0,0,,,0,0,43,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,6400;60,无妖精需求,4,,,,,,,,
44,0,0,4,4,1,0,0,记忆回溯Ⅳ,7000,38,2,3,0,686,686,12,0,7,218,360000000,0,0,0,0,0,38,0,Chapter4_Y,"3770,3299|4257,3799|0,0",0,0,,,,,560,2,0,0,,,0,0,44,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,7000;65,无妖精需求,4,,,,,,,,
45,0,0,5,1,0,0,0,参加演习,6200,35,2,3,0,699,699,11,0,4,262,360000000,0,0,0,0,0,,0,Chapter5_Y,"7094,6098|3419,2141|1887,-2106",0,0,,,,,0,2,0,0,,,0,0,45,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,6200;60,无妖精需求,4,,,,,,,,
46,0,0,5,2,0,0,0,抵挡突袭,6400,36,2,3,0,718,0,7,0,3,264,360000000,0,0,0,0,0,,0,Chapter5_Y,"4096,3475|3217,3692|2524,783",0,0,,,,,0,2,0,0,,,0,0,46,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,6400;60,无妖精需求,4,,,,,,,,
47,0,0,5,3,0,0,0,反戈一击,6700,37,2,3,0,732,0,12,0,4,268,360000000,0,0,0,0,0,,0,Chapter5_Y,"4096,3475|4144,2303|115,0",0,0,,,,,0,2,0,0,,,0,0,47,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,6700;63,无妖精需求,4,,,,,,,,
48,0,0,5,4,0,0,0,保证撤离,7000,38,2,3,0,763,0,10,0,3,277,360000000,0,0,0,0,0,,0,Chapter5_Y,"6805,6168|4103,2603|1596,1802",0,0,,,,,0,2,0,0,,,0,0,48,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,7000;65,无妖精需求,4,,,,,,,,
49,0,0,5,5,0,0,0,内部现象,7500,39,2,3,0,777,0,14,0,6,282,360000000,0,0,0,0,0,,0,Chapter5_Y,"4545,4357|2079,3899|-1478,-196",0,0,,,,,0,2,0,0,,,0,0,49,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,7500;65,无妖精需求,4,,,,,,,,
50,0,0,5,6,0,0,0,追击密令,8500,40,2,3,0,826,0,16,0,6,377,360000000,0,0,0,0,0,79,0,Chapter5_Y,"4656,3951|4001,3647|-575,393",0,0,,,,,561,2,0,0,,,0,0,50,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,"226,1,hardcoremelon;0",0,0,-1,,,0,,,,,8500;70,无妖精需求,4,,,,,,,,
51,0,0,5,1,1,0,0,谜题破解Ⅰ,8500,40,2,3,0,838,0,10,0,4,386,360000000,0,0,0,0,0,,0,Chapter5_Y,"4096,3475|4144,2303|115,0",0,0,,,,,0,2,0,0,,,0,0,51,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,8500;70,无妖精需求,4,,,,,,,,
52,0,0,5,2,1,0,0,谜题破解Ⅱ,8800,41,2,3,0,869,0,10,0,2,399,360000000,0,0,0,0,0,,0,Chapter5_Y,"4096,3475|4103,2603|1596,1802",0,0,,,,,0,2,0,0,,,0,0,52,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,8800;74,无妖精需求,4,,,,,,,,
53,0,0,5,3,1,0,0,谜题破解Ⅲ,9200,42,2,3,0,883,0,12,0,4,409,360000000,0,0,0,0,0,,0,Chapter5_Y,"4096,3475|2079,3899|-1478,-196",0,0,,,,,0,2,0,0,,,0,0,53,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,9200;76,无妖精需求,4,,,,,,,,
54,0,0,5,4,1,0,0,谜题破解Ⅳ,9600,43,2,3,0,932,0,14,0,5,413,360000000,0,0,0,0,0,79,0,Chapter5_Y,"4656,3951|4001,3647|-575,393",0,0,,,,,561,2,0,0,,,0,0,54,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,9600;80,无妖精需求,4,,,,,,,,
55,0,0,6,1,0,0,0,内格夫小队,9000,40,2,3,0,1523,0,8,0,4,614,360000000,0,0,0,0,0,,0,Chapter6_Y,"5000,4688|3330,2340|-778,-1332",0,0,,,,,0,2,0,0,,,0,0,55,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,9000;70,无妖精需求,4,,,,,,,,
56,0,0,6,2,0,0,0,双重救援,9500,41,2,3,0,1537,0,8,0,4,619,360000000,0,0,0,0,0,,0,Chapter6_Y,"5000,4688|3520,2359|779,-1414",0,0,,,,,0,2,0,0,,,0,0,56,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,9500;72,无妖精需求,4,,,,,,,,
57,0,0,6,3,0,0,0,重逢,10000,42,2,3,0,1542,0,7,0,4,624,360000000,0,0,0,0,0,,0,Chapter6_Y,"5000,4688|-2442,2636|1004,792",0,0,,,,,0,2,0,0,,,0,0,57,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,10000;74,无妖精需求,4,,,,,,,,
58,0,0,6,4,0,0,0,监禁者,11000,43,2,3,0,1569,0,10,0,5,629,360000000,0,0,0,0,0,,0,Chapter6_Y,"5000,4688|3474,3417|-843,-808",0,0,,,,,0,2,0,0,,,0,0,58,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,11000;76,无妖精需求,4,,,,,,,,
59,0,0,6,5,0,0,0,意志,12000,44,2,3,0,1570,0,11,0,4,635,360000000,0,0,0,0,0,,0,Chapter6_Y,"5000,4688|3577,3544|-918,493",0,0,,,,,0,2,0,0,,,0,0,59,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,12000;78,无妖精需求,4,,,,,,,,
60,0,0,6,6,0,0,0,迟来的告别,13000,45,2,3,0,1633,0,11,0,4,641,360000000,0,0,0,0,0,35,0,Chapter6_Y,"4000,3751|4500,3667|17,283",0,0,,,,,562,2,0,0,,,0,0,60,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,"227,1,hardcoremelon;0",0,0,-1,,,0,,,,,13000;80,无妖精需求,4,如果战役中途感觉战损过大难以继续攻略，请注意合理利用IOP特别服务赠送的资源，强化梯队的战斗力以后再来进行挑战。,,,,,,,
61,0,0,6,1,1,0,0,最后愿望Ⅰ,12000,45,2,3,0,1649,0,8,0,3,647,360000000,0,0,0,0,0,,0,Chapter6_Y,"5000,4688|2726,3462|1093,-494",0,0,,,,,0,2,0,0,,,0,0,61,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,12000;82,无妖精需求,4,,,,,,,,
62,0,0,6,2,1,0,0,最后愿望Ⅱ,13000,45,2,3,0,1683,0,13,0,5,652,360000000,0,0,0,0,0,,0,Chapter6_Y,"5000,4688|3538,-4208|-821,480",0,0,,,,,0,2,0,0,,,0,0,62,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,13000;84,无妖精需求,4,,,,,,,,
63,0,0,6,3,1,0,0,最后愿望Ⅲ,14000,46,2,3,0,1705,0,12,0,4,658,360000000,0,0,0,0,0,,0,Chapter6_Y,"5000,4688|4674,-3457|0,-745",0,0,,,,,0,2,0,0,,,0,0,63,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,14000;86,无妖精需求,4,,,,,,,,
64,0,0,6,4,1,0,0,最后愿望Ⅳ,15000,47,2,3,0,1736,0,14,0,7,664,360000000,0,0,0,0,0,35,0,Chapter6_Y,"4000,3751|4500,4251|0,0",0,0,,,,,562,2,0,0,,,0,0,64,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,15000;90,无妖精需求,4,,,,,,,,
65,0,0,7,1,0,0,0,新工作,13000,45,2,2,0,1839,0,7,0,3,754,360000000,0,0,0,0,0,,0,Chapter7_Y,"7080,6194|3810,2718|1872,-1993",0,0,,,,,0,2,0,0,,,0,0,65,0,0,0,,,0,,0,,,,0,"1:1,2:2,3:3",0,0,0,0,0,0,0,-1,,,0,,,,,13000;80,无妖精需求,4,,,,,,,,
