id,type,target,parameter,buff_id,is_buff_type
107003,7,1,4,437,0
107004,6,1,4,437,0
107702,6,1,2,355,0
107704,7,1,1,355,0
107705,6,1,15,356,0
107706,6,1,2,360,0
107707,7,1,1,358,0
107708,6,1,1,359,0
107709,6,1,1,357,0
107710,7,1,14,356,0
107711,6,1,1,361,0
107712,6,1,1,363,0
107713,6,1,1,363,0
107714,6,1,1,357,0
107715,7,1,1,357,0
107804,6,1,1,234,0
107806,6,1,1,238,0
107807,6,1,1,237,0
107902,6,1,1,241,0
107905,6,1,1,244,0
107908,6,1,18,243,0
108004,6,1,3,248,0
108005,6,1,1,248,0
108304,3,2,50,0,0
108402,7,1,1,144,0
108403,6,1,1,144,0
108502,7,1,1,151,0
108503,6,1,1,151,0
108603,6,1,1,152,0
108604,6,1,1,154,0
108605,6,1,1,155,0
108606,6,1,1,156,0
108702,6,1,1,301,0
108703,6,1,1,157,0
108704,7,1,1,301,0
108801,7,1,1,166,0
108802,7,1,1,166,0
108804,6,1,1,166,0
108805,6,1,1,167,0
108806,7,1,1,168,0
109002,6,1,3,187,0
109003,6,1,3,188,0
109004,6,1,3,189,0
109203,6,1,1,460,0
109205,6,1,1,462,0
109206,2,1,90,0,0
109207,2,1,80,0,0
109208,2,1,70,0,0
109209,2,1,60,0,0
109210,2,1,50,0,0
109211,2,1,40,0,0
109212,2,1,30,0,0
109213,2,1,20,0,0
109214,2,1,10,0,0
109215,2,1,5,0,0
109216,6,1,1,463,0
109217,6,1,1,464,0
109218,6,1,1,465,0
109219,6,1,1,466,0
109220,6,1,1,467,0
109221,6,1,1,468,0
109222,6,1,1,469,0
109223,6,1,1,470,0
109224,6,1,1,471,0
109225,6,1,1,472,0
109402,6,1,1,198,0
109403,7,1,1,198,0
109408,7,1,1,460,0
109409,6,1,2,460,0
109602,6,1,1,905,0
109603,6,1,1,904,0
109702,6,1,1,397,0
110002,7,1,1,999,0
110003,6,1,1,999,0
110006,6,1,2,904,0
110007,6,1,1,904,0
110008,6,1,1,909,0
110009,6,1,1,908,0
110010,7,1,1,904,0
110011,6,1,15,911,0
110012,6,1,1,912,0
110013,7,1,14,911,0
110014,7,1,1,912,0
110015,6,1,99,914,0
110017,6,1,5,3428,0
110019,6,1,1,922,0
110020,7,1,1,922,0
110023,6,1,1,925,0
110024,6,1,1,926,0
110025,6,1,1,929,0
110026,6,1,1,931,0
110043,7,1,1,948,0
110044,6,1,1,948,0
110050,6,1,1,945,0
110052,6,1,1,502,0
110053,6,1,1,503,0
110054,6,1,1,504,0
110055,6,1,1,505,0
110056,6,1,5,579,0
110057,7,1,4,579,0
110058,6,1,4,579,0
110060,9,1,0,0,0
110061,7,1,1,582,0
110063,6,1,1,583,0
110064,6,1,1,585,0
110065,7,1,1,583,0
110069,6,1,1,589,0
110070,6,1,1,595,0
110071,6,1,1,594,0
110072,6,1,1,596,0
110073,6,1,1,592,0
110076,6,1,1,598,0
110077,7,1,1,597,0
110079,6,1,1,581,0
110080,6,1,1,600,0
110082,6,1,1,857,0
110083,6,1,1,858,0
110088,7,1,1,860,0
110089,6,1,1,860,0
110092,6,1,1,862,0
110093,6,1,1,864,0
110095,6,1,1,865,0
110103,6,1,1,867,0
110105,6,1,1,887,0
110302,13,1,5,0,0
110304,6,1,1,888,0
110306,7,1,1,888,0
110401,6,1,1,878,0
110502,6,1,6,883,0
110503,6,1,1,883,0
110504,6,1,1,884,0
110505,6,1,3,886,0
110506,6,1,1,886,0
110702,7,1,1,897,0
110713,6,2,1,1100,0
110802,7,1,1,898,0
110803,6,1,1,898,0
110905,18,1,1050,0,0
111102,6,1,1,1337,0
111202,6,1,1,900,0
111203,6,1,2,900,0
111204,6,1,3,900,0
111402,6,1,1,1361,0
111403,7,1,1,1365,0
111404,6,1,1,1364,0
111504,18,1,1051,0,0
111506,6,1,1,1377,0
111507,7,1,1,1377,0
111508,6,1,1,1378,0
111509,18,1,1052,0,0
111510,18,1,1053,0,0
111511,18,1,1054,0,0
111602,7,1,1,1405,0
111603,6,1,1,1405,0
111701,6,1,1,1406,0
111702,6,1,1,1427,0
111703,6,1,1,1408,0
111704,18,1,1064,0,0
111705,18,1,1065,0,0
111706,18,1,1066,0,0
111707,18,1,1063,0,0
111711,18,1,1081,0,0
111803,6,1,1,1426,0
111804,6,2,2,1409,0
111805,6,2,1,1421,0
111806,6,2,2,1409,0
111906,6,1,1,1416,0
111907,6,1,1,1417,0
111908,6,1,1,1418,0
112003,7,2,1,1422,0
112004,6,2,1,1425,0
112102,6,1,1,1424,0
112202,7,1,1,1448,0
112203,6,1,1,1448,0
112204,6,1,1,1451,0
112205,6,1,1,1452,0
112206,18,1,1134,0,0
112207,18,1,1135,0,0
112208,18,1,1136,0,0
112209,18,1,1133,0,0
112402,6,1,2,187,0
112403,6,1,2,188,0
112504,6,1,2,3121,0
112602,7,1,1,3124,0
112603,6,1,1,3124,0
112605,6,1,1,3126,0
112608,6,1,1,3127,0
112610,7,2,1,3129,0
112801,6,1,1,3185,0
112802,7,1,1,3131,0
112803,6,1,1,3131,0
112804,6,1,2,3131,0
112903,7,1,1,3133,0
112904,6,1,2,3133,0
112905,6,1,1,3132,0
113002,7,1,1,3138,0
113003,6,1,1,3138,0
113102,6,1,1,3165,0
113103,7,1,1,3165,0
113203,6,1,1,4048,0
113204,6,1,1,4049,0
113403,6,1,5,4069,0
113404,7,1,4,4069,0
113405,6,1,4,4069,0
113502,7,1,1,4070,0
113503,6,1,1,4070,0
113504,6,1,2,4070,0
113602,7,1,1,4072,0
113603,6,1,1,4072,0
113802,7,1,1,4075,0
113804,6,1,1,4076,0
113805,6,1,1,4078,0
113806,6,1,1,4075,0
114002,6,1,1,4109,0
114003,7,1,1,4109,0
115602,6,1,1,4156,0
115603,6,1,1,4153,0
115604,6,1,1,4154,0
115605,6,1,1,4155,0
115703,7,1,1,4163,0
115704,6,1,1,4163,0
115801,6,1,8,301,0
115802,7,1,8,301,0
115803,7,1,1,4162,0
115903,6,1,1,4158,0
115905,6,1,1,4161,0
116002,6,1,1,4226,0
116003,7,1,1,4226,0
116004,6,1,1,4227,0
116102,6,1,1,4239,0
116103,6,1,3,4239,0
116104,7,1,1,4240,0
116105,6,1,4,4239,0
116106,6,1,2,4240,0
116107,18,1,1556,0,0
116108,18,1,1557,0,0
116109,18,1,1558,0,0
116110,18,1,1559,0,0
116111,18,1,1560,0,0
116112,18,1,1561,0,0
116113,18,1,1562,0,0
116114,18,1,1563,0,0
116115,18,1,1564,0,0
116116,18,1,1565,0,0
116117,18,1,1566,0,0
116118,18,1,1567,0,0
116119,18,1,1568,0,0
116120,18,1,1569,0,0
116121,18,1,1570,0,0
116122,18,1,1571,0,0
116123,18,1,1572,0,0
116124,18,1,1573,0,0
116125,18,1,1574,0,0
116126,18,1,1575,0,0
116127,18,1,1576,0,0
116128,18,1,1577,0,0
116129,18,1,1578,0,0
116130,18,1,1579,0,0
116131,18,1,1580,0,0
116132,18,1,1581,0,0
116133,18,1,1582,0,0
116134,18,1,1583,0,0
116135,18,1,1584,0,0
116136,18,1,1585,0,0
116201,6,1,1,4300,0
116302,6,1,1,4315,0
116309,18,1,1656,0,0
116310,6,1,1,4328,0
116402,7,1,1,4430,0
116503,7,1,1,4397,0
116504,6,1,1,4396,0
116505,6,1,1,4399,0
116506,6,1,1,4397,0
116507,6,1,1,4398,0
116508,7,1,1,4398,0
116518,6,1,1,445301,0
116519,6,1,1,445401,0
116701,18,1,1721,0,0
116702,6,1,1,4392,0
116703,7,1,1,4392,0
116704,18,1,1733,0,0
116705,7,1,1,4410,0
116706,6,1,1,4410,0
116707,18,1,1777,0,0
116708,18,1,1778,0,0
116709,18,1,1779,0,0
116710,18,1,1780,0,0
116801,6,1,1,4413,0
116803,6,1,1,4414,0
116804,7,1,1,4414,0
116805,6,1,1,4416,0
117304,6,1,2,4474,0
117404,6,1,3,4478,0
117435,6,1,1,4503,0
117501,6,1,3,4500,0
117504,6,1,1,1201,0
117603,6,1,1,4558,0
117604,6,1,1,4584,0
117605,6,1,1,4588,0
117606,6,1,1,4589,0
117608,6,1,1,4590,0
117609,6,1,1,4591,0
117610,6,1,1,4592,0
117611,6,1,1,4593,0
117612,6,1,1,4594,0
117613,6,1,1,4595,0
117614,6,1,1,4596,0
117615,7,1,1,4598,0
117616,7,1,1,4599,0
117617,7,1,1,4600,0
117618,7,1,1,4601,0
117619,6,1,1,4606,0
117634,6,1,1,4604,0
117635,6,1,1,4605,0
117636,6,1,1,4609,0
117637,6,1,1,4586,0
117638,6,1,1,4607,0
117701,7,1,1,4532,0
117702,7,1,3,4532,0
117703,7,1,5,4532,0
117704,7,1,6,4532,0
117705,7,1,1,4533,0
117707,6,1,1,4511,0
117716,6,1,1,4520,0
117717,6,1,1,4521,0
117718,6,1,1,4522,0
117719,6,1,1,4523,0
117720,6,1,1,4524,0
117721,6,1,1,4525,0
117722,2,1,70,0,0
117723,2,1,40,0,0
117724,7,1,1,4533,0
117725,6,2,1,4536,0
117726,6,1,1,4537,0
117727,6,1,1,4539,0
117732,6,1,2,4572,0
117733,6,1,1,4571,0
117734,6,1,1,4511,0
117735,6,1,1,4573,0
117737,18,1,1941,0,0
117738,6,1,1,4568,0
117803,6,1,1,4542,0
117901,6,1,1,4611,0
117903,7,1,1,4611,0
118002,6,1,1,4619,0
118003,6,1,6,4619,0
118004,6,1,4,4619,0
118005,6,1,1,4621,0
118006,6,1,1,4623,0
118007,6,1,10,4619,0
118009,6,1,1,4620,0
118010,6,1,1,4622,0
118011,6,1,8,4619,0
118012,7,1,10,4619,0
118104,6,1,1,4648,0
118108,7,1,1,4650,0
118109,6,1,1,4650,0
118111,7,1,1,4652,0
118117,6,1,1,4649,0
118126,6,1,1,4658,0
118147,6,1,1,4711,0
118159,6,1,1,4713,0
118160,7,1,1,4713,0
118163,6,1,1,4731,0
118164,7,1,1,4731,0
118171,6,1,1,4728,0
118310,6,1,1,4719,0
118402,6,2,1,4708,0
119002,7,1,1,4681,0
119003,6,1,1,4681,0
119004,6,1,1,4682,0
119030,6,1,1,4732,0
119104,6,1,1,4685,0
119105,6,1,1,4688,0
119106,6,1,1,4685,0
119202,7,1,1,4735,0
119203,6,1,1,4739,0
119204,6,1,1,4735,0
119205,6,1,1,4758,0
119207,18,1,2093,0,0
119208,6,1,1,4757,0
119211,6,1,1,4761,0
119302,7,1,1,4737,0
119303,6,1,1,4737,0
119305,6,1,1,4756,0
119307,18,1,2094,0,0
119309,6,1,1,4755,0
120001,6,1,1,1201,0
120002,6,1,1,1202,0
120003,6,1,1,1203,0
120004,6,1,1,1204,0
120005,6,1,1,1206,0
120006,6,1,1,1208,0
120008,6,1,1,1210,0
120009,7,1,1,1207,0
120010,6,1,1,1207,0
120011,6,1,1,1216,0
120100,6,1,1,120106,0
120101,6,1,1,120101,0
120102,7,1,2,120102,0
120103,7,1,2,120103,0
120104,7,1,2,120104,0
120107,6,1,1,120102,0
120108,6,1,1,120103,0
120109,6,1,1,120104,0
120110,6,1,1,120105,0
120111,7,1,2,120105,0
120112,7,1,3,120111,0
120113,7,1,2,120111,0
120114,7,1,1,120111,0
120115,7,1,0,120111,0
190102,6,1,4,4232,0
190301,6,1,1,4290,0
190401,7,1,5,3300,0
190402,6,1,5,3300,0
200102,6,1,2,111,0
200201,7,1,1,301,0
200202,18,1,1083,0,0
200203,18,1,1084,0,0
200204,18,1,1085,0,0
200205,18,1,1086,0,0
200301,9,1,0,0,0
200302,2,1,5,0,0
200401,8,1,6,0,0
200402,8,1,"10051,10052,10056,10057,10058,10059,10060,10065,10070,10071,10072,10073,10077,10078,10082,10083,10084,10085,10086",0,0
200403,8,1,"10056,10059,10060,10065,10070,10071,10072,10073,10077,10078,10082,10083,10084,10085,10086,10087",0,0
200404,8,1,"10051,10052,10056,10057,10058,10059,10060,10065,10070,10071,10072,10073,10077,10078,10082,10083,10084,10085,10086",0,0
200405,8,1,"10053,10054,10055,10056,10060,10065,10070,10071,10072,10073,10077,10078,10082,10083,10084,10085,10086",0,0
200406,8,1,"10061,10064,10073,10074,10075,10076,10077,10082,10083,10084,10085,10086",0,0
200407,8,1,"10061,10064,10073,10074,10075,10076,10077,10082,10083,10084,10085,10086",0,0
200411,8,1,"10030,10031,10032,10033,10034,10035,10036,10037,10038,10039,10040,10041,10042",0,0
200412,8,1,"95,96,97,98,99,100,101,102,103,104",0,0
200413,8,1,"97,98,99,100,101,102,103,104",0,0
200414,8,1,"10120,10121,10122,10123,10124,10125,10126,10127,10128,10129,10132,10135,10136,10137,10142,10138,10143,10139,10141,10144,10155",0,0
200415,8,1,10120,0,0
200416,8,1,"10120,10123,10124",0,0
200417,8,1,"10125,10127,10128,10129,10106,10108,10109,10110,10111,10113,10114,10115,10116,10117,10118,10132,10135,10136,10137,10142,10138,10143,10139,10141,10144",0,0
200418,8,1,"10120,10121,10122,10123,10124,10125,10126,10127,10128,10129",0,0
200419,8,1,10120,0,0
200420,8,1,"10120,10117,10155",0,0
200421,8,1,"10120,10124",0,0
200422,8,1,"10122,10123,10124,10125,10126,10127,10128,10129,10155",0,0
200423,8,1,"10125,10127,10128,10129,10113,10114,10115,10116,10117,10118,10155",0,0
200424,8,1,10126,0,0
200425,8,1,"10125,10127,10128,10129,10117,10118,10132,10135,10136,10137,10142,10138,10143,10139,10141,10144",0,0
200426,8,1,"10131,10133,10134,10135,10136,10137,10142,10138,10143,10139,10140,10141,10144",0,0
200427,8,1,10117,0,0
200428,8,1,"10043,10044,10045,10046,10047,10048,10049,10050,10106,10108",0,0
200429,8,1,"10144,10155",0,0
200430,8,1,"10144,10155",0,0
200431,8,1,"10030,10031,10032,10033,10034,10035,10036,10037,10038,10039,10040,10041,10042",0,0
200432,8,1,"97,98,99,100,101,102,103,104",0,0
200451,8,1,"10030,10031,10032,10033,10034,10035,10036,10037,10038,10039,10040,10041,10042",0,0
200464,8,1,"85,86,87,88,89,90,91,92,93,94",0,0
200474,8,1,"85,86,87,88,89,90,91,92,93,94",0,0
200484,8,1,"5,6,7,8,9,10",0,0
200485,8,1,"10043,10044,10045,10046,10047,10048,10049,10050",0,0
200486,8,1,"10043,10044,10045,10046,10047,10048,10049,10050",0,0
200487,8,1,"10043,10044,10045,10046,10047,10048,10049,10050",0,0
201001,8,1,"10194,10210,10211,10228,10245,10249,10253,10258,10259,10265,10271,10272,10273",0,0
201002,8,1,"10194,10206,10208,10221,10223,10225,10236,10238,10239,10245,10249,10253,10256,10257,10262,10263,10264,10268,10269,10270,10271,10272,10273",0,0
201003,8,1,"10194,10210,10211,10228,10245,10249,10253,10258,10259,10265,10271,10272,10273",0,0
201004,8,1,"10194,10206,10208,10221,10223,10225,10236,10238,10239,10245,10249,10253,10256,10257,10262,10263,10264,10268,10269,10270,10271,10272,10273",0,0
201005,8,1,"10196,10199,10214,10217,10231,10233,10245,10249,10253,10254,10255,10260,10261,10266,10267,10271,10271,10272,10273",0,0
201007,8,1,"10223,10236,10239,10264,10268,10270",0,0
201431,8,1,"105,106,107,108,109,110,111,112,113,114",0,0
201434,8,1,114,0,0
202001,8,1,"10299,10344,10301,10345,10303,10346,10309,10349,10312,10350,10342,10365,10321,10353,10323,10354,10325,10355,10327,10356,10329,10331,10332,10334,10339,10340,10357,10358,10359,10360,10363,10364",0,0
202002,8,1,"10295,10343,10299,10344,10301,10345,10305,10347,10317,10352,10342,10365,10329,10331,10332,10334,10339,10340,10357,10358,10359,10360,10363,10364",0,0
202003,8,1,"10295,10343,10301,10345,10305,10347,10317,10352,10342,10365,10329,10331,10332,10334,10339,10340,10357,10358,10359,10360,10363,10364",0,0
202004,8,1,"10295,10343,10301,10345,10305,10347,10317,10352,10342,10365,10329,10331,10332,10334,10339,10340,10357,10358,10359,10360,10363,10364",0,0
202005,8,1,"10295,10343,10299,10344,10301,10345,10305,10347,10342,10365,10317,10352,10329,10331,10332,10334,10339,10340,10357,10358,10359,10360,10363,10364",0,0
202006,8,1,"10299,10344,10301,10345,10303,10346,10309,10349,10342,10365,10321,10353,10323,10354,10325,10355,10327,10356,10329,10331,10332,10334,10339,10340,10357,10358,10359,10360,10363,10364",0,0
202007,8,1,"10299,10344,10303,10346,10309,10349,10317,10352,10329,10331,10332,10334,10339,10340,10357,10358,10359,10360,10363,10364",0,0
202008,8,1,"10299,10344,10303,10346,10309,10349,10342,10365,10329,10331,10332,10334,10339,10340,10357,10358,10359,10360,10363,10364",0,0
202009,8,1,"10303,10346,10342,10365",0,0
202010,8,1,"10299,10344,10307,10348,10342,10365",0,0
202011,8,1,"10307,10348,10351,10314,10342,10365",0,0
202012,8,1,"10307,10348,10314,10351,10342,10365",0,0
202013,8,1,"10307,10348,10314,10351,10342,10365",0,0
300105,6,1,1,301,0
300106,6,1,1,301,0
300107,6,1,1,301,0
300108,6,1,1,307,0
300109,6,1,1,306,0
300110,6,1,1,301,0
300113,6,1,8,327,0
300118,6,1,99,1370,0
300120,6,1,1,1399,0
300201,7,1,1,301,0
300203,7,1,1,301,0
300205,18,1,1047,0,0
300206,7,1,1,1367,0
300301,6,1,1,988,0
300309,6,1,1,310,0
300310,7,1,1,310,0
300319,6,1,1,310,0
300320,7,1,1,310,0
300701,6,1,1,301,0
300801,6,1,1,308,0
300802,7,1,1,308,0
300905,18,1,1613,0,0
300906,18,1,1614,0,0
300907,18,1,1615,0,0
300908,18,1,1616,0,0
300909,18,1,1617,0,0
300910,18,1,1618,0,0
300911,18,1,1619,0,0
301003,6,1,1,0,0
301004,6,1,1,0,0
301401,6,1,1,302,0
301402,6,1,1,303,0
301502,6,1,3,305,0
301503,6,1,3,305,0
301504,6,1,3,305,0
301604,6,1,1,113,0
301704,7,1,1,113,0
301804,7,1,1,347,0
301901,7,1,1,351,0
302001,7,1,1,354,0
310202,7,1,1,863,0
310302,6,1,1,1357,0
310303,6,1,1,863,0
400901,2,1,85,0,0
400902,2,1,60,0,0
400903,2,1,30,0,0
401002,2,1,80,0,0
401003,2,1,65,0,0
401004,2,1,45,0,0
401005,2,1,25,0,0
401101,2,1,50,0,0
401102,2,1,50,0,0
401103,2,1,25,0,0
401104,2,1,25,0,0
401201,2,1,75,0,0
401202,2,1,50,0,0
401203,2,1,25,0,0
401401,2,1,99,0,0
401402,2,1,99,0,0
401601,2,1,50,0,0
401701,2,1,25,0,0
401801,6,1,1,326,0
401901,2,1,70,0,0
401902,2,1,40,0,0
402001,2,1,70,0,0
402002,2,1,30,0,0
402003,2,1,70,0,0
402004,2,1,30,0,0
402302,2,1,70,0,0
402404,6,1,1,372,0
402405,6,1,1,373,0
402406,6,1,1,374,0
402407,6,1,1,375,0
402501,7,1,1,378,0
402502,7,1,1,378,0
402503,2,1,60,0,0
402504,6,1,1,378,0
402602,6,1,3,252,0
402809,6,1,1,260,0
402810,6,1,1,261,0
402811,6,1,1,262,0
402812,6,1,1,263,0
402813,6,1,1,264,0
402814,6,1,1,265,0
402815,6,1,1,266,0
402819,6,1,1,267,0
402821,2,1,30,0,0
402901,2,1,85,0,0
402903,7,1,1,280,0
402904,6,1,1,282,0
402906,2,1,30,0,0
402907,7,1,1,170,0
402908,6,1,1,171,0
402912,2,1,90,0,0
402913,2,1,75,0,0
402914,2,1,60,0,0
402915,2,1,70,0,0
402916,2,1,55,0,0
402917,2,1,40,0,0
402918,2,1,15,0,0
402919,2,1,25,0,0
402920,7,1,1,280,0
402921,2,1,50,0,0
402923,2,1,25,0,0
403005,6,1,1,290,0
403006,6,1,1,287,0
403007,6,1,1,288,0
403008,6,1,1,289,0
403013,6,1,1,290,0
403014,6,1,1,297,0
403015,6,1,1,298,0
403016,6,1,1,299,0
403021,6,1,1,290,0
403022,6,1,1,158,0
403023,6,1,1,159,0
403024,6,1,1,160,0
403104,6,1,1,162,0
403106,6,1,1,164,0
403202,6,1,1,379,0
403203,6,1,1,380,0
403204,6,1,1,381,0
403205,6,1,1,382,0
403206,2,1,90,0,0
403207,2,1,60,0,0
403208,2,1,30,0,0
403301,2,1,75,0,0
403302,2,1,25,0,0
403304,2,1,20,0,0
403403,6,1,1,1322,0
403406,6,1,1,1339,0
403502,7,1,1,3137,0
403503,7,1,1,3136,0
403504,6,1,1,3136,0
403704,6,1,1,3142,0
403901,7,1,1,3270,0
403903,6,1,1,3269,0
404003,6,1,1,938,0
404004,7,1,1,938,0
404006,6,1,2,938,0
404010,7,1,1,526,0
404014,6,1,1,526,0
404015,2,1,75,0,0
404016,2,1,50,0,0
404017,2,1,25,0,0
404018,6,1,1,533,0
404019,6,1,2,529,0
404020,2,1,70,0,0
404021,2,1,30,0,0
404022,6,1,1,532,0
404023,6,1,1,530,0
404100,3,1,90,0,0
404103,6,1,1,547,0
404105,7,1,1,558,0
404112,2,1,49,0,0
404113,6,1,1,557,0
404114,6,1,1,562,0
404115,6,1,1,561,0
404117,6,1,1,556,0
404126,7,1,1,570,0
404201,7,1,1,537,0
404203,6,1,1,537,0
404204,2,1,51,0,0
404207,6,1,1,541,0
404208,7,1,1,541,0
404209,6,1,1,543,0
404211,6,1,1,544,0
404212,6,1,1,548,0
404213,2,1,49,0,0
404214,6,1,1,555,0
404215,6,1,1,555,0
404225,6,1,1,566,0
404227,6,1,1,567,0
404228,7,1,1,569,0
404230,6,1,1,568,0
404301,2,1,76,0,0
404302,2,1,51,0,0
404303,2,1,25,0,0
404304,3,1,25,0,0
404307,6,1,1,549,0
404308,6,1,1,550,0
404310,7,1,1,551,0
404311,7,1,1,564,0
404313,3,1,76,0,0
404314,7,1,1,565,0
404317,6,1,1,572,0
404503,6,1,1,3154,0
404703,7,1,1,3179,0
404704,6,1,1,3179,0
404708,6,1,1,3180,0
404730,6,1,20,3180,0
404732,7,1,1,3180,0
404816,6,1,9,301,0
404817,6,1,1,3225,0
404818,6,1,1,3226,0
404819,6,1,1,3227,0
404820,6,1,1,3228,0
404821,6,1,1,3229,0
404822,6,1,1,3230,0
404835,7,1,1,3231,0
404836,7,1,1,3232,0
404837,7,1,1,3233,0
404838,7,1,1,3234,0
404839,7,1,1,3235,0
404840,7,1,1,3236,0
404848,2,1,75,0,0
404849,2,1,50,0,0
404850,2,1,25,0,0
404901,6,1,1,3249,0
404908,7,1,1,3249,0
404917,6,1,1,3275,0
405201,7,1,1,3280,0
405202,7,1,1,3281,0
405301,6,1,1,3296,0
405308,6,1,1,3285,0
405309,6,1,1,3286,0
405310,6,1,1,3287,0
405311,6,1,1,3288,0
405312,6,1,1,3289,0
405313,6,1,1,3290,0
405325,6,1,1,3298,0
405326,6,1,1,3299,0
405327,6,1,1,4000,0
405328,6,1,1,4001,0
405337,6,1,1,4009,0
405338,6,1,1,4010,0
405339,6,1,1,4011,0
405340,6,1,1,4012,0
405341,6,1,1,4013,0
405342,6,1,1,4014,0
405345,2,1,70,0,0
405346,2,1,30,0,0
405348,7,1,1,4017,0
405401,7,1,1,3294,0
405404,6,1,1,3294,0
405409,6,1,1,3297,0
405410,6,1,1,4002,0
406001,7,1,1,541,0
406005,6,1,2,1332,0
406006,6,1,2,1333,0
406007,6,1,1,1329,0
406009,6,1,1,541,0
406010,6,1,1,1354,0
406105,6,1,1,1345,0
406106,13,1,20,0,0
406202,7,1,1,4116,0
406203,6,1,6,4115,0
406204,3,1,75,0,0
406205,3,1,50,0,0
406206,3,1,25,0,0
406210,6,1,1,4098,0
406211,6,1,1,4099,0
406212,6,1,1,4100,0
406221,2,1,25,0,0
406222,2,1,50,0,0
406223,2,1,75,0,0
406231,6,1,1,4120,0
406302,2,1,30,0,0
406304,7,1,1,4104,0
406305,18,1,1487,0,0
406306,7,1,1,4106,0
406308,6,1,1,4108,0
406309,2,1,70,0,0
406310,2,1,40,0,0
406311,7,1,1,4107,0
406314,6,1,1,4110,0
406315,6,1,1,4111,0
406316,6,1,1,4107,0
406604,7,1,1,4172,0
406605,7,1,1,4173,0
406606,7,1,1,4174,0
406607,7,1,1,4175,0
406608,7,1,1,4176,0
406609,7,1,1,4177,0
406701,6,1,1,4187,0
406702,7,1,1,4183,0
406704,6,1,1,4188,0
406729,6,1,1,4178,0
406730,6,1,1,4179,0
406731,6,1,1,4180,0
406732,6,1,1,4181,0
406801,6,1,1,4185,0
406802,7,1,1,4174,0
406840,6,1,20,4220,0
406841,7,1,20,4220,0
406844,7,1,1,4220,0
406901,7,1,1,4271,0
406902,6,1,1,4276,0
406903,6,1,1,4271,0
406904,6,1,15,4272,0
406905,7,1,1,4273,0
406907,7,1,1,4275,0
406909,6,1,1,4277,0
406910,6,1,1,4278,0
407002,18,1,1969,0,0
407003,6,2,1,4664,0
407004,6,1,1,4662,0
407005,6,1,1,4663,0
407203,2,1,70,0,0
407204,2,1,40,0,0
407205,6,1,1,4694,0
407304,6,1,1,4671,0
407306,6,1,1,4675,0
407307,6,1,1,4691,0
407407,6,1,1,4700,0
407408,6,1,1,4701,0
407409,6,1,1,4702,0
407410,6,1,1,4703,0
407411,6,1,1,4704,0
407502,18,1,2073,0,0
411002,7,1,1,4242,0
411003,6,1,15,4241,0
411004,6,1,1,4242,0
411005,6,1,1,4243,0
411006,2,1,70,0,0
411007,2,1,40,0,0
411008,2,1,10,0,0
411102,7,1,1,4251,0
411103,7,1,1,4245,0
411104,6,1,5,4244,0
411105,2,1,70,0,0
411106,2,1,40,0,0
411107,2,1,10,0,0
411301,6,1,10,4253,0
411401,6,1,1,4283,0
411403,2,1,30,0,0
411407,7,1,1,4283,0
411503,18,1,1607,0,0
411505,2,1,70,0,0
411506,2,1,40,0,0
411507,2,1,10,0,0
411603,2,1,50,0,0
500001,6,1,3,952,0
500002,6,1,1,952,0
500003,6,1,1,958,0
500004,6,1,1,955,0
500005,6,1,1,957,0
500006,6,2,1,943,0
500009,6,1,1,980,0
500010,6,1,1,961,0
