id,type,child_ids,title,sub_title,code,content,function_control_id,goto_page
501,2,,重装介绍,重装部队可以提供强大的火力支援。,,"33be2b0bad344408_draw_200717086.jpg,a1f1d965d9f9ad41_draw_200717087.jpg",15,0
502,2,,重装研发,通过情报分析，研发重装部队。,,"c9d0a4eeca01ce09_draw_210119001.jpg,6982b9f7b0e558d0_draw_200717089.jpg,e8f628ad70ebf648_draw_200717090.jpg,996180b927348ad2_draw_200717091.jpg,f5cf9cdd04b35cf7_draw_200717092.jpg",15,202
503,2,,重装作战,重装部队虽然火力强大，但没有单独作战能力。,,"289035bdd3c6d3e4_draw_200717095.jpg,75f54d7de4478346_draw_200717093.jpg,0ac3aac8aa1d7510_draw_200717096.jpg,feb5426e770b58b4_draw_200717097.jpg,36b2f8bf4e431d60_draw_200717094.jpg,c26fc2f0d9e2ae0d_draw_200717098.jpg",15,0
504,2,,重装育成,请继续强化您的重装部队吧！,,"ab22c5e34c6f28bf_draw_210901001.jpg,f6ca103a01c8f37f_draw_200717077.jpg",15,203
505,2,,重装回路,为重装回路安装芯片，进一步提升效能。,,"625b49274cd8bb70_draw_200717084.jpg,12047ac26a23a7e3_draw_200717083.jpg,10c7fcddc77866bb_draw_200717081.jpg,f3643ed66f3601f5_draw_200717082.jpg",15,0
506,2,,重装技能,重装部队的技能需要更严格的训练。,,e7fa25b3a3da8412_draw_200717085.jpg,15,203
507,2,,重装迭代,重装部队满级后还可以进一步提升。,,"7dd300a5cbe3a082_draw_200717079.jpg,8dd7603f1bd8a069_draw_200717080.jpg",15,0
508,2,,格纳库,在格纳库中，您可以查看和管理重装部队。,,"837cbee47b7c181b_draw_200717074.jpg,d53f289b4c287a91_draw_200717073.jpg",15,203
509,2,,情报中心,在情报中心解析样本是获取重装部队的核心途径。,,"98750a6e5a08a9cf_draw_200717076.jpg,3f63932ac85c3f41_draw_200717075.jpg",15,202
600,1,"601,602,603,604,605,606,607,608,609",战斗任务,了解和挑战更多不同的战斗任务。,manual_combat,,0,0
601,2,,作战任务,攻克主线任务。,,"cc2b375860f70545_draw_200717021.jpg,7704839a194db69d_draw_200717020.jpg",0,4
602,2,,夜战,夜间战斗时，视野很重要。,,"55f07e31af22cca1_draw_200717017.jpg,94b631888d66433a_draw_200717014.jpg,5b0bab4e68a80234_draw_200717016.jpg,86c2a10883f5b38b_draw_200717015.jpg",0,0
603,2,,自律作战,人形可自主前往已完美攻克的战役，带回报酬。,,"652803ea8cbce1a0_draw_200717018.jpg,c1c104070bae0c4c_draw_200717019.jpg",0,0
604,2,,后勤支援,通过后勤支援，获取更多物资。,,"c280b7a0c96be771_draw_200717005.jpg,e88375a42ee9cfce_draw_200717004.jpg",0,41
605,2,,模拟作战,不同的模拟作战内容定期开放，请按需攻克。,,"dc91fc62b7c9a645_draw_200717008.jpg,a74fb5fd9500b708_draw_200717009.jpg,14f5b2c6dc3a6252_draw_200717010.jpg",0,3
606,2,,防御演习,指挥小队防御无限波次敌人的进攻。,,"13c34433419ab5af_draw_200717003.jpg,476401c4819bd471_draw_200717002.jpg,81df149c92db02bb_draw_200717001.jpg",0,0
607,2,,融合演习,使用预设人形进行编队和作战，可以获取融合势力养成道具。,,"68dc7d6b0c7fff40_draw_200717012.jpg,10fe41ae9e86efd3_draw_200717013.jpg,093429f14bc1e69b_draw_200717011.jpg",21,232
608,2,,靶机专训,您可以在这里测试队伍的强度。,,"43f1d49b9ee6d696_draw_201217002.jpg,86197a1f5ce5998d_draw_201217001.jpg",23,242
609,2,,活动任务,各项事件将会不定期发生，请您务必关注！,,"becafe469b8e4b18_draw_200717006.jpg,0fac5293524077f1_draw_200717007.jpg",0,0
700,1,"701,702,703,704,705,706,707,708,709,710,711,712",战场指引,您必须了解的作战规则与技巧。,manural_battle,,0,0
701,2,,战场说明,做好战前准备工作，是每个指挥官的基本素养。,,"38c3da465439ee81_draw_200717068.jpg,503743be43f5c0bc_draw_200717067.jpg,c03c3bcb8d1b224e_draw_200717066.jpg,cff7ad8cee14f3f0_draw_200717065.jpg",0,0
702,2,,部署梯队,部署梯队是作战开始的第一步。,,"8da6721a8161ecd2_draw_200717050.jpg,e901a0e3c9975290_draw_200717049.jpg",0,0
703,2,,行动与占领,一步一个脚印，赢得作战胜利。,,"df341e5683a27f37_draw_200717054.jpg,9fe70a2ccbacac3c_draw_200717051.jpg,6504b3426ff08376_draw_200717052.jpg,fdf358e207ffa9d3_draw_200717053.jpg",0,0
704,2,,补给与撤离,及时补给，合理撤退，对您的人形更好一点。,,"349805b9ebedb718_draw_200717046.jpg,bfa76b9c17099883_draw_200717047.jpg,e5bb8f8712fa08b8_draw_200717048.jpg",0,0
705,2,,人形作战,人形作战时，您也可以参与指挥。,,"2127c3b7001b1710_draw_200717057.jpg,65528c9a719e7ba5_draw_200717056.jpg,9a276576f4242ff6_draw_200717059.jpg,3bc345043ed0a3c7_draw_200717058.jpg",0,0
706,2,,支援梯队,一个优秀的指挥官不会拒绝好友的帮助。,,"a8176726da086f31_draw_200717070.jpg,7f6e35036f0c0e4e_draw_200717071.jpg,01d0c454726a7a32_draw_200717069.jpg,a0ae19a1c98cf344_draw_200717072.jpg",0,0
707,2,,计划模式,合理利用计划模式可以简化您的操作。,,0664c2779713254d_draw_200717055.jpg,0,0
708,2,,战场情报模式,知己知彼，百战不殆。,,"55769602927bb8da_draw_200717063.jpg,f459c3657d30b36b_draw_200717064.jpg",0,0
709,2,,妖精作战,合理利用妖精技能可以扭转战场局势。,,"e993f6b84b50f901_draw_200717061.jpg,e9e955e70526a8b4_draw_200717062.jpg,53bdeed4e3451282_draw_200717060.jpg",1,0
710,2,,重装作战,重装部队虽然火力强大，但缺乏单独作战能力。,,"289035bdd3c6d3e4_draw_200717095.jpg,75f54d7de4478346_draw_200717093.jpg,0ac3aac8aa1d7510_draw_200717096.jpg,feb5426e770b58b4_draw_200717097.jpg,36b2f8bf4e431d60_draw_200717094.jpg,c26fc2f0d9e2ae0d_draw_200717098.jpg",15,0
711,2,,融合势力作战,融合势力与人形略有不同，指挥时需要加以注意。,,"e91e7ce081034855_draw_200728013.jpg,ffb150f0fda37710_draw_200728017.jpg,9d29334a94640225_draw_200728015.jpg,ea07c3fae533606a_draw_200728016.jpg,f8a2b733b9035a6d_draw_200728014.jpg",21,0
712,2,,友方梯队,有时会有友方梯队加入战局，一起并肩作战吧！,,"a36a000187ee6ada_draw_200803005.jpg,33db76217bd37ea5_draw_200811002.jpg",0,0
800,1,"801,802,803,804,805,806,807,808,809,810,811,812",战场设施,合理利用战场设施也是指挥官的必修课。,manual_building,,0,0
801,2,,阵地设施,阵地会影响周围路径点，需要根据战局谨慎处理。,,"91cbbe669d101642_draw_200727038.jpg,f1c7cad024cafae3_draw_200727037.jpg",0,0
802,2,,控制台&防御门,防御门会影响路径点是否可通过，使用控制台可以控制防御门。,,"c47c9dcfdf1dc363_draw_200727031.jpg,1d840dcab42e7aaa_draw_200727032.jpg,d5a82c219e898bb7_draw_200727033.jpg",0,0
803,2,,弃置歌利亚&乱石堆&要道,弃置歌利亚可用于炸毁障碍物开通道路，也可用于炸毁要道封锁道路。,,"a8fdf36fb3d970c4_draw_200727034.jpg,cd6ab96f5ee37897_draw_200727036.jpg,ba92968d01ff044f_draw_200727035.jpg",0,0
804,2,,废弃建筑&起爆装置&废墟,废弃建筑可以给路径点上的梯队提供掩护，引爆后会变为废墟。,,"2958c48b4a06d543_draw_200727029.jpg,9f5c268a54478191_draw_200727028.jpg",0,0
805,2,,变电站&EMP发生器,EMP发生器由变电站充能后可以对周围敌人进行EMP攻击。,,4dea6b1b4738b3b0_draw_200727026.jpg,0,0
806,2,,EMP手雷,EMP手雷投掷后可以对目标单位进行EMP攻击。,,f06511757d22c158_draw_200727024.jpg,0,0
807,2,,护盾发生器,护盾发生器可以为梯队提供护盾支援。,,0436704bf8d687ae_draw_200727030.jpg,0,0
808,2,,岸防炮,岸防炮可以为范围内的梯队提供支援，也可以手动操作进行攻击。,,a25290fffa68b6b6_draw_200727025.jpg,0,0
809,2,,位面电梯,通过位面电梯可以在不同楼层间传送。,,5fb7f0f53049c7af_draw_200820003.jpg,0,0
810,2,,传送节点,传送节点会将梯队传送至另一个传送节点。,,8a0b51bafdd1beb6_draw_200820001.jpg,0,0
811,2,,迷兔之洞,一旦踏上迷兔之洞就会掉落至下方楼层。,,5ad77fedbe3b852a_draw_200820002.jpg,0,0
812,2,,塑胶炸弹,投掷塑胶炸弹至其他设施，并在下一回合炸毁该设施。,,1b31c03950b331d0_draw_210811001.jpg,0,0
900,1,"901,902,903,904,905,906,907",作战目标,每次任务都有不同目标，请在作战前确认。,manual_mission,,0,0
901,2,,消灭目标,消灭目标单位即可取得胜利。,,aea75a773cbcfd61_draw_200717028.jpg,0,0
902,2,,回合数限制,时间紧迫，每一回合都不能浪费。,,4c61736c1fb2926e_draw_200717022.jpg,0,0
903,2,,占领路径点,占领目标路径点即可取得胜利。,,143bed1589b82cfa_draw_200717030.jpg,0,0
904,2,,引导作战,合理利用单位索敌逻辑，引导单位到达指定路径点。,,fa97bc36489a88cd_draw_200717029.jpg,0,0
905,2,,营救人质,营救人质并全身而退。,,"11d7b4ebdbd4589e_draw_200717024.jpg,9d3f93188014356e_draw_200717025.jpg",0,0
906,2,,维持补给线,在指挥部和补给点之间建立一条补给线。,,"95e88e418888fcdb_draw_200717027.jpg,0481b319b34abe46_draw_200717026.jpg",0,0
907,2,,坚守作战,坚持就是胜利。,,313b45e0823329d2_draw_200717023.jpg,0,0
1000,1,"1001,1002,1003,1004,1005",梯队编成,合理的梯队编成可以最大化您的梯队实力。,manual_formation,,0,0
1001,2,,阵型编成,人形间会产生相互影响，合理的阵型意味着更强的战力。,,"ab96b68184b23f30_draw_200803009.jpg,ec30408e51a1f307_draw_200803008.jpg",0,0
1002,2,,快捷编队,当您不知道如何编队时，可以使用快捷编队来协助您。,,"96ad25310bf7dfb8_draw_200807004.jpg,d716f284a325908f_draw_200807002.jpg,225583cf63033015_draw_200807003.jpg,5f28498535c1cc89_draw_200807001.jpg",0,0
1003,2,,融合势力编队,融合势力更依赖队长的指挥，围绕着队长来编队吧。,,"a64d9d0375b16173_draw_200728002.jpg,6ecf6fbe86be2fcd_draw_200728004.jpg,872b30d9dd775550_draw_200728003.jpg",21,0
1004,2,,融合势力快捷编队,快捷编队同样可以用来编成融合势力梯队。,,"19ed14e21e5c51bf_draw_200807008.jpg,e03a23fb1ef9b052_draw_200807007.jpg,c563c9b4a15ac2bb_draw_200807006.jpg,b5ccb946ecfb11a3_draw_200807005.jpg",21,0
1005,2,,装备预设,预设装备后就可以根据需要一键换装啦。,,"b774b4eb853aa1e7_draw_200807010.jpg,cd42d2dade79f87f_draw_200807011.jpg,6dfe2ccfef8f52d1_draw_200807009.jpg",2,0
1100,1,"1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114",据点,在据点中查看和管理各项其他事务。,manual_dorm,,0,0
1101,2,,宿舍,欢迎来到战术少女宿舍，多多装扮，多多互动哦！,,"4f108ff6a767bdff_draw_200716081.jpg,2e1b65babccbe8eb_draw_200716082.jpg",0,11
1102,2,,采购,不要吝啬您的采购币。,,"d5139ff4acb525cf_draw_200716063.jpg,712d0e6ca3a11fb1_draw_200716066.jpg,f92defb6cfdf0eb0_draw_200716067.jpg,7d8b91baf9bd7682_draw_200716064.jpg,20c6008040786fcc_draw_200716065.jpg",0,251
1103,2,,宿舍编辑,除了作战实力，也让她们看看您装点宿舍的实力吧。,,"26214f2cbc6aa36b_draw_200716060.jpg,716a066b8daa1537_draw_200716059.jpg,0385e9c57a8c7aac_draw_200716058.jpg,d3cd084c1755b485_draw_200716057.jpg,21a72405dbeaa954_draw_200716061.jpg,eb5e00a3d35d16f3_draw_200716062.jpg,e8e115c2b66586e3_draw_200716056.jpg",0,0
1104,2,,赠送礼物,为了鼓励人形们，也要多多给她们送点礼物。,,"f2210a3aa4ea9035_draw_200716084.jpg,1709af78a22e23ac_draw_200716085.jpg,f8be9870b752be50_draw_200716083.jpg",0,0
1105,2,,参观宿舍,参观其他指挥官的宿舍，并留下问候吧。,,"462294a2850e70e7_draw_200716069.jpg,7c550bb377fcc44a_draw_200716068.jpg,4ff92839f31593e1_draw_200716070.jpg,4b3ac060d3d5f3f2_draw_200716071.jpg",0,0
1106,2,,电池,电池是重要的开发资源，据点建设全靠它。,,"9d5dd411e2d235b8_draw_200716074.jpg,1973497e5a2034d8_draw_200716072.jpg,fd7f73aaee01d71d_draw_200716073.jpg",0,0
1107,2,,资料室,溢出的经验可以让格琳娜撰写成作战报告书。,,"eccf6774b093b3ab_draw_200716089.jpg,962355d8ab25b517_draw_200716088.jpg,5e9339418f8aecc5_draw_200716086.jpg,36cbd33cdb02e10c_draw_200716087.jpg",0,205
1108,2,,咖啡厅,泡上一杯咖啡，听人形讲述她们的故事。,,"6d1bd8145927356c_draw_200716079.jpg,2bd14c4fe56a0eb5_draw_200716080.jpg,7e5232e98c8142dd_draw_200716078.jpg,a0553ffbb20ea1ef_draw_200716077.jpg",0,207
1109,2,,救助站,收养流浪动物，给它们一个温馨的家。,,"c893f8a398da95fe_draw_200716075.jpg,2fe8eb6d9773264f_draw_200716076.jpg",0,204
1110,2,,妖精小屋,在妖精小屋中，您可以管理妖精相关设施。,,"910c04c047218217_draw_200717040.jpg,4155e6f77edd2c03_draw_200717041.jpg",1,206
1111,2,,前进营地,派遣人形进行探险，获取珍稀物资。,,"3302903239e24b4b_draw_210812008.jpg,9170032f298af5bf_draw_200716048.jpg,29d30f5a9e898dfa_draw_200716046.jpg",17,217
1112,2,,格纳库,在格纳库中，您可以查看和管理重装部队。,,"837cbee47b7c181b_draw_200717074.jpg,d53f289b4c287a91_draw_200717073.jpg",15,203
1113,2,,情报中心,在情报中心解析样本是获取重装部队的核心途径。,,"98750a6e5a08a9cf_draw_200717076.jpg,3f63932ac85c3f41_draw_200717075.jpg",15,202
1114,2,,协议控制中心,在协议控制中心中，您可以管理融合势力相关设施。,,71d10e9207223941_draw_200803007.jpg,21,228
1200,1,"1201,1202,1203,1204,1205,1206,1207,1208,1209,1210",融合势力,格里芬最新技术，其他势力的单位也可以参与作战啦。,manual_sangvis,,21,0
1201,2,,融合势力作战,融合势力与人形略有不同，指挥时需要加以注意。,,"e91e7ce081034855_draw_200728013.jpg,ffb150f0fda37710_draw_200728017.jpg,9d29334a94640225_draw_200728015.jpg,ea07c3fae533606a_draw_200728016.jpg,f8a2b733b9035a6d_draw_200728014.jpg",21,0
1202,2,,融合势力编队,融合势力更依赖队长的指挥，围绕着队长来编队吧。,,"a64d9d0375b16173_draw_200728002.jpg,6ecf6fbe86be2fcd_draw_200728004.jpg,872b30d9dd775550_draw_200728003.jpg",21,0
1203,2,,融合势力获取,获取融合势力来丰富您的队伍吧！,,"2b5805a52a6c54a2_draw_200728007.jpg,1be115253ef6c497_draw_200728008.jpg,06180c31f929c64b_draw_200728005.jpg,f2838b71619d12d5_draw_200728006.jpg",21,224
1204,2,,融合势力解析,使用相同融合势力单位进行解析，提升作战能力。,,"9e7b7c1fbcaf301e_draw_200728009.jpg,36fc7a4ddd10d982_draw_200728010.jpg",21,235
1205,2,,融合势力开发,通过融合势力开发，提升融合势力属性。,,"3618b4a18b01937e_draw_200728011.jpg,a12e60fc34f71510_draw_200728012.jpg",21,236
1206,2,,战术芯片,战术芯片功能强大，请根据战局合理搭配。,,"5aa7b87b22588067_draw_200728001.jpg,81d8b24f31a9e227_draw_200728002.jpg",21,229
1207,2,,数据转移,相同的融合势力单位可以进行养成数据交换。,,60766dcf64df3d9d_draw_200728018.jpg,21,237
1208,2,,融合演习,使用预设人形进行编队和作战，可以获取融合势力养成道具。,,"68dc7d6b0c7fff40_draw_200717012.jpg,10fe41ae9e86efd3_draw_200717013.jpg,093429f14bc1e69b_draw_200717011.jpg",21,232
1209,2,,回收与兑换,多余的融合势力单位可以进行分解，并在内核商店兑换道具。,,818b6f2c4c7d8171_draw_210812007.jpg,21,0
1210,2,,协议控制中心,在协议控制中心中，您可以管理融合势力相关设施。,,71d10e9207223941_draw_200803007.jpg,21,228
1300,1,"1301,1302,1303,1304,1305,1306,1307",工厂,在工厂中制造人形和装备来强化梯队。,manual_factory,,0,0
1301,2,,人形制造,消耗资源获取更多人形。,,"f90dc3183d49d4ac_draw_200716015.jpg,af62fa533e41a940_draw_200716018.jpg,1177081657be302e_draw_200716016.jpg,3a3a7d6da885b596_draw_200716017.jpg",0,25
1302,2,,编制扩大,人形扩编可提升战力及经验获取量。,,"22d56aebf7ba95d3_draw_200716023.jpg,9cc48ebf07c1acdd_draw_200716024.jpg,ba8450c6c95a5021_draw_210812003.jpg",0,5
1303,2,,融合势力解析,使用相同融合势力单位进行解析，提升作战能力。,,"9e7b7c1fbcaf301e_draw_200728009.jpg,36fc7a4ddd10d982_draw_200728010.jpg",21,235
1304,2,,人形强化,通过人形强化，提升人形属性。,,"8aabb07e078f2848_draw_200716026.jpg,cd2ca4fa4f3e6c91_draw_210812006.jpg",0,7
1305,2,,融合势力开发,通过融合势力开发，提升融合势力属性。,,"3618b4a18b01937e_draw_200728011.jpg,a12e60fc34f71510_draw_200728012.jpg",21,236
1306,2,,资源回收,回收多余的人形的火控核心和装备来获取资源。,,6185b33e82d28643_draw_210812002.jpg,0,63
1307,2,,装备制造,消耗资源获取更多装备。,,"8a39d7f9e206fd9c_draw_200717103.jpg,5b7633fd0b9abfa5_draw_200717105.jpg,36d612cfeb7f2a3d_draw_200717104.jpg,d66fa647abd6043e_draw_200803006.jpg",2,21
1400,1,"1401,1402,1403,1404,1405,1406",研发,在研发中进一步提升您的人形和装备。,manual_research,,0,0
1401,2,,技能训练,通过训练强化技能。,,"9abc9a6ac5143dd9_draw_200716012.jpg,275cb8c3d8508819_draw_200716013.jpg",0,8
1402,2,,装备强化,强化装备，提升属性。,,"8a8f2c769c19868f_draw_210812009.jpg,19ea5d42d25c0ac6_draw_200717107.jpg",2,250
1403,2,,装备校准,提供更新装备属性的机会。,,"f7efb60e6d9f396b_draw_200717111.jpg,54375bc347aabbf8_draw_200717110.jpg",2,54
1404,2,,妖精强化,强化妖精，使妖精的作用更加显著。,,"75a80578da5b82fe_draw_200717036.jpg,07fd4c8973b5f755_draw_200717034.jpg,1f6e1a0f8486a083_draw_200717035.jpg",1,144
1405,2,,妖精校准,校准可为妖精提供新的天赋选择。,,"c1236b67ce200863_draw_200717042.jpg,7a58106485c23221_draw_200717043.jpg,fa4f3c38e60febc2_draw_200717044.jpg",1,172
1406,2,,心智升级,突破人形能力上限。,,"f16912e89a330260_draw_200716036.jpg,71e618d898e2913c_draw_210901003.jpg,c139e33b214a7bee_draw_200716037.jpg",10,186
1500,1,"1501,1502,1503",社群交互,格里芬的指挥官永不孤单。,manual_social,,0,0
1501,2,,好友,多一些朋友，总归没坏处吧。,,"10cd5528f0232a38_draw_200716044.jpg,1dcc3610daa767ac_draw_200716043.jpg,e2dfccd50c90fc51_draw_200716042.jpg",0,136
1502,2,,个人名片,让别人记住你的名字吧！,,"f805c27966ec0f6c_draw_200716040.jpg,9476eb334b4b04a8_draw_200716039.jpg,fe822304dd0f4b8d_draw_200716041.jpg",0,0
1503,2,,支援梯队,一个优秀的指挥官不会拒绝好友的帮助。,,"a8176726da086f31_draw_200717070.jpg,7f6e35036f0c0e4e_draw_200717071.jpg,01d0c454726a7a32_draw_200717069.jpg,a0ae19a1c98cf344_draw_200717072.jpg",0,0
1600,1,"1601,1602,1603,1604",指挥官衣柜,指挥官，工作之余也给自己买点新衣服吧。,manual_uniform,,20,0
1601,2,,指挥官服装,换一件衣服，换一种心情。,,88d053e2bd4a47cc_draw_200716055.jpg,20,210
1602,2,,服装技能,穿上漂亮衣服后好像觉醒了不得了的能力。,,98d1a39c0104c58a_draw_200716052.jpg,20,210
1603,2,,染色系统,对衣服颜色不满意？来试试染色吧。,,663fef5241e64944_draw_200716053.jpg,20,209
1604,2,,宿舍显示,换好衣服后去宿舍里逛逛吧。,,950e1841087010e4_draw_200716054.jpg,20,0
1700,1,"1701,1702,1703",前进营地,作战太辛苦？来试下前进营地吧！,manual_explore,,17,0
1701,2,,前进营地介绍,派遣人形进行探险，获取珍稀物资。,,"3302903239e24b4b_draw_210812008.jpg,9170032f298af5bf_draw_200716048.jpg,29d30f5a9e898dfa_draw_200716046.jpg",17,217
1702,2,,探索准备,做好探索前的准备工作才能最大化探索收益。,,"5dc432c92148cd40_draw_200716051.jpg,8f6191ff4e155f5a_draw_200716049.jpg,a429b4b0db74a699_draw_200716050.jpg",17,0
