id,code,ui_image_icon,name,guns,fairy,enemy_team_id,initial_type,ai,ai_content,betray_condition,betray_number,betray_result,transform_condition,transform_number,transform_result,icon,betray_result_enemy,squad,building,enemy_panel_type,is_special_ai,no_battle_damage,duration,sangvis,betray_result_guns,betray_result_sangvis
31,profilePic_AI,ally0,  格里芬,"141,142,143,144,145",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
32,profilePic_AI,ally0,  格里芬,"146,147,148,149,150",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
33,profilePic_AI,ally0,  格里芬,"151,152,153,154,155",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
34,profilePic_AI,ally0,  格里芬,"156,157,158,159,160",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
35,profilePic_AI,ally0,  格里芬,"161,162,163,164,165",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
36,profilePic_AI,ally0,  格里芬,"166,167,168,169,170",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
37,profilePic_AI,ally0,  格里芬,"171,172,173,174,175",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
38,profilePic_AI,ally0,  格里芬,"176,177,178,179,180",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
39,profilePic_AI,ally0,  格里芬,"181,182,183,184,185",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
40,profilePic_AI,ally0,  格里芬,"186,187,188,189,190",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
41,profilePic_AI,ally0,  格里芬,"191,192,193,194,195",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
42,profilePic_AI,ally0,  格里芬,"196,197,198,199,200",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
43,profilePic_AI,ally0,  格里芬,"201,202,203,204,205",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
44,profilePic_AI,ally0,  格里芬,"206,207,208,209,210",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
45,profilePic_AI,ally0,  格里芬,"211,212,213,214,215",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
46,profilePic_AI,ally0,  格里芬,"216,217,218,219,220",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
47,profilePic_AI,ally0,  格里芬,"221,222,223,224,225",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
48,profilePic_AI,ally0,  格里芬,"226,227,228,229,230",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
49,profilePic_AI,ally0,  格里芬,"231,232,233,234,235",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
50,profilePic_AI,ally0,  格里芬,"236,237,238,239,240",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
51,profilePic_AI,ally0,  格里芬,"241,242,243,244,245",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
52,profilePic_AI,ally0,  格里芬,"246,247,248,249,250",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
53,profilePic_AI,ally0,  格里芬,"251,252,253,254,255",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
54,profilePic_AI,ally0,  格里芬,"256,257,258,259,260",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
55,profilePic_AI,ally0,  格里芬,"261,262,263,264,265",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
56,profilePic_AI,ally0,  格里芬,"266,267,268,269,270",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
57,profilePic_AI,ally0,  格里芬,"271,272,273,274,275",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
58,profilePic_AI,ally0,  格里芬,"276,277,278,279,280",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
59,profilePic_AI,ally0,  格里芬,"281,282,283,284,285",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
60,profilePic_AI,ally0,  格里芬,"286,287,288,289,290",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
61,profilePic_AI,ally0,  格里芬,"291,292,293,294,295",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
62,profilePic_AI,ally0,  格里芬,"296,297,298,299,300",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
63,profilePic_AI,ally0,  格里芬,"301,302,303,304,305",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
64,profilePic_AI,ally0,  格里芬,"306,307,308,309,310",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
65,profilePic_AI,ally0,  格里芬,"311,312,313,314,315",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
66,profilePic_AI,ally0,  格里芬,"316,317,318,319,320",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
67,profilePic_AI,ally0,  格里芬,"321,322,323,324,325",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
68,profilePic_AI,ally0,  格里芬,"326,327,328,329,330",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
69,profilePic_AI,ally0,  格里芬,"331,332,333,334,335",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
70,profilePic_AI,ally0,  格里芬,"336,337,338,339,340",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
71,profilePic_AI,ally0,  格里芬,"341,342,343,344,345",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
72,profilePic_AI,ally0,  格里芬,"346,347,348,349,350",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
73,profilePic_AI,ally0,  格里芬,"351,352,353,354,355",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
74,profilePic_AI,ally0,  格里芬,"356,357,358,359,360",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
75,profilePic_AI,ally0,  格里芬,"361,362,363,364,365",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
76,profilePic_AI,ally0,  格里芬,"366,367,368,369,370",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
77,profilePic_AI,ally0,  格里芬,"371,372,373,374,375",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
78,profilePic_AI,ally0,  格里芬,"376,377,378,379,380",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
79,profilePic_AI,ally0,  格里芬,"381,382,383,384,385",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
80,profilePic_AI,ally0,  格里芬,"386,387,388,389,390",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
81,profilePic_AI,ally0,  格里芬,"391,392,393,394,395",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
82,profilePic_AI,ally0,  格里芬,"396,397,398,399,400",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
83,profilePic_AI,ally0,  格里芬,"401,402,403,404,405",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
84,profilePic_AI,ally0,  格里芬,"406,407,408,409,410",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
85,profilePic_AI,ally0,  格里芬,"411,412,413,414,415",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
86,profilePic_AI,ally0,  格里芬,"416,417,418,419,420",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
87,profilePic_AI,ally0,  格里芬,"421,422,423,424,425",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
88,profilePic_AI,ally0,  格里芬,"426,427,428,429,430",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
89,profilePic_AI,ally0,  格里芬,"431,432,433,434,435",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
90,profilePic_AI,ally0,  格里芬,"436,437,438,439,440",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
91,profilePic_AI,ally0,  格里芬,"441,442,443,444,445",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
92,profilePic_AI,ally0,  格里芬,"446,447,448,449,450",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
93,profilePic_AI,ally0,  格里芬,"451,452,453,454,455",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
94,profilePic_AI,ally0,  格里芬,"456,457,458,459,460",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
95,profilePic_AI,ally0,  格里芬,"581,582,583,584,585",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
96,profilePic_AI,ally0,  格里芬,"586,587,588,589,590",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
97,profilePic_AI,ally0,  格里芬,"591,592,593,594,595",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
98,profilePic_AI,ally0,  格里芬,"596,597,598,599,600",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
99,profilePic_AI,ally0,  格里芬,"601,602,603,604,605",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
100,profilePic_AI,ally0,  格里芬,"606,607,608,609,610",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
101,profilePic_AI,ally0,  格里芬,"611,612,613,614,615",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
102,profilePic_AI,ally0,  格里芬,"616,617,618,619,620",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
103,profilePic_AI,ally0,  格里芬,"621,622,623,624,625",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
104,profilePic_AI,ally0,  格里芬,"626,627,628,629,630",0,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
105,profilePic_AI,ally0,格里芬,"718,719,720,721,722",13,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
106,profilePic_AI,ally0,格里芬,"718,719,720,721,722",14,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
107,profilePic_AI,ally0,格里芬,"718,719,720,721,722",15,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
108,profilePic_AI,ally0,格里芬,"718,719,720,721,722",16,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
109,profilePic_AI,ally0,格里芬,"718,719,720,721,722",17,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
110,profilePic_AI,ally0,格里芬,"718,719,720,721,722",18,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
111,profilePic_AI,ally0,格里芬,"718,719,720,721,722",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
112,profilePic_AI,ally0,格里芬,"723,724,725,726,727",20,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
113,profilePic_AI,ally0,格里芬,"723,724,725,726,727",21,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
114,profilePic_AI,ally0,格里芬,"723,724,725,726,727",22,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
115,profilePic_AI,ally0,格里芬,"718,719,720,721,722",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
116,profilePic_AI,ally0,格里芬,"723,724,725,726,727",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
117,profilePic_AI,ally0,格里芬,"718,719,720,721,722",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
118,profilePic_AI,ally0,格里芬,"723,724,725,726,727",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
119,profilePic_AI,ally0,格里芬,"718,719,720,721,722",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
120,profilePic_AI,ally0,格里芬,"723,724,725,726,727",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
121,profilePic_AI,ally0,格里芬,"718,719,720,721,722",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
122,profilePic_AI,ally0,格里芬,"723,724,725,726,727",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
123,profilePic_AI,ally0,格里芬,"718,719,720,721,722",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
124,profilePic_AI,ally0,格里芬,"723,724,725,726,727",19,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
125,profilePic_AI,ally0,格里芬,"911,912,913,914,915",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
126,profilePic_AI,ally0,格里芬,"911,912,913,914,915",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
127,profilePic_AI,ally0,格里芬,"906,907,908,909,910",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
128,profilePic_AI,ally0,格里芬,"906,907,908,909,910",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
129,profilePic_AI,ally0,格里芬,"911,912,913,914,915",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
130,profilePic_AI,ally0,格里芬,"911,912,913,914,915",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
131,profilePic_AI,ally0,格里芬,"906,907,908,909,910",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
132,profilePic_AI,ally0,格里芬,"906,907,908,909,910",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
133,profilePic_AI,ally0,格里芬,"906,907,908,909,910",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
134,profilePic_AI,ally0,格里芬,"911,912,913,914,915",19,1,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
2172,,,搜索队伍,"671,672,673,674,675",9,2172,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2173,,,搜索队伍,"676,677,678,679,680",10,2173,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2174,,,搜索队伍,"681,682,683,684,685",11,2174,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2175,,,搜索队伍,"686,687,688,689,690",12,2175,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2176,,,搜索队伍,"671,672,673,674,675",9,2176,0,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
2177,,,搜索队伍,"676,677,678,679,680",10,2177,0,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
2178,,,搜索队伍,"681,682,683,684,685",11,2178,0,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
2179,,,搜索队伍,"686,687,688,689,690",12,2179,0,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
2188,,,搜索队伍,"671,672,673,674,675",9,2188,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2189,,,搜索队伍,"676,677,678,679,680",10,2189,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2190,,,搜索队伍,"681,682,683,684,685",11,2190,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2191,,,搜索队伍,"686,687,688,689,690",12,2191,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2192,,,搜索队伍,"686,687,688,689,690",12,2192,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2193,,,搜索队伍,"686,687,688,689,690",12,2193,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2194,,,搜索队伍,"686,687,688,689,690",12,2194,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2195,,,搜索队伍,"686,687,688,689,690",12,2195,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2196,,,搜索队伍,"686,687,688,689,690",12,2196,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2197,,,搜索队伍,"686,687,688,689,690",12,2197,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2198,,,搜索队伍,"686,687,688,689,690",12,2198,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2204,,,搜索队伍,"686,687,688,689,690",0,2204,0,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
2205,,,搜索队伍,"686,687,688,689,690",0,2205,0,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
2206,,,搜索队伍,"686,687,688,689,690",0,2206,0,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
2207,,,搜索队伍,"686,687,688,689,690",0,2207,0,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
2208,,,搜索队伍,"686,687,688,689,690",0,2208,0,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,
2209,,,搜索队伍,"686,687,688,689,690",12,2209,0,1;1;1,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2210,,,警戒队伍,"686,687,688,689,690",12,2210,0,102;1;102,2;0;2,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2211,,,解锁程序,"100061,100062,100063",0,2224,2,101;1;102,"9241,9240,9237,9238,9270,9241;0;1",2;4;3,"9250,9278;2223;9277-1","2,0;0;2",0,0,0,Army,,0,0,1,0,-1,0,,,
2212,,,解锁程序,"100061,100062,100063",0,2224,2,101;1;102,"9272,9273,9239,9236,9276,9272;0;2",2;4;3,"9250,9278;2223;9277-1","2,0;2;0",0,0,0,Army,,0,0,1,0,-1,0,,,
2213,,,加密程序,"100061,100062,100063",0,2224,2,102;1;102,1;0;1,2;4;3,"9250,9278;2223;9277-1","0,2;0;2",0,0,0,Army,,0,0,1,0,-1,0,,,
2214,,,加密程序,"100061,100062,100063",0,2224,2,102;1;102,1;0;1,2;4;3,"9250,9278;2223;9277-1","2,0;2;0",0,0,0,Army,,0,0,1,0,-1,0,,,
2215,,,记忆碎片,728,0,2264,2,102;1;102,1;0;1,2,9013,1,0,0,0,Army,,0,0,1,0,-1,0,,,
2216,,,记忆碎片,728,0,2264,2,102;1;102,1;0;1,4,2260,1,0,0,0,Army,,0,0,1,0,-1,0,,,
2217,,,记忆碎片,728,0,2264,2,102;1;102,1;0;1,4,2267,1,0,0,0,Army,,0,0,1,0,-1,0,,,
2218,,,检测程序,728,0,2283,2,101;1;101,"9106,9105;0;9106,9105",0,0,0,2,9113,1:132-2,Army,,0,0,1,0,-1,0,,,
2219,,,检测程序,728,0,2283,2,101;1;101,"9086,9081;0;9086,9081",0,0,0,2,9087,1:113-2,Army,,0,0,1,0,-1,0,,,
2220,,,伪装镜像,728,0,2283,1,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2221,,,RO635,729,0,2283,1,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2222,,,未知敌人,728,0,2313,0,102;1;101,"1;0;9320,9338,9318,9290,9317,9340,9319,9339,9320",2,9308,2,0,0,0,Army,,0,0,1,0,-1,0,,,
2223,,,未知敌人,728,0,2223,2,102;1;102,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,
2224,,,失控程序,728,0,2263,2,101;1;101,"9027,8994,8993,9023,9027;0;9027,8994,8993,9023,9027",0,0,0,2,9389,0,Army,,0,0,1,0,-1,0,,,
2225,,,未知敌人,728,0,2314,2,101;1;101,"9329,9326,9324,9331,9330,9325,9327,9328,9329;0;9329,9326,9324,9331,9330,9325,9327,9328,9329",0,0,0,2,9332,0,Army,,0,0,1,0,-1,0,,,
