id,type,gem_pay,gem,double_gem_pay,double_gem,mp,ammo,mre,part,icon,month_card_type,quota_num,prize_id,classification_id,description,clear_type,clear_parameter
527,21,2450,2450,2450,2450,0,0,0,0,,,1,80,2000,,0,0
528,21,2450,2450,2450,2450,0,0,0,0,,,1,975,2000,,0,0
529,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
530,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
531,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
532,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
533,21,60,60,60,60,0,0,0,0,,,1,571,2000,,0,0
534,21,1880,1880,1880,1880,0,0,0,0,,,1,1081,2000,,0,0
535,21,1880,1880,1880,1880,0,0,0,0,,,1,1082,2000,,0,0
536,21,1880,1880,1880,1880,0,0,0,0,,,1,1083,2000,,0,0
537,21,1880,1880,1880,1880,0,0,0,0,,,1,1084,2000,,0,0
538,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
539,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
540,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
541,21,330,330,330,330,0,0,0,0,,,10,1172,2000,,0,0
542,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
543,21,1160,1160,1160,1160,0,0,0,0,,,2,1178,2000,,0,0
544,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
545,21,1880,1880,1880,1880,0,0,0,0,,,1,1202,2000,,0,0
546,21,1880,1880,1880,1880,0,0,0,0,,,1,1203,2000,,0,0
547,21,1160,1160,1160,1160,0,0,0,0,,,2,1204,2000,,0,0
548,21,2380,2380,2380,2380,0,0,0,0,,,1,1205,2000,,0,0
549,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
550,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
551,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
552,21,500,500,500,500,0,0,0,0,,,1,1241,2000,,0,0
553,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
554,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
555,21,800,800,800,800,0,0,0,0,,,5,1243,2000,,0,0
556,21,1160,1160,1160,1160,0,0,0,0,,,2,1253,2000,,0,
557,21,1160,1160,1160,1160,0,0,0,0,,,2,1254,2000,,0,
558,21,1880,1880,1880,1880,0,0,0,0,,,1,1292,2000,,0,
559,21,2380,2380,2380,2380,0,0,0,0,,,1,1322,2000,,0,
560,21,500,500,500,500,0,0,0,0,,,1,1323,2000,,0,
561,21,1880,1880,1880,1880,0,0,0,0,,,2,1324,2000,,0,
562,21,1160,1160,1160,1160,0,0,0,0,,,1,1410,6003,,0,
563,21,1880,1880,1880,1880,0,0,0,0,,,1,1411,6003,,0,
564,21,2380,2380,2380,2380,0,0,0,0,,,1,1412,6003,,0,
565,21,1160,1160,1160,1160,0,0,0,0,,,2,1413,6003,,0,
566,21,1160,1160,1160,1160,0,0,0,0,,,1,1464,6003,,0,
567,21,560,560,560,560,0,0,0,0,,,10,1465,6003,,0,
568,21,560,560,560,560,0,0,0,0,,,5,1466,6003,,0,
569,21,560,560,560,560,0,0,0,0,,,5,1467,6003,,0,
570,21,560,560,560,560,0,0,0,0,,,5,1468,6003,,0,
571,21,2450,2450,2450,2450,0,0,0,0,,,1,1469,6003,,0,
601,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
602,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
603,4,680,800,680,1360,0,0,0,0,,,0,0,2000,,0,0
604,4,1680,2000,1680,3360,0,0,0,0,,,0,0,2000,,0,0
605,4,3280,4000,3280,6560,0,0,0,0,,,0,0,2000,,0,0
606,4,6480,8000,6480,12960,0,0,0,0,,,0,0,2000,,0,0
607,5,0,0,0,0,500,500,500,300,,monthlycard2,0,0,2002,,0,0
608,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
609,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
620,21,1550,1550,0,0,0,0,0,0,,,0,74,2000,,0,0
621,21,720,720,0,0,0,0,0,0,,,0,78,2000,,0,0
622,21,1550,1550,0,0,0,0,0,0,,,0,79,2000,,0,0
623,21,2450,2450,0,0,0,0,0,0,,,0,80,2000,,0,0
624,21,2450,2450,2450,2450,0,0,0,0,,,1,159,2000,,0,0
625,21,720,720,720,720,0,0,0,0,,,1,78,2000,,0,0
626,21,1550,1550,1550,1550,0,0,0,0,,,1,79,2000,,0,0
627,21,2450,2450,2450,2450,0,0,0,0,,,1,80,2000,,0,0
628,21,2450,2450,2450,2450,0,0,0,0,,,1,975,2000,,0,0
629,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
630,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
631,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
632,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
633,21,60,60,60,60,0,0,0,0,,,1,571,2000,,0,0
634,21,1880,1880,1880,1880,0,0,0,0,,,1,1081,2000,,0,0
635,21,1880,1880,1880,1880,0,0,0,0,,,1,1082,2000,,0,0
636,21,1880,1880,1880,1880,0,0,0,0,,,1,1083,2000,,0,0
637,21,1880,1880,1880,1880,0,0,0,0,,,1,1084,2000,,0,0
638,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
639,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
640,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
641,21,330,330,330,330,0,0,0,0,,,10,1172,2000,,0,0
642,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
643,21,1160,1160,1160,1160,0,0,0,0,,,2,1178,2000,,0,0
644,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
645,21,1880,1880,1880,1880,0,0,0,0,,,1,1202,2000,,0,0
646,21,1880,1880,1880,1880,0,0,0,0,,,1,1203,2000,,0,0
647,21,1160,1160,1160,1160,0,0,0,0,,,2,1204,2000,,0,0
648,21,2380,2380,2380,2380,0,0,0,0,,,1,1205,2000,,0,0
649,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
650,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
651,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
652,21,500,500,500,500,0,0,0,0,,,1,1241,2000,,0,0
653,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
654,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
655,21,800,800,800,800,0,0,0,0,,,5,1243,2000,,0,0
656,21,1160,1160,1160,1160,0,0,0,0,,,2,1253,2000,,0,
657,21,1160,1160,1160,1160,0,0,0,0,,,2,1254,2000,,0,
658,21,1880,1880,1880,1880,0,0,0,0,,,1,1292,2000,,0,
659,21,2380,2380,2380,2380,0,0,0,0,,,1,1322,2000,,0,
660,21,500,500,500,500,0,0,0,0,,,1,1323,2000,,0,
661,21,1880,1880,1880,1880,0,0,0,0,,,2,1324,2000,,0,
662,21,1160,1160,1160,1160,0,0,0,0,,,1,1410,6003,,0,
663,21,1880,1880,1880,1880,0,0,0,0,,,1,1411,6003,,0,
664,21,2380,2380,2380,2380,0,0,0,0,,,1,1412,6003,,0,
665,21,1160,1160,1160,1160,0,0,0,0,,,2,1413,6003,,0,
666,21,1160,1160,1160,1160,0,0,0,0,,,1,1464,6003,,0,
667,21,560,560,560,560,0,0,0,0,,,10,1465,6003,,0,
668,21,560,560,560,560,0,0,0,0,,,5,1466,6003,,0,
669,21,560,560,560,560,0,0,0,0,,,5,1467,6003,,0,
670,21,560,560,560,560,0,0,0,0,,,5,1468,6003,,0,
671,21,2450,2450,2450,2450,0,0,0,0,,,1,1469,6003,,0,
701,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
702,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
703,4,680,800,680,1360,0,0,0,0,,,0,0,2000,,0,0
704,4,1680,2000,1680,3360,0,0,0,0,,,0,0,2000,,0,0
705,4,3280,4000,3280,6560,0,0,0,0,,,0,0,2000,,0,0
706,4,6480,8000,6480,12960,0,0,0,0,,,0,0,2000,,0,0
707,5,0,0,0,0,500,500,500,300,,monthlycard2,0,0,2002,,0,0
708,5,0,30,0,0,0,0,0,0,,monthlycard1,0,0,2002,,0,0
709,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
720,21,1550,1550,0,0,0,0,0,0,,,0,74,2000,,0,0
721,21,720,720,0,0,0,0,0,0,,,0,78,2000,,0,0
722,21,1550,1550,0,0,0,0,0,0,,,0,79,2000,,0,0
723,21,2450,2450,0,0,0,0,0,0,,,0,80,2000,,0,0
724,21,2450,2450,2450,2450,0,0,0,0,,,1,159,2000,,0,0
725,21,720,720,720,720,0,0,0,0,,,1,78,2000,,0,0
726,21,1550,1550,1550,1550,0,0,0,0,,,1,79,2000,,0,0
727,21,2450,2450,2450,2450,0,0,0,0,,,1,80,2000,,0,0
728,21,2450,2450,2450,2450,0,0,0,0,,,1,975,2000,,0,0
729,21,2450,2450,2450,2450,0,0,0,0,,,1,559,2000,,0,0
730,21,2450,2450,2450,2450,0,0,0,0,,,1,560,2000,,0,0
731,21,2450,2450,2450,2450,0,0,0,0,,,1,561,2000,,0,0
732,21,2450,2450,2450,2450,0,0,0,0,,,1,562,2000,,0,0
733,21,60,60,60,60,0,0,0,0,,,1,571,2000,,0,0
734,21,1880,1880,1880,1880,0,0,0,0,,,1,1081,2000,,0,0
735,21,1880,1880,1880,1880,0,0,0,0,,,1,1082,2000,,0,0
736,21,1880,1880,1880,1880,0,0,0,0,,,1,1083,2000,,0,0
737,21,1880,1880,1880,1880,0,0,0,0,,,1,1084,2000,,0,0
738,22,60,60,60,60,0,0,0,0,,,1,1167,2000,,0,0
739,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
740,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
741,21,330,330,330,330,0,0,0,0,,,10,1172,2000,,0,0
742,21,500,500,500,500,0,0,0,0,,,1,1168,2000,,0,0
743,21,1160,1160,1160,1160,0,0,0,0,,,2,1178,2000,,0,0
744,22,60,60,60,60,0,0,0,0,,,1,1171,2000,,0,0
745,21,1880,1880,1880,1880,0,0,0,0,,,1,1202,2000,,0,0
746,21,1880,1880,1880,1880,0,0,0,0,,,1,1203,2000,,0,0
747,21,1160,1160,1160,1160,0,0,0,0,,,2,1204,2000,,0,0
748,21,2380,2380,2380,2380,0,0,0,0,,,1,1205,2000,,0,0
749,22,60,60,60,60,0,0,0,0,,,1,1196,2000,,0,0
750,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
751,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
752,21,500,500,500,500,0,0,0,0,,,1,1241,2000,,0,0
753,21,2380,2380,2380,2380,0,0,0,0,,,1,1229,2000,,0,0
754,21,1880,1880,1880,1880,0,0,0,0,,,2,1240,2000,,0,0
755,21,800,800,800,800,0,0,0,0,,,5,1243,2000,,0,0
756,21,1160,1160,1160,1160,0,0,0,0,,,2,1253,2000,,0,
757,21,1160,1160,1160,1160,0,0,0,0,,,2,1254,2000,,0,
758,21,1880,1880,1880,1880,0,0,0,0,,,1,1292,2000,,0,
759,21,2380,2380,2380,2380,0,0,0,0,,,1,1322,2000,,0,
760,21,500,500,500,500,0,0,0,0,,,1,1323,2000,,0,
761,21,1880,1880,1880,1880,0,0,0,0,,,2,1324,2000,,0,
762,21,1160,1160,1160,1160,0,0,0,0,,,1,1410,6003,,0,
763,21,1880,1880,1880,1880,0,0,0,0,,,1,1411,6003,,0,
764,21,2380,2380,2380,2380,0,0,0,0,,,1,1412,6003,,0,
765,21,1160,1160,1160,1160,0,0,0,0,,,2,1413,6003,,0,
766,21,1160,1160,1160,1160,0,0,0,0,,,1,1464,6003,,0,
767,21,560,560,560,560,0,0,0,0,,,10,1465,6003,,0,
768,21,560,560,560,560,0,0,0,0,,,5,1466,6003,,0,
769,21,560,560,560,560,0,0,0,0,,,5,1467,6003,,0,
770,21,560,560,560,560,0,0,0,0,,,5,1468,6003,,0,
771,21,2450,2450,2450,2450,0,0,0,0,,,1,1469,6003,,0,
801,4,60,60,60,120,0,0,0,0,,,0,0,2000,,0,0
802,4,300,330,300,600,0,0,0,0,,,0,0,2000,,0,0
803,4,680,800,680,1360,0,0,0,0,,,0,0,2000,,0,0
804,4,1680,2000,1680,3360,0,0,0,0,,,0,0,2000,,0,0
805,4,3280,4000,3280,6560,0,0,0,0,,,0,0,2000,,0,0
806,4,6480,8000,6480,12960,0,0,0,0,,,0,0,2000,,0,0
